date,X601398.CH.EQUITY,X1398.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X600958.CH.EQUITY,X600837.CH.EQUITY,X600816.CH.EQUITY,X3056.TT.EQUITY,X601108.CH.EQUITY,X600919.CH.EQUITY,X600369.CH.EQUITY,X2905.TT.EQUITY,X3040.TT.EQUITY,X600061.CH.EQUITY,X600848.CH.EQUITY,X300059.CH.EQUITY,X3266.TT.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X601155.CH.EQUITY,X6005.TT.EQUITY,X001979.CH.EQUITY,X2852.TT.EQUITY,X2841.TT.EQUITY,X1463.TT.EQUITY,X2890.TT.EQUITY,X2838.TT.EQUITY,X17.HK.EQUITY,X2509.TT.EQUITY,X2891.TT.EQUITY,X2007.HK.EQUITY,X1997.HK.EQUITY,X2506.TT.EQUITY,X2816.TT.EQUITY,X2701.TT.EQUITY,X2849.TT.EQUITY,X1903.TT.EQUITY,X2880.TT.EQUITY,X2845.TT.EQUITY,X5876.TT.EQUITY,X600926.CH.EQUITY
20190416,0.0423841240225978,0.03718984768176,0.0266682699983053,0.0440554780648137,0.0469617423631844,0.0399223748782038,0.0407339978985825,0.011944182260037,0.0172151480264915,0.0415700023086619,0.0127524921120449,0.0225956247278775,0.0318414240022495,0.0208479983048981,0.035225469197175,0.0164542315136495,0.0427639343409132,0.0134027729032745,0.0181314384339472,0.0173428420880025,0.0192282300982769,0.0119327105746592,0.0233437340478341,0.0186571216277199,0.0281272088698997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190417,0.048504843910503,0.0359665625660729,0.0268652744449369,0.0414399038293322,0.0278227169306452,0.0399463567890537,0.0506523431282706,0.0107246872310143,0.0166558703408058,0.04505413633473,0.0126369559430171,0.0177507228223371,0.0340284299616108,0.0239333285883805,0.0211855696540203,0.0198566418478259,0.0309984796519446,0.0156524483828983,0.0139717911880489,0.0173649372062975,0.023641882296071,0.0223969884091278,0.0439687921268869,0.0167071208760834,0.0304847351168633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190418,0.0441479295007485,0.03288732620542,0.0257578894319932,0.058989217745118,0.0418101493320507,0.0357258188785576,0.0260143908364404,0.0101564766360337,0.0177427139707248,0.0481527523510034,0.0123552164306803,0.0164927006925645,0.0314969130126971,0.0190370238888375,0.0316447976530551,0.0213113948030207,0.038306074196239,0.0135382002832554,0.0145532537784024,0.0173867329718837,0.0217566628686183,0.0108332547654736,0.0453988068212984,0.0171719598459735,0.0222176457336587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190419,0.0351316369702785,0.0341053050649212,0.0311666315856732,0.057619052348421,0.0405807976609414,0.0346780195855274,0.0393040856658051,0.0133758562766476,0.0334858601204596,0.0488312588223797,0.0201138484166839,0.0187502817041511,0.0277488474383435,0.0198289262991581,0.0415032983683569,0.0166323610480215,0.0290555428610914,0.0144775454252179,0.0149976454933219,0.0204278545199087,0.0195464907328261,0.0136606020970181,0.0217562052870161,0.0291885406052944,0.0235470952140001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190422,0.0382854752869884,0.0220935431132934,0.0269830174320388,0.0554175756189248,0.0372692584813305,0.0380676170498189,0.0362401155268571,0.014452145103025,0.0263398531337996,0.0512761199447858,0.0163609719152467,0.0250404444427382,0.0283272498947981,0.0300987472895758,0.0615175386848758,0.022289434738139,0.0513368566799521,0.014131185047085,0.020412401541943,0.0189234664625919,0.019555547887983,0.0124645879924175,0.0524462709367429,0.0216681930441908,0.0156343266865826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190423,0.0429750103737896,0.0238662678896623,0.0286967742881507,0.050277817159561,0.0375690676945639,0.0364436787985936,0.043458999226024,0.0135836050561378,0.0178543258249519,0.0517167055772696,0.03125233866276,0.0176521244972645,0.0278795807459281,0.0232849028910505,0.0645579535592199,0.0200771546605344,0.0481770885980491,0.0163976244986523,0.0204300427564209,0.0257719648008762,0.0207479634335271,0.020392802768787,0.0478345587897679,0.0300656125868669,0.0148594638039362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190424,0.0425646830968773,0.0328968383828854,0.0282424071041354,0.0612930827788803,0.0369701530047964,0.0456675572407603,0.0304390381607968,0.0112931561496766,0.017177014253497,0.0616409349455626,0.0187983215483231,0.0263004596079584,0.0272162612961248,0.0351288563343935,0.0432736238244022,0.0242240171819553,0.0371991795494729,0.0151879608016566,0.0211974702517209,0.0365270725345654,0.020690054876298,0.0226001568002784,0.0237117253489786,0.0315669940675042,0.0353605918634699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190425,0.0595333411431146,0.0296804074548452,0.0288273449015444,0.057162832347534,0.0268538282490673,0.0310598677810086,0.0301336863709638,0.00950449490153985,0.0163771537216011,0.0610432256646836,0.0335753679775473,0.0244396679099887,0.0277788990066759,0.0294104956229051,0.028151683835306,0.0238947848447069,0.0469274361414936,0.0160652696263966,0.0143712871958473,0.0365293458926284,0.0153975395753853,0.0180567277171829,0.0233479725858347,0.0328605737611898,0.0366110320383504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190426,0.0583999760181653,0.0309991692183649,0.0198420076099092,0.057187627444031,0.0336551529321783,0.028003979417681,0.0349800830717642,0.0142944397585172,0.0163263638065876,0.074990940573613,0.0180367466068819,0.0247080048100153,0.026609963250904,0.0221836061496049,0.0505965978733318,0.0247694372633323,0.0339720500014158,0.013201559476084,0.0209698140041132,0.0261254137495155,0.0118325027228967,0.0176133646381325,0.0364155781761071,0.0339309755119979,0.0413255409695843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190429,0.0618539645459348,0.0365170592065308,0.0224210657539137,0.060888757754877,0.0286778409262614,0.0309087552769556,0.0275322669700861,0.0144757236587283,0.0154438258581616,0.0723946636110666,0.0163903810913386,0.0176508935974211,0.0279679342046996,0.032322650134495,0.0562044456000621,0.0202639010334882,0.0450991903354885,0.0155573159313668,0.0115615534470954,0.0337486040032262,0.0153123784630535,0.0151900275212061,0.0248099646530129,0.0270579766204417,0.0390121425391354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
