date,X601398.CH.EQUITY,X1398.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X600958.CH.EQUITY,X600837.CH.EQUITY,X600816.CH.EQUITY,X3056.TT.EQUITY,X601108.CH.EQUITY,X600919.CH.EQUITY,X600369.CH.EQUITY,X2905.TT.EQUITY,X3040.TT.EQUITY,X600061.CH.EQUITY,X600848.CH.EQUITY,X300059.CH.EQUITY,X3266.TT.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X601155.CH.EQUITY,X6005.TT.EQUITY,X001979.CH.EQUITY,X2852.TT.EQUITY,X2841.TT.EQUITY,X1463.TT.EQUITY,X2890.TT.EQUITY,X2838.TT.EQUITY,X17.HK.EQUITY,X2509.TT.EQUITY,X2891.TT.EQUITY,X2007.HK.EQUITY,X1997.HK.EQUITY,X2506.TT.EQUITY,X2816.TT.EQUITY,X2701.TT.EQUITY,X2849.TT.EQUITY,X1903.TT.EQUITY,X2880.TT.EQUITY,X2845.TT.EQUITY,X5876.TT.EQUITY,X600926.CH.EQUITY
20190430,0.0514409974220929,0.0400299033901605,0.0215256448510652,0.0717131752890801,0.0277655117016147,0.0305244114210399,0.0263106829973071,0.0153129799212393,0.0167257246670383,0.0740147124737847,0.0166952700986977,0.013126044353299,0.0365720509358286,0.0262869541135676,0.0601553980616158,0.0151157030085372,0.041496752999345,0.0137890571297844,0.0312476579776666,0.0370643011533132,0.015179978841069,0.016691761544294,0.0228755719329299,0.0146663653053046,0.0341355652686749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190506,0.0583578536818837,0.0325506830969496,0.0152269704629902,0.0484022200357418,0.0556337519048623,0.0351848329286684,0.030730630656849,0.0159335190735544,0.0152085240745443,0.0698615652834107,0.0149272125471092,0.0205743812598489,0.0367268154307015,0.06493294391235,0.0688112293418649,0.023923901016293,0.0440660184611943,0.019310272719061,0.0238421707637009,0.0384982172388609,0.0175333771353625,0.0177960833129468,0.0233366384750717,0.0380106637540678,0.0307356786655415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190507,0.0415394259222524,0.0374727166999024,0.0141185719379634,0.0498909691396334,0.058760522722922,0.036412710114592,0.0373513347043273,0.00894701393615289,0.0261639082889775,0.071148355034235,0.0124253947170924,0.022279608719958,0.0366579518662597,0.0591997137398108,0.0681562869661591,0.0217522255903973,0.044783226106461,0.0135158103732076,0.022079407933525,0.0279796972139797,0.0213124021876989,0.0185087108080241,0.0348032413425668,0.0398332471068683,0.0279945950312941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190508,0.0427439175858278,0.0321131627336997,0.0259268903575599,0.0559893065434974,0.0495949535000775,0.0338111201432816,0.0425162594278236,0.0187893542386179,0.020955948261981,0.0449040799697121,0.0168019943199828,0.0196774935899776,0.0329368789762219,0.0280517140758935,0.0706846235415822,0.0278554878698178,0.07212005394668,0.0165770661402725,0.0176145027762146,0.021725653775612,0.0173366290565836,0.022164973275449,0.0359584082184334,0.0539168421753077,0.030132899391079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190509,0.0432571312456631,0.0398146248090512,0.035783402363448,0.0688352687822902,0.0299602501201579,0.0448922262304447,0.0323713982578001,0.015950143615542,0.015026902131162,0.0429331933552687,0.0120505963080126,0.0311454928530822,0.0417868853768103,0.0620022320893734,0.068345741510171,0.0371594250771461,0.0634424520799394,0.0243197131705671,0.0135969833525229,0.0272734005945947,0.0206718176719658,0.0319445986321062,0.022300417711292,0.0296148399523813,0,0.0120934482323557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190510,0.0430490822150143,0.0385724372397001,0.0392616935066327,0.0561680553249735,0.034379003324897,0.0449977864017488,0.0295808519831781,0.0189025754833318,0.0176686038385744,0.033889712505061,0.0162745597941348,0.019061823426789,0.0404721799542566,0.025248512417976,0.0466955840451157,0.0405348766516822,0.0660710940273112,0.0278869226061765,0.0125953185796179,0.018969741619207,0.0209431396413845,0.0194948581942721,0.0212339116239103,0.0279639127657919,0,0.0117471562116291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190513,0.0562631917349403,0.0398025792141368,0.0185495414232881,0.0753603976285977,0.0317769393624627,0.0510404071197138,0.056973751010662,0.013352128732999,0.0127129782106126,0.0495727738999066,0.023176148845746,0.0343377556901829,0.0481438775055726,0.0180457940216596,0.0504416385220861,0.0353174734358555,0.0516206730851168,0.0287505441817265,0.0177835982618111,0.0299068358298628,0.0194629203549193,0.0309439857194547,0.0268551970094932,0,0.0593214730216564,0.0142301661200022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190514,0.0416797874540934,0.0375382159189344,0.0425520507394519,0.0778977268787269,0.0332514890389719,0.0473385102763244,0.0384267298680595,0.0176182577801656,0.0174511594935194,0.040783581836658,0.0132570857696544,0.021063859636719,0.0544191689519123,0.0102595172116215,0.0523584746920889,0.0357196790120724,0.0611553476999615,0.0420090675116462,0.0128993655671038,0.0256036842021279,0.0228672626013095,0.0181257216348507,0.0191256270356398,0.0254589659360857,0,0.0151002745839753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190515,0.0396793104959166,0.0410792127218015,0.0423916906912451,0.0780994269263419,0.0273526261847591,0.0359882552006159,0.0328283121636136,0.0177349219855958,0.0140958839934777,0.0452397980594642,0.0146806764263656,0.0184049012820062,0.0531111526879984,0.0158639574699666,0.0621917569146683,0.0564025724926064,0.0816397754594837,0.0385258554540099,0.0127962281287019,0.0252069056930665,0.0255019355234526,0.0280799496535094,0.0186615635353921,0.0245269699684934,0,0.0145183422435459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190516,0.0364204219323952,0.0424362082052891,0.0431829272339193,0.0582234875453317,0.0339452579483466,0.0360587522342155,0.0321767897549067,0.0186241702071156,0.0138401489171404,0.0498936325794771,0.0135826117113984,0.0198580937515625,0.0571852820170682,0.0144021718624615,0.0598659733211121,0.0392579547627841,0.0645818570053538,0.0135948904376307,0.0147986303072762,0.0268590729232818,0.0222047918940782,0.0193193368369018,0.0227201745991923,0.0251662462509381,0,0.0163741649561077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190517,0.0366672811778741,0.0410446189232156,0.0308279365422528,0.0553634116389865,0.0369100868317424,0.0455687499697952,0.0304627349870688,0.0185953354876057,0.0161129572947237,0.0497868741863587,0.0101196404260928,0.0133807637445771,0.0581217147950387,0.0256677606172146,0.058658641184588,0.0544473338072834,0.0631020119197141,0.0133462248366158,0.0152997731083762,0.0266222985784443,0.0239545242363141,0.0243650056306976,0.0206145773407945,0.0257962164829762,0,0.0159102791033212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190520,0.0324496346160139,0.0374334234267424,0.0435380504881033,0.0511020307132586,0.0409547508811616,0.0295052811136599,0.0440438719494264,0.0133218473580227,0.0145073420842631,0.050856296510881,0.0128371962026187,0.01528798326297,0.0436229482217038,0.0207209460783991,0.0459378604243357,0.0375680854671008,0.0630244634292242,0.0138478674718064,0.0211671249671746,0.0339582942292543,0.0246804700420532,0.0289290781104346,0.0220380824430372,0.0260187725528506,0,0.0130100876215798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190521,0.0415318677449458,0.0352590339558969,0.0279145341592908,0.0642355295843157,0.0418853198754164,0.0435439279522552,0.0434428919794862,0.0167964243083785,0.0123947473474785,0.0509496258257726,0.0124891494806597,0.0200967332983104,0.0481238899674493,0.0102200801237371,0.0548445450189528,0.0436957634090409,0.0790046832803568,0.0134866783159699,0.00759669182024409,0.0255403393895957,0.025115381435605,0.0251784029077675,0.0216872466928656,0.0268218769270291,0,0.0104511765995147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190522,0.0378327313696728,0.0495626658072132,0.0308449867733718,0.0705115965944757,0.0434240559892352,0.0292984459578891,0.0286674022530772,0.0169902539720606,0.0196073038830184,0.0515670753166792,0.0104222627655637,0.0337531242079204,0.0458585392479493,0.019835073695703,0.0554148647653602,0.0279004017683885,0.0626387233511607,0.0146430731516575,0.0099543034052689,0.0409860284774507,0.0173248136040074,0.0263639605713219,0.0292505463217701,0.0256265686937174,0.0368177350348319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190523,0.039239701756965,0.0488537089464652,0.0391816858018118,0.0713389864562388,0.040112133984431,0.0534514573846348,0.0591099587902872,0.0145250609382673,0.0314758037998495,0.0507180780341219,0.00959411804567334,0.0242185839785013,0.0615527830684458,0.0203353794822633,0.0512360448075601,0.0456933361789103,0.0616296563679254,0.0137519987130813,0.0198723445076843,0.0286501605998126,0.0195169428653662,0.0298830098912985,0.0280848732267098,0.0274058692624738,0,0.0156263762217584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190524,0.0314423739171422,0.0211334818058267,0.0339018401160488,0.0504123280336802,0.0436621276660072,0.0547895028607908,0.0602905299089703,0.0158752957752151,0.0291243461440991,0.0527265345781343,0.0121789807589446,0.0185073095162486,0.0636744130729665,0.0211746691942704,0.0563632690364698,0.0543163063985562,0.063013253621167,0.0140071963461781,0.00989273193814181,0.0273136407508258,0.0203926568026428,0.0124138471154069,0.0306076735486985,0.026067971302937,0.0374831919804512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190527,0.02481781749012,0.025268069754104,0.0371285145675411,0.0529093961302291,0.0390812323001061,0.0519663212002084,0.0581176955802779,0.0147745796025538,0.0291983037178249,0.0575981125915995,0.0103708408640572,0.0176514522591973,0.0614888435828614,0.0194274174134757,0.0556043372238667,0.0539159796637139,0.0567219975159858,0.0106792919729886,0.0229902016713109,0.0372223665658225,0.0221771475271996,0.011803238612666,0.0325200640423355,0.0273085913425214,0.0403172039336362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190528,0.0432096083686242,0.0303227082475336,0.0427311530751209,0.0497792955484881,0.0287217788975856,0.054321554829673,0.0470993767601995,0.0123429893244272,0.0259786086562433,0.0407020323400042,0.0107300762127403,0.0207292908976628,0.0492198815155973,0.0185099293773017,0.0315946684803437,0.0281043836124592,0.0449713057667363,0.0207248589390357,0.00927984767140556,0.0395758312532995,0.0241536809972566,0.014197248410077,0.0286808313525384,0.0388374991793051,0.044069537346872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190529,0.0454483955314331,0.0347425588640222,0.0421959276918572,0.0517363280826514,0.0353091728601987,0.050329517216123,0.0337345629646812,0.0167084369429972,0.042252929743141,0.0563550819531905,0.012655213697534,0.034300954190972,0.0544228313437466,0.0169879874667476,0.0312002389577326,0.0575600871082276,0.0424510872979293,0.0164606063555984,0.0185390250450629,0.0368294651970127,0.0166464048564061,0.0220060938433145,0.034436347048076,0.026315867528035,0.0819690310581647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190530,0.0345553887576887,0.0351644406331776,0.0421102281316667,0.0532520971020482,0.0348570105328761,0.04992880426336,0.0169294902176073,0.0124470129256458,0.0464994185592519,0.0569726227639671,0.0127306779092075,0.0267734667460927,0.0635598419928348,0.0275252785448618,0.0329151797549473,0.0573720823378109,0.0285832622550305,0.0531670271906659,0.0184704271660075,0.0361102064468044,0.0187793742553704,0.0386753600600172,0.0230529093674748,0.0202810491700944,0.0455638850887005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190531,0.03191668671322,0.0275366260406544,0.0355779017427163,0.0525542106651579,0.0283843756764259,0.061078279586496,0.0165155673930034,0.0223623990398448,0.0438436343514648,0.0487748546585239,0.0147524620728103,0.0272824124755807,0.0607624641811939,0.02323935510339,0.035076880910162,0.0310521109303559,0.040964126868144,0.0462471543702849,0.018587576566639,0.037924698170897,0.0166633239637501,0.015789362034516,0.0186288717311373,0.0394711086803543,0.0431764106082569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190603,0.0325273621404403,0.0361832966048078,0.0349912773442392,0.0510774062322478,0.0314418543074935,0.0458477680914301,0.017559471943133,0.0211987178722032,0.0510176445321379,0.0225640481671225,0.0149041310634636,0.017475302049016,0.0565126918291358,0.0239546104783505,0.0393989627244999,0.0410184685282735,0.0333651580910578,0.0153217004472785,0.0176124177369913,0.0364221979871406,0.0211281810225449,0.0141967324558798,0.0173418178570615,0.0380761676224443,0,0.0166821390862951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190604,0.0375505337583133,0.0370223944508295,0.0297430886890091,0.0333821205215419,0.0444672478321504,0.0420703671102994,0.0374804349482041,0.0250403622456709,0.0506794275616524,0.0267785060842578,0.00857544875976594,0.014380809163381,0.0589824230618324,0.0273548817207789,0.0263257456821496,0.0380610447347156,0.0322790136330671,0.00801134799000346,0.0170724895767599,0.0236345016389904,0.0187623797000656,0.0145290144098014,0.01726770184611,0.017811955725932,0,0.0167718736439678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190605,0.0353005638853723,0.0200563083106238,0.0392784614891265,0.0370320507863475,0.0340663335391264,0.044992684259998,0.0377249532758565,0.0220646452185897,0.0270244279638566,0.0329660998313392,0.00878167574659207,0.0251418402566003,0.0669721889477895,0.0310074528697384,0.0277149764755309,0.0364095144643056,0.035280953487942,0.00804249673690632,0.0174328151908084,0.0351417998419593,0.0207146176619601,0.0156262717010213,0.0180216817263056,0.0180125590492514,0.0379386809124847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190606,0.0376705539452939,0.0213340356625767,0.0414031062941137,0.0294441296658307,0.0426988643306427,0.0378456352397372,0.0418463391185541,0.0224433434978759,0.0252922323536808,0.0319412057407474,0.0113626819725371,0.0204355545533205,0.0682714678364157,0.0158565330950089,0.0161739289144621,0.0395156747756303,0.0299742066266554,0.00893660857823346,0.0171278878146519,0.0310070069366668,0.017700229711901,0.0100476771634396,0.0261433088568266,0.030335456410849,0.0358951786565937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190610,0.0362456584165401,0.0241987147027842,0.0350230064167947,0.0286017530159722,0.0326379950720047,0.0391303830298373,0.0432318633237705,0.0270648174895775,0.0255844218327044,0.0259496520207287,0.00767291492836045,0.0261169035330101,0.062125808811717,0.0229571027095829,0.0140318861682433,0.0351092160008594,0.0236975514241144,0.0099369827361306,0.018702188318377,0.0376931424102735,0.0204251682176421,0.00804919216902013,0.0255161414304426,0.0296707315947922,0.0368115731393532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190611,0.0503142269116833,0.0227618942523419,0.0388209467218723,0.0293662054246808,0.0331964815051489,0.0420784136499135,0.0409981512198358,0.0287068835256019,0.0244745756769833,0.0262087333279757,0.0078739507541306,0.0252724961857173,0.0653946230090496,0.0191074278692277,0.022696061744762,0.0344472280456922,0.0320703670512671,0.00954167510870019,0.0213221813591909,0.032806537826072,0.022114667212716,0.00901766283244235,0.0224188039617914,0.0300586553807438,0.0391591802261442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190612,0.0263090285584813,0.0320601015894936,0.0429576108651645,0.0271456457710644,0.0261524731524464,0.0437702555808972,0.0265480249399888,0.0177313470093675,0.0305792509848198,0.0252530716438334,0.0109662099018034,0.0235003429353273,0.071804983987841,0.0210885814820102,0.0318648698481165,0.0441290944191451,0.0205634034233208,0.0100598320322091,0.0223547920066883,0.0316778983938061,0.0340940262795721,0.00928474042238541,0.0261980227910229,0.02207721656156,0.0432663483549519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
