date,name,lambda
20190416,X16.HK.EQUITY,0.0119327105746592
20190417,X5.HK.EQUITY,0.0107246872310143
20190418,X5.HK.EQUITY,0.0101564766360337
20190419,X5.HK.EQUITY,0.0133758562766476
20190422,X16.HK.EQUITY,0.0124645879924175
20190423,X5.HK.EQUITY,0.0135836050561378
20190424,X5.HK.EQUITY,0.0112931561496766
20190425,X5.HK.EQUITY,0.00950449490153985
20190426,X11.HK.EQUITY,0.0118325027228967
20190429,X000002.CH.EQUITY,0.0115615534470954
20190430,X1299.HK.EQUITY,0.013126044353299
20190506,X600036.CH.EQUITY,0.0149272125471092
20190507,X5.HK.EQUITY,0.00894701393615289
20190508,X601319.CH.EQUITY,0.0165770661402725
20190509,X600036.CH.EQUITY,0.0120505963080126
20190510,X267.HK.EQUITY,0.0117471562116291
20190513,X3988.HK.EQUITY,0.0127129782106126
20190514,X601628.CH.EQUITY,0.0102595172116215
20190515,X000002.CH.EQUITY,0.0127962281287019
20190516,X600036.CH.EQUITY,0.0135826117113984
20190517,X600036.CH.EQUITY,0.0101196404260928
20190520,X600036.CH.EQUITY,0.0128371962026187
20190521,X000002.CH.EQUITY,0.00759669182024409
20190522,X000002.CH.EQUITY,0.0099543034052689
20190523,X600036.CH.EQUITY,0.00959411804567334
20190524,X000002.CH.EQUITY,0.00989273193814181
20190527,X600036.CH.EQUITY,0.0103708408640572
20190528,X000002.CH.EQUITY,0.00927984767140556
20190529,X600036.CH.EQUITY,0.012655213697534
20190530,X5.HK.EQUITY,0.0124470129256458
20190531,X600036.CH.EQUITY,0.0147524620728103
20190603,X16.HK.EQUITY,0.0141967324558798
20190604,X601319.CH.EQUITY,0.00801134799000346
20190605,X601319.CH.EQUITY,0.00804249673690632
20190606,X601319.CH.EQUITY,0.00893660857823346
20190610,X600036.CH.EQUITY,0.00767291492836045
20190611,X600036.CH.EQUITY,0.0078739507541306
20190612,X16.HK.EQUITY,0.00928474042238541
20190613,X601319.CH.EQUITY,0.009891345237051
20190614,X600036.CH.EQUITY,0.00971264294831102
20190617,X601319.CH.EQUITY,0.0108964432998311
20190618,X601288.CH.EQUITY,0.0122978854805733
20190619,X600036.CH.EQUITY,0.0147083899163055
20190620,X600036.CH.EQUITY,0.0132965426396751
20190621,X601319.CH.EQUITY,0.015928990426207
20190624,X601319.CH.EQUITY,0.0108605030740224
20190625,X601319.CH.EQUITY,0.0105795493125836
20190626,X11.HK.EQUITY,0.0116348815529113
20190627,X1299.HK.EQUITY,0.0130982078269079
20190628,X1299.HK.EQUITY,0.0135677708108869
20190701,X600000.CH.EQUITY,0.00995754931781295
20190702,X600000.CH.EQUITY,0.0100271060639037
20190703,X600000.CH.EQUITY,0.0099669554543933
20190704,X600000.CH.EQUITY,0.011158207841076
20190705,X600000.CH.EQUITY,0.0113921190152973
20190708,X601319.CH.EQUITY,0.00707941649612285
20190709,X601319.CH.EQUITY,0.0116465748596149
20190710,X601319.CH.EQUITY,0.0086870863794773
20190711,X601319.CH.EQUITY,0.0100291910586543
20190712,X601319.CH.EQUITY,0.0102634835470913
20190715,X601319.CH.EQUITY,0.00988188272819169
20190716,X601319.CH.EQUITY,0.00966338335622445
20190717,X601319.CH.EQUITY,0.00954809375712703
20190718,X2388.HK.EQUITY,0.0123396675747316
20190719,X601319.CH.EQUITY,0.00974661743337106
20190722,X600036.CH.EQUITY,0.0129249242562901
20190723,X5.HK.EQUITY,0.0133775814843222
20190724,X600000.CH.EQUITY,0.0104352680099009
20190725,X000002.CH.EQUITY,0.00976489453354869
20190726,X000002.CH.EQUITY,0.00910832178583571
20190729,X600000.CH.EQUITY,0.00936032212056489
20190730,X600000.CH.EQUITY,0.00825393388522524
20190731,X601628.CH.EQUITY,0.00736932711182636
20190801,X601628.CH.EQUITY,0.00766812711515733
20190802,X000002.CH.EQUITY,0.0112584566427151
20190805,X000002.CH.EQUITY,0.00942648392992522
20190806,X601328.CH.EQUITY,0.0110665812631509
20190807,X601988.CH.EQUITY,0.0101234601484802
20190808,X000002.CH.EQUITY,0.00885120252381375
20190812,X000002.CH.EQUITY,0.00992660647428281
20190813,X600036.CH.EQUITY,0.00971908987631905
20190814,X600036.CH.EQUITY,0.00962430097777305
20190815,X000002.CH.EQUITY,0.00885393874696444
20190816,X600036.CH.EQUITY,0.00893997574602642
20190819,X1398.HK.EQUITY,0.00926608422391302
20190820,X1398.HK.EQUITY,0.00922003093415384
20190821,X11.HK.EQUITY,0.00864271825424736
20190822,X11.HK.EQUITY,0.00825921742064712
20190823,X000002.CH.EQUITY,0.00850828543756299
20190826,X000002.CH.EQUITY,0.00790110953787906
20190827,X000002.CH.EQUITY,0.0096541663428904
20190828,X000002.CH.EQUITY,0.0073885593723316
20190829,X000002.CH.EQUITY,0.0063856752976853
20190830,X000002.CH.EQUITY,0.00672295615660889
20190902,X000002.CH.EQUITY,0.00601022385516226
