date,name,lambda
20190416,X2318.HK.EQUITY,0.0469617423631844
20190417,X601288.CH.EQUITY,0.0506523431282706
20190418,X601939.CH.EQUITY,0.058989217745118
20190419,X601939.CH.EQUITY,0.057619052348421
20190422,X601328.CH.EQUITY,0.0615175386848758
20190423,X601328.CH.EQUITY,0.0645579535592199
20190424,X601988.CH.EQUITY,0.0616409349455626
20190425,X601988.CH.EQUITY,0.0610432256646836
20190426,X601988.CH.EQUITY,0.074990940573613
20190429,X601988.CH.EQUITY,0.0723946636110666
20190430,X601988.CH.EQUITY,0.0740147124737847
20190506,X601988.CH.EQUITY,0.0698615652834107
20190507,X601988.CH.EQUITY,0.071148355034235
20190508,X601166.CH.EQUITY,0.07212005394668
20190509,X601939.CH.EQUITY,0.0688352687822902
20190510,X601166.CH.EQUITY,0.0660710940273112
20190513,X601939.CH.EQUITY,0.0753603976285977
20190514,X601939.CH.EQUITY,0.0778977268787269
20190515,X601166.CH.EQUITY,0.0816397754594837
20190516,X601166.CH.EQUITY,0.0645818570053538
20190517,X601166.CH.EQUITY,0.0631020119197141
20190520,X601166.CH.EQUITY,0.0630244634292242
20190521,X601166.CH.EQUITY,0.0790046832803568
20190522,X601939.CH.EQUITY,0.0705115965944757
20190523,X601939.CH.EQUITY,0.0713389864562388
20190524,X2628.HK.EQUITY,0.0636744130729665
20190527,X2628.HK.EQUITY,0.0614888435828614
20190528,X601318.CH.EQUITY,0.054321554829673
20190529,X388.HK.EQUITY,0.0819690310581647
20190530,X2628.HK.EQUITY,0.0635598419928348
20190531,X601318.CH.EQUITY,0.061078279586496
20190603,X2628.HK.EQUITY,0.0565126918291358
20190604,X2628.HK.EQUITY,0.0589824230618324
20190605,X2628.HK.EQUITY,0.0669721889477895
20190606,X2628.HK.EQUITY,0.0682714678364157
20190610,X2628.HK.EQUITY,0.062125808811717
20190611,X2628.HK.EQUITY,0.0653946230090496
20190612,X2628.HK.EQUITY,0.071804983987841
20190613,X601328.CH.EQUITY,0.056998393604421
20190614,X601328.CH.EQUITY,0.0545570177906393
20190617,X601328.CH.EQUITY,0.0596626776179319
20190618,X601328.CH.EQUITY,0.0506994561008702
20190619,X601328.CH.EQUITY,0.0514266762597977
20190620,X601318.CH.EQUITY,0.054886044061037
20190621,X601328.CH.EQUITY,0.04954412342586
20190624,X3988.HK.EQUITY,0.0510284207683907
20190625,X3988.HK.EQUITY,0.0534045715857939
20190626,X3988.HK.EQUITY,0.0590670734166064
20190627,X601601.CH.EQUITY,0.0448573555382896
20190628,X601328.CH.EQUITY,0.048749464673241
20190701,X2628.HK.EQUITY,0.0511321355188412
20190702,X000002.CH.EQUITY,0.045832252659086
20190703,X388.HK.EQUITY,0.0503481172668795
20190704,X000002.CH.EQUITY,0.0458771343727569
20190705,X3328.HK.EQUITY,0.0521093418929197
20190708,X388.HK.EQUITY,0.0534167787898058
20190709,X388.HK.EQUITY,0.0508189487579199
20190710,X388.HK.EQUITY,0.055937058778771
20190711,X000002.CH.EQUITY,0.0541578506275563
20190712,X000002.CH.EQUITY,0.0519213495567001
20190715,X000002.CH.EQUITY,0.0550400467059182
20190716,X000002.CH.EQUITY,0.0543068897158809
20190717,X000002.CH.EQUITY,0.060915232591961
20190718,X000002.CH.EQUITY,0.0515133318506343
20190719,X000002.CH.EQUITY,0.049984707799471
20190722,X000002.CH.EQUITY,0.05102875569903
20190723,X939.HK.EQUITY,0.0429379717407818
20190724,X601166.CH.EQUITY,0.0410049477824258
20190725,X2318.HK.EQUITY,0.0528355584819617
20190726,X2318.HK.EQUITY,0.0622784775212371
20190729,X939.HK.EQUITY,0.0537587181254655
20190730,X939.HK.EQUITY,0.0558568905464684
20190731,X601318.CH.EQUITY,0.0391180056406344
