Dates,601318 CH Equity,600036 CH Equity,600030 CH Equity,601166 CH Equity,601398 CH Equity,601328 CH Equity,300059 CH Equity,000001 CH Equity,600000 CH Equity,600016 CH Equity,601688 CH Equity,600837 CH Equity,601288 CH Equity,002142 CH Equity,601229 CH Equity,601211 CH Equity,601601 CH Equity,600999 CH Equity,601169 CH Equity,601988 CH Equity,601818 CH Equity,601628 CH Equity,600919 CH Equity,000166 CH Equity,000776 CH Equity,601009 CH Equity,601939 CH Equity,601788 CH Equity,601336 CH Equity,600958 CH Equity,600015 CH Equity,600109 CH Equity,601377 CH Equity,300033 CH Equity,601901 CH Equity,002736 CH Equity,000783 CH Equity,601108 CH Equity,601555 CH Equity,601066 CH Equity,600705 CH Equity,601162 CH Equity,600061 CH Equity,600926 CH Equity,601878 CH Equity,000728 CH Equity,601881 CH Equity,601838 CH Equity,600390 CH Equity,601198 CH Equity,601997 CH Equity,002958 CH Equity,601998 CH Equity,002673 CH Equity,601319 CH Equity,600369 CH Equity,601658 CH Equity,002939 CH Equity,000627 CH Equity,601916 CH Equity,601577 CH Equity,601236 CH Equity,600928 CH Equity,601077 CH Equity,002945 CH Equity,1299 HK Equity,5 HK Equity,939 HK Equity,2318 HK Equity,388 HK Equity,1398 HK Equity,3988 HK Equity,2628 HK Equity,11 HK Equity,2388 HK Equity,3328 HK Equity,2882 TT Equity,2881 TT Equity,2886 TT Equity,2891 TT Equity,2884 TT Equity,2892 TT Equity,5880 TT Equity,2880 TT Equity,5876 TT Equity,2885 TT Equity,2801 TT Equity,5871 TT Equity,2887 TT Equity,2883 TT Equity,2890 TT Equity,2888 TT Equity,2823 TT Equity,2834 TT Equity,6592 TT Equity,2812 TT Equity,2809 TT Equity,2845 TT Equity,2889 TT Equity,9941 TT Equity,2838 TT Equity,2867 TT Equity,6005 TT Equity,2849 TT Equity,2905 TT Equity,2820 TT Equity,2855 TT Equity,2897 TT Equity,2850 TT Equity,2851 TT Equity,2836 TT Equity,6024 TT Equity,2832 TT Equity,2816 TT Equity,2852 TT Equity,601375 CH Equity,601099 CH Equity,600909 CH Equity,600816 CH Equity,002839 CH Equity,002797 CH Equity,002500 CH Equity,000750 CH Equity,000712 CH Equity,000686 CH Equity,000562 CH Equity,23 HK Equity,3328 HK Equity 
2006-01-24,,,0.27379,,,,,0.21605,0.30533,0.14054,,0.27672,,,,,,,,,,,,,0.17491,,,,,,0.34391,0.07722,,,,,0.15828,,,,0.03101,,0.3188,,,0.23611,,,0.17367,,,,,,,0.13459,,,0.12095,,,,,,,,15.35433,0.37524,1.08952,4.64819,,,0.98637,13.28055,1.97919,0.48662,1.30849,0.73489,0.6175,0.38582,0.25765,0.40757,,0.3534,,0.32861,0.33377,,0.31505,0.33834,0.33408,0.58053,0.15078,0.22165,,0.24116,0.32835,0.37357,0.23265,0.70684,0.23773,,0.28019,0.63955,0.12019,0.41044,0.34229,0.22433,0.32545,0.30456,0.34158,,0.40707,3.33803,0.30965,,,,,,,,0.07172,0.12808,0.23053,0.26794,2.77802,0.48662
2006-01-25,,,0.28308,,,,,0.21914,0.31481,0.14649,,0.27241,,,,,,,,,,,,,0.1718,,,,,,0.35317,0.07349,,,,,0.15827,,,,0.02808,,0.31878,,,0.22814,,,0.17056,,,,,,,0.14141,,,0.12032,,,,,,,,15.31575,0.37517,1.08288,4.73115,,,0.98619,13.26527,1.9595,0.48931,1.32674,0.75674,0.63546,0.38975,0.26021,0.41123,,0.35854,,0.33919,0.33013,,0.32219,0.34267,0.3456,0.59225,0.15019,0.22314,,0.24158,0.32845,0.37369,0.23603,0.70706,0.23992,,0.28028,0.64045,0.12112,0.41839,0.34005,0.23375,0.33052,0.30731,0.34712,,0.40854,3.35018,0.32042,,,,,,,,0.07281,0.13334,0.22732,0.26545,2.80095,0.48931
2006-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36568,0.37523,1.07336,4.7705,,,0.97989,13.28004,1.96622,0.4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80721,0.4866
2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48367,0.38145,1.1055,4.87965,,,0.99914,13.3433,2.00472,0.50046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8304,0.50046
2006-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3633,0.38455,1.11509,4.86,,,1.01841,13.34244,1.9917,0.5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8185,0.5032
2006-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.38856,0.38458,1.10875,4.87333,,,1.03139,13.29208,1.98543,0.50047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82461,0.50047
2006-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27876,0.3814,1.06024,4.76945,,,0.99901,13.21268,1.95934,0.48371,1.36616,0.77004,0.63159,0.41482,0.27157,0.4211,,0.36637,,0.33921,0.3438,,0.3429,0.35121,0.36291,0.61187,0.15155,0.22513,,0.24375,0.33501,0.37951,0.23844,0.70568,0.24191,,0.28369,0.64152,0.12137,0.42265,0.33994,0.23287,0.33794,0.30879,0.34798,,0.41372,3.36522,0.31389,,,,,,,,,,,,2.78902,0.48371
2006-02-06,,,0.28534,,,,,0.22104,0.32261,0.15159,,0.28074,,,,,,,,,,,,,0.17441,,,,,,0.36406,0.07572,,,,,0.16465,,,,0.02845,,0.32524,,,0.23151,,,0.17621,,,,,,,0.144,,,0.12166,,,,,,,,15.32512,0.39074,1.09559,4.80769,,,1.05692,13.25015,1.96561,0.49757,1.40624,0.77009,0.64049,0.44139,0.27159,0.43608,,0.37557,,0.33793,0.35313,,0.3666,0.35686,0.36914,0.64642,0.15798,0.22853,,0.24685,0.3397,0.37833,0.24175,0.71732,0.24324,,0.28482,0.64852,0.12191,0.42463,0.34348,0.23289,0.34415,0.31013,0.35343,,0.42181,3.41525,0.33254,,,,,,,,,0.13345,0.24082,0.27186,2.80048,0.49757
2006-02-07,,,0.27354,,,,,0.21756,0.31474,0.14659,,0.28071,,,,,,,,,,,,,0.17005,,,,,,0.35605,0.07665,,,,,0.16306,,,,0.02896,,0.32768,,,0.24102,,,0.17894,,,,,,,0.14522,,,0.12412,,,,,,,,15.2756,0.40007,1.1019,5.00689,,,1.07613,13.22284,1.95894,0.50029,1.39141,0.77218,0.63335,0.43045,0.27043,0.42897,,0.36816,,0.33519,0.34885,,0.36679,0.35953,0.36139,0.65512,0.15731,0.22644,,0.24341,0.33205,0.38032,0.23853,0.71298,0.23802,,0.28917,0.64161,0.12494,0.42088,0.34435,0.24117,0.33899,0.30618,0.353,,0.416,3.40624,0.32318,,,,,,,,0.07368,0.13002,0.24452,0.2861,2.81773,0.50029
2006-02-08,,,0.26956,,,,,0.21762,0.31706,0.14729,,0.27744,,,,,,,,,,,,,0.17195,,,,,,0.35416,0.07635,,,,,0.17405,,,,0.02966,,0.33025,,,0.24506,,,0.18106,,,,,,,0.14402,,,0.12664,,,,,,,,15.24506,0.40927,1.07566,4.9725,,,1.03701,13.19129,1.9452,0.49174,1.38841,0.76127,0.62513,0.41455,0.26452,0.42126,,0.3643,,0.32747,0.34015,,0.36019,0.34843,0.35799,0.63213,0.15162,0.22363,,0.24216,0.32772,0.37531,0.23437,0.70776,0.23504,,0.28587,0.63229,0.12288,0.41544,0.33376,0.24027,0.33772,0.30242,0.34415,,0.40778,3.36055,0.32065,,,,,,,,0.07533,0.13253,0.24831,0.27935,2.82821,0.49174
2006-02-09,,,0.26675,,,,,0.21384,0.30842,0.14631,,0.27221,,,,,,,,,,,,,0.16887,,,,,,0.34623,0.07512,,,,,0.17615,,,,0.03001,,0.32407,,,0.24509,,,0.17797,,,,,,,0.14776,,,0.12355,,,,,,,,15.29494,0.4062,1.09836,4.88301,,,1.05004,13.19316,1.94548,0.48903,1.38532,0.75692,0.62374,0.40762,0.26516,0.41684,,0.36349,,0.32803,0.33847,,0.35245,0.34627,0.35412,0.63073,0.15128,0.22453,,0.24162,0.32545,0.3709,0.23602,0.70364,0.23477,,0.28082,0.63503,0.12261,0.41452,0.3307,0.23359,0.3333,0.30305,0.34124,,0.40687,3.33665,0.3173,,,,,,,,0.07398,0.13317,0.23715,0.27379,2.84618,0.48903
2006-02-10,,,0.26726,,,,,0.21462,0.30966,0.14737,,0.27232,,,,,,,,,,,,,0.17328,,,,,,0.35234,0.07577,,,,,0.18509,,,,0.03123,,0.32296,,,0.24518,,,0.17908,,,,,,,0.1472,,,0.12484,,,,,,,,15.31279,0.40949,1.10523,4.85912,,,1.06334,13.21115,1.94623,0.48644,1.39423,0.75924,0.66932,0.40129,0.26644,0.43372,,0.37189,,0.32443,0.34567,,0.3559,0.34794,0.35892,0.63721,0.15202,0.22843,,0.24109,0.32702,0.37269,0.23826,0.70704,0.23565,,0.28217,0.63741,0.12409,0.41652,0.33113,0.22854,0.33491,0.30452,0.34397,,0.41686,3.35829,0.31751,,,,,,,,0.07373,0.1354,0.24364,0.27576,2.89415,0.48644
2006-02-13,,,0.27026,,,,,0.21474,0.30956,0.14712,,0.27582,,,,,,,,,,,,,0.17152,,,,,,0.35852,0.07613,,,,,0.19511,,,,0.03073,,0.31942,,,0.24612,,,0.17435,,,,,,,0.14852,,,0.12802,,,,,,,,15.24957,0.43127,1.1243,4.98686,,,1.07598,13.13077,1.95222,0.49188,1.38073,0.76469,0.71242,0.39994,0.26248,0.43401,,0.37477,,0.32204,0.34358,,0.35818,0.34677,0.34746,0.64305,0.15087,0.22429,,0.24028,0.32746,0.37263,0.23528,0.70211,0.23329,,0.27901,0.63043,0.12314,0.41705,0.32769,0.22777,0.33992,0.30349,0.34389,,0.41945,3.32504,0.31908,,,,,,,,0.07624,0.13485,0.23791,0.27654,2.98719,0.49188
2006-02-14,,,0.27301,,,,,0.21536,0.3117,0.14906,,0.27908,,,,,,,,,,,,,0.17332,,,,,,0.35774,0.07703,,,,,0.19608,,,,0.03072,,0.3218,,,0.25639,,,0.17774,,,,,,,0.14723,,,0.12922,,,,,,,,15.33231,0.45624,1.15645,5.11545,,,1.12746,13.22029,1.99077,0.53076,1.3684,0.78381,0.70377,0.40311,0.26062,0.43411,,0.38059,,0.32277,0.34991,,0.35899,0.34476,0.34414,0.6445,0.15057,0.2307,,0.24082,0.32511,0.37228,0.2369,0.7037,0.23172,,0.27964,0.63323,0.12289,0.41413,0.32843,0.2252,0.33699,0.30418,0.34036,,0.41773,3.33805,0.31716,,,,,,,,0.07676,0.13388,0.24157,0.27521,3.06904,0.53076
2006-02-15,,,0.27996,,,,,0.21852,,0.15474,,0.27818,,,,,,,,,,,,,0.17647,,,,,,0.36312,0.07689,,,,,0.19769,,,,0.0302,,0.32062,,,0.26122,,,0.17605,,,,,,,0.14478,,,0.13173,,,,,,,,15.34266,0.45932,1.15955,5.12781,,,1.08869,13.23181,2.01634,0.52237,1.3684,0.76919,0.69678,0.40472,0.25959,0.4308,,0.37833,,0.31837,0.34843,,0.35058,0.34421,0.34564,0.64004,0.14905,0.23005,,0.24009,0.32613,0.37048,0.23652,0.70001,0.23005,,0.27808,0.63014,0.1234,0.41732,0.3279,0.23839,0.33891,0.30369,0.34196,,0.41439,3.31072,0.31797,,,,,,,,0.07705,0.13173,0.24962,0.27837,3.05701,0.52237
2006-02-16,,,0.2677,,,,,0.21326,0.31586,0.15469,,0.26519,,,,,,,,,,,,,0.16896,,,,,,0.36102,0.07485,,,,,0.20753,,,,0.02899,,0.31431,,,0.27229,,,0.16978,,,,,,,0.14225,,,0.12796,,,,,,,,15.34484,0.44376,1.13395,5.05766,,,1.06952,13.2208,2.01018,0.51411,1.36397,0.7746,0.69272,0.40556,0.25856,0.43271,,0.38019,,0.31785,0.34786,,0.35261,0.34921,0.35019,0.64241,0.14945,0.22939,,0.23936,0.33023,0.37107,0.23613,0.69759,0.22811,,0.28205,0.63325,0.12337,0.41471,0.33085,0.24108,0.3359,0.3045,0.33925,,0.41504,3.32175,0.31613,,,,,,,,0.0732,0.12858,0.26074,0.26399,3.03987,0.51411
2006-02-17,,,,,,,,0.21571,0.32402,0.15836,,0.25758,,,,,,,,,,,,,0.16712,,,,,,0.36505,0.0761,,,,,0.18827,,,,0.02916,,0.32926,,,0.25958,,,0.16843,,,,,,,0.14164,,,0.12984,,,,,,,,15.41603,0.44687,1.13392,4.96734,,,1.08882,13.20757,2.00369,0.51965,1.38225,0.77632,0.69013,0.402,0.26113,0.43466,,0.38451,,0.32059,0.35357,,0.35626,0.34521,0.34729,0.64159,0.15079,0.22895,,0.23982,0.33039,0.37006,0.23516,0.69921,0.22561,,0.28109,0.63218,0.12361,0.41492,0.33334,0.24458,0.33729,0.30334,0.3405,,0.41924,3.31243,0.31365,,,,,,,,0.07266,0.12705,0.24957,0.26465,3.03979,0.51965
