,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0906595482852915,0.0354393269023563,0,0,0,0.0360163680564494,0.097608772510605,0,0,0.0129043355187877
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.094370833051471,0,0.0756511339417381,0,0,0,0.01553780798681,0,0.00863923739114587,0,0
X939.HK.Equity,0,0,0,0,0.207622820326253,0.149550077369203,0,0,0,0,0,0,0,0.0236815456527222
X2628.HK.Equity,0,0,0,0,0,0.183461344725211,0,0,0,0.449799995979456,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0,0.051592259815032,0,0,0,0.0647376700286746,0.0234116215533287,0,0,0.00686387474042427
X2388.HK.Equity,0,-0.0375113294176447,0,0,0.124191633338284,0,0,0,0,0.02880090323521,0.0366645157338227,0.0675215152155965,0,0
X2318.HK.Equity,0,0,0,0,0.518924756706227,0,0,0,0,0,0.16067743714287,0,0,0
X2882.TT.Equity,0.234393291972229,0.0301699920760458,0,0,0,0,0,0,0.317720845440805,0.380444384708901,0,0,0,0
X600036.CH.Equity,0,0,0,0,-0.0692389369778666,0,0,0,0,0.198023829380526,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0344575585804063,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0741456632599285,0,0.305133172523374,0,0,0,0,0,0.34247597674674,0,0,0,0
