,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.063329448392032,0.0311267172899543,0,0,0,0,0,0,0,0,0.0222600489476419,0,0,0,0.086385157375419,0,0.0101428209869055,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.251837415078926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00905651638315028,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.133710514914724,0.0850961796080542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195631438830447,0,0,0,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0214084268517086,0.226388769441006,0,0.0209948271038507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007854398772382,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0627584345496886,0.245343500287001,0,0,0,0,0,0,0,0,0.00365750969987179,0,0.0141340063026543,0,0,0,0,0,0,0
X939.HK.EQUITY,0,0.0340605931171374,0,0,0,0,0,0,0,0,0.211823772993274,0.0249227545614213,0,0.0470328507778006,0,0,0,0,0,0,0,0,0,0,0,0,-0.00976991031856022,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216863864194263,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0344157119761817,0,0,0,0,0,0,0,0,0.0180236407432624,0,0,0.0958585334920692,0.0365554505048353,0,0,0,-0.00751673355602357,0
X3988.HK.EQUITY,0,0.0712882363547589,0,0,0,0,0,0,0,0,0.165221375085718,0,0.0973441165974162,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298457161238791,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.258214671536792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239870416895049,0,0,0,0,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.146712315678005,0,0,0.0791939353643611,0.362833622865724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0983401102055274,0.046235838647346,0,0.0333304954825199,0,0,0,0,0,0,0,0,0,0,0,0.182574252596522,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.222770175756501,0,0,0.106844502981805,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466052046598972,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.326205561091643,0,0.118147336708827,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034087197045521,0.00849454385487747,0.0662260732926651,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.178484419029896,0,0.0112350099764528,0,0,0,0,0,0.220979245954423,0,0,0,0,0,0,0,0,0,0,0.0599981395290019
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0121900078776773,0,0,0,0,0,0,0,0,0,0,0.34345042273193,0,0.0467625571204272,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0286665992498542,0.160632550382748,0,0,0,0,0,0,0,0,0,0.0197369668410227,0.0304948084066485,0,0.0481266638482287,0.0399645508375041,0,-8.67361737988404e-19,0,-0.00958988471089376,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00767944420640311,0,0,0,0,0,0,0,0,0,0.0459067598680857,0.0151013431136498,0,0,0,0,-0.015627547613166,0,-0.00859635884310708,0
X3328.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.204723884565212,0.0261455393446838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457750607721845,0,0,0
