,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0939712532417345,0,0,0,0,0.0615764659467171,0,0,0,0
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,-0.16950447855555,0,0,1.74227712046138e-08,0,0,0,0,0,0,0,0,5.80297670060473e-09
X939.HK.Equity,0,0,0,0,0.0819145421517704,0,0,0,0,0.217729996540132,0,0,0,0
X2628.HK.Equity,0,0,0,0,0,0.151348122922334,0,0,0,0.525278500396922,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0.9999988743275,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,2.90551124070028e-08,0.999998546749544,0,0,0,1.22755624584075e-07,0,0,0,0
X11.HK.Equity,0.0490195829631852,-0.0100848735643771,0.0124222768135426,0,0.0253756048620677,0,0,0,0.000931319140406548,0.0371461418968437,0.0125005426362196,0,0,0.0176879768587577
X2388.HK.Equity,0,0,0,0,0.0672372966601613,0,0,0,0,0.122008194275622,0.0331848133567149,0,0,0
X2318.HK.Equity,0,0,0,0,0.50633643338321,0,0,0,0,0,0,0,0,0
X2882.TT.Equity,0.183918725365288,0,0,-0.122465650354034,0.0116579519335739,0,0,0,0.157722118991586,0.459087374500828,0,0,0,0
X600036.CH.Equity,0,-0.213275871434127,0,0,-0.233621060946339,0,0,0,0,0.469057006855455,-0.0557082847387398,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.016131678851041,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.038970315004213,0,0,0,0.519431768781242,0,0,0,0,0,0,0,0
