,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0836645744057904,0,0,0,0,0.0284741861419822,0,0,0,0
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,-0.169504482922332,0,0,1.31225265863615e-08,0,0,0,0,0,1.8426518826007e-08,-1.03397576569128e-25,0,0
X939.HK.Equity,0,0,0,0,0.0609561799050798,0,0,0,0,0.22423149566501,0,0,0,0
X2628.HK.Equity,0,0,0,0,0,0.147981343578336,0,0,0,0.578211013391983,0,0,0,0
X3328.HK.Equity,0,0,0,0,9.59992087725758e-07,0,0.999996793570966,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,8.53642470315471e-07,0.999996314139315,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0520069445919902,-0.0142232636650611,0,0,0.0114446219534465,0,0,0,0.0184862472220384,0.0383258167278794,0.00733614377314073,0,0,0.0212133070403808
X2388.HK.Equity,0,0,0,0,0.0676458987939921,0,0,0,0,0.121779213468044,0.0291410840331489,0,0,0
X2318.HK.Equity,0,0,0,0,0.537283010360149,0,0,0,0,0,0.0184172652383255,0.0613874657615411,0,0
X2882.TT.Equity,0.28353810615813,0,0,-0.00219953846571008,0.0443365702481219,0,0,0,0,0.343846893482746,0,0,0,0
X600036.CH.Equity,0,-0.212795509108963,0,0,-0.134525830995686,0,0,0,0,0.266483323714657,-0.0349809630292028,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0161317231874758,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0284038860034575,0,0,-4.33680868994202e-19,0.378602173329458,0,0,0,-3.46944695195361e-18,0,0,0,0
