,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0817822892658725,0,0,0,0,0.0520423547879143,0.0379963839034195,0,0,0
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.0935535723295553,0.279368958914948,0,0,0,0.0920914768776873,0,0,0,0
X2628.HK.Equity,0,0,0,0,0,0.155675879794197,0,0,0,0.478030838461339,0.0578503230341691,0,0,0
X3328.HK.Equity,0,0,0,0,1.12438367450624e-07,0,0.999998319672983,0,0,2.07547544133444e-07,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,1.58234728330982e-07,0.999999157073926,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0215344160851854,2.16840434497101e-19,0.0535362144628746,0,0,0.0564380183467284,0,0,0.00834082018181303,0.0232810667289619,0.0286029362375678,0.00373492163007811,0,0.0227756307878041
X2388.HK.Equity,0,0,0,0.0495762724192757,0.0522616162669394,0,0,0,0,0.0855188487459287,0.0581399767639981,0.020948364467829,0,0
X2318.HK.Equity,0,0,0,0,0.527997120819483,0,0,0,0,0,0.0228016157856878,0.0821484370831163,0,0
X2882.TT.Equity,0.353319511957187,0.0045941373165085,0,0,0.0406053677984098,0,0,0,0,0.336702095396768,0,0,0,0
X600036.CH.Equity,0,-0.213993655626297,0,0,-0.201297568688967,0,0,0,0,0.427104892110006,-0.0987432220338394,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0434257406188911,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0254213908479334,0,0,0,0.212705509500959,0,0,0,0.222765303689263,0,0,0,0
