,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X600036.CH.EQUITY,0,0.0267756378963376,0,0,0.50148568056968,0,0,0,0,0,0,0,0.172256823289559,0.165992445682107,-0.0411884069036811,0,0,0,0,0,0,0,0,0,0.136437709909648,0,0,0,0,0
X1299.HK.EQUITY,-0.127432328111945,0,0,0.850152417906239,0,0,0,0,0,0.088055109059539,0,0,0,0.229483352867707,0.167079625787767,0,0,0,0.521058626645288,0,0,-4.33680868994202e-19,0,0,0,0,0,0.011490108165368,0.00834047078769366,0
X5.HK.EQUITY,0,0.0962963363245972,0,0,0,0,0,0,0,-0.257513055238017,0,0.384686289123582,0.304909521482003,0,0,0,0,0,0,0.0267413085441064,0,0.258452238078955,0,0,0,-0.194427633577729,-0.0630016749464969,0.290952797462023,0,0
X388.HK.EQUITY,-0.10063892221784,0,0.112087151499112,0,0,0.0195297850728915,0,0,0,0,0.125557694764794,0,0,0,0,0,0,0,0.690509743918486,0,0,0,-0.366063161612984,0,0,0.205789660673168,0.104388639511832,0,-0.0751246736765906,0.0275096005021648
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0344343189570796,0,0,0.131095085023586,0.0114957522745074,0,0,0,0,0,0.396352032669968,0,0,0.257536864237567,0,0,0,0.0267840351937983,0,0,-0.00879661679259558
X601166.CH.EQUITY,0,0,0,0,0.0415464459021528,0,0,0,0.00492506991688497,0,0.0342113735526222,0.136220989479351,0.0809424443552684,0,0,0,0,0,0,0.0732492653071365,0.1953926449818,0,0,0.121871592648186,0.0144955608281427,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.00714766526638012,0,0.150079601954963,0,0,0,0.0411296999221043,0,0,0,0,0.188501696885233,0,0.111367727007579,0,0,0,0.0156287346861981,0,0.0276873658156542,0
X3328.HK.EQUITY,-0.227068628076335,0,0,0,0,0,0.0496234093159788,0,-2.16840434497101e-19,-0.0118591655289874,0,0,0.258991948861698,0,0.0636058256646539,0,0,0,0,0,0,0,0,0,0,0.0621506253561193,0.0346999286050494,0.0617287872604082,0.0113776889444638,0
X601066.CH.EQUITY,0,0,0,0,0.0633834391825033,0,0,0,0.130635193105097,-0.161269916997016,0.0290540838749702,0,0,0,0,1.12541198866982,0,0,0,0,0,-0.0730752804380412,0,0,0,0,0.0244173610152575,0.18516413761459,0,0.000794241246957841
X600000.CH.EQUITY,0,0,0,0,0,0.00833567646996686,0,0,0,0,0.00999115002683593,0.0955142026371369,0,0,0.029257164786651,0,0.432770501965098,0.163919849246346,0,0,0,0,0,0,0,0,-0.0130840261609268,0,0.0115762509432532,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0701505632336822,0,0,0.053066721818213,0,0.0303063798309268,0,0,0,0,0,0,0.229046055855701,0,0.120406386540391,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,6.93889390390723e-18,-0.201470665193629,0.42347162044988,0,0.158772808303157,0,0.236291416628336,0,0,0,0,0.125478095540916,0,0,0,-6.93889390390723e-18,0,0,0,0,0.175847419521178,0,-0.0126334098648369,0,-0.0353152996797956,0
X000001.CH.EQUITY,0,0,0.000924474191449078,0,0,0,0,0,0,0,0.0867908809682426,0.349685600091273,0,0.0479724204404588,0,0,0,0,0,0.0250824030726115,0,0,0.0766682941231675,0,0.0798099004589046,0,0,0,0.0388374527896113,0
X601601.CH.EQUITY,0,0,1.11336464072829,0,0,0,0,0,0,0,0.0710517431278383,0,0,-6.93889390390723e-18,0.111807888537163,0,0,0,0,0.160131476470259,0,0,0,0,0,0,-0.127616428640395,-0.217905836796581,0,-0.0488266366249262
FXI.US.EQUITY,-0.0494586360138067,0,0,0,0,0,0,0,0.228047524718828,0,0,0,0,0,0,0,0,0,0,0.0323441985659067,0,0,0.060361050141181,0,0,0,-0.16831422056372,0,0.0167006952499916,-0.00916922234735454
VXFXI.INDEX,0,0,0.0996423984358137,0,0,-0.654040628222344,0,0,0.74948270517018,0,0,0,0.176240447148875,0,0.349928429176919,0,0,0,-0.497482704824338,0,0,0,0.264677121163886,0,0.0913222481789791,-3.35636088980032,0,-0.120899748556091,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41542926525232e-06,0,0.999990983999691,0.999989893743456
CN2YR,0,0,0,0,0,0,0,5.09636512678799e-06,0,0,0,0,-2.43347742742708e-06,0,0,0,0,1.0542475144266e-06,0,7.18493332657662e-07,0,0,1.60300847079094e-06,0,0,0,0,1.00000098960883,0,-1.00000043243363
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2812012909642e-06,0,0,0,0,0,0,-2.65540133919294e-06,0.999977612000685,-0.999983094010593,0
