,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0240291456003938,0.0540463390670523,0,0,0,0.059337025998376,0.120109948590875,0,0,0.0398531487697774
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0.167060741033566,0,0,0,0.0815510131899046,0,0,0,0
X939.HK.Equity,0,-0.0526286855008496,0,0,0.201794364918185,0.15969314282249,0,0,0,0.00325495627486713,0,0,0,0.0204087218608069
X2628.HK.Equity,0,0,0,0,0,0.216901117937802,0,0,0,0.409645977821906,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0530643088893693,0,0,0,0.0395897278598389,0,0,0,0,0.0371661904404378,0.0170074185933242,0,0,0.00805573713812979
X2388.HK.Equity,0.343131541711119,-0.0192306058141243,0,0.116661655081763,0.0512308597779651,0,0,0,0,0,0.0204359035146625,0.0939622498486808,0,0
X2318.HK.Equity,0,0,0,0,0.526115958540156,0,0,0,0,0,0.136169578221229,0,0,0
X2882.TT.Equity,0.325146878531054,0.027051265378878,0,0,0,0,0,0,0,0.379624676532547,0,0.0642048316456965,0,0
X600036.CH.Equity,0,0,0,0,0,0,0,0,0,0.223771676608785,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0344574914800483,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.051874148133411,0,0.149353411483831,0,0.116064465440038,0,0,0,0.290532356417019,0,0,0,0
