,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0544688763285924,0.0387711595836818,0,0,0,0,0,0,0,0,0.0182898297761263,8.67361737988404e-19,0.0313321296787688,0,0.0798302410268003,0,0.0133312347846142,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.247802974003956,0,0,0.024956227895605,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103959365541061,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.14123458511464,0.0827351254330042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196984657017606,0,0.000378882479244419,0,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0316539000138462,0.185561279956638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000935698084244503,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0618773623168821,0.230576977834186,0,0,0,0,0,0,0,0,0,0,0.0188677036507724,0,0,0,0,0,0,0
X939.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.108509746968245,0,0,0.0791567086338231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315412509201531,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0311210347781187,0,0,0,0,0,0,0,0,0,0.0260869399936409,0,0,0,0,0,-0.0132106967977265,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0355304712381915,0,0,0,0,0,0,0,0,0.0190949278943225,0,0,0.0573957465619097,0.0506592740445724,0,0,0,0,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.164307808333493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287542501358014,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.273473572835419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16978255857555,0,0,0,0,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.168439980048025,0,0,0.204706668890786,0.101439609253629,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.125649620863674,0.044564398615995,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.146579670106249,0,-0.00933483803414306,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.246688689948124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157828158899839,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.335480394350025,0,0.185181598110838,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680085934543515,0.0900816885455715,0.0559460469239306,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.151753485602877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129334226772586,0,0,0
