,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0550454895285785,0.0288253057228422,0,0,0,0.0491118604285695,0.108694019301072,0,0,0.0323222039846108
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,-0.0530258832176934,0,0,0.219533267328889,0.143504588536293,0,0,0,0,0,0,0,0
X2628.HK.Equity,0,0,0,0.201128261437526,0,0.230739973348684,0,0,0,0.266477817503836,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0668919982596886,0,0,0,0.0379628896987627,0,0,0,0,0.0370019686612226,0.0164649639804178,0,0,0.0116611307699477
X2388.HK.Equity,0.249762727710676,-0.0253438326025142,0,0.0965609500127844,0.0640995191087333,0,0,0,0,0,0.0369948074222417,0.0792392149561603,0,0
X2318.HK.Equity,0,0,0,0,0.526115958540156,0,0,0,0,0,0.13616957822123,0,0,0
X2882.TT.Equity,0.47749776923677,0.018141329046145,0,0,0,0,0,0,0,0.361676376210336,0,0.0292045156947856,0,0.0368656610955424
X600036.CH.Equity,0,0,0,0,0,0,0,0,0,0.150180544061711,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0355032796425546,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0223054498167087,-0.175577191758953,0.143148507518901,0,0.237551867210202,0,0,0,0.260277085203484,0,0,0,0
