,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0268692621289048,0,0,0,0,0.0565403815185873,0.118358332552349,0,0,0.063376411257369
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0.181543280540909,0,0,0,0,0.0271332347635852,0,0.0234791313744274,0,0
X939.HK.Equity,0,-0.0445998119755077,0,0,0.202533014105127,0.171168251460508,0,0,0,0,0,0,0,0
X2628.HK.Equity,0,0,0,0.239444970953372,0,0.207037984651209,0,0,0,0.262245374754856,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.00927615205200923,0.0404506778968214,0,0,0,0.0398951082101953,0.0541603759804113,0,0,0.0319656601409871
X2388.HK.Equity,0,-0.0318025238117701,0,0,0.00629678099943335,0.173116268869756,0,0,0,0,0.105516292499321,0.0545333546774333,0,0
X2318.HK.Equity,0,0,0,0,0.531046322577943,0,0,0,0,0,0.157275768996015,0.012472398883539,0,0
X2882.TT.Equity,0.652557167841214,0.00239218241789191,0.0927968729028475,-0.119665000798134,0,0.104137937326354,0,0.240134115552427,-1.38777878078145e-17,0.0254262088701321,0,0,0,0.0127193941539493
X600036.CH.Equity,0,0,0,0,-0.0705547759282896,0,0,0,0,0.195409861103971,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0247527147716629,0,0,0,0.211744362113,0,0,0,0.220233892538691,0,0,0,0
