,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.091890642531747,0,0,0,0,0.0563484033126184,0.0373154501584541,0,0,0.0181005054238459
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.12815050816017,0.157262790824235,0,0,0,0.103085190371237,0,0,0,0
X2628.HK.Equity,0,0,0,0,0,0.127164075265921,0,0,0,0.418297801363202,0.0272810913065507,0,0,0
X3328.HK.Equity,0,0,0,0,3.01454326952773e-07,0,0.999997141113671,0,0,3.17771416752656e-07,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,5.23433947743839e-08,0.999998477634644,0,0,0,1.89347429084614e-07,0,0,0,0
X11.HK.Equity,0.0211552020233527,0,0.0398683251103642,0,0,0.0311682070275165,0,0,0,0.0414526929606604,0.0220465387000249,0,0,0.0277765315313854
X2388.HK.Equity,0,0,0,0,0.067239748104093,0,0,0,0,0.122009269034169,0.0331822549509523,0,0,0
X2318.HK.Equity,0,0,0,0,0.52653851815383,0,0,0,0,0,0.0252930702148657,0.0851043600254571,0,0
X2882.TT.Equity,0.344091771142053,0.00428747579322793,0,0,0.0538542065450837,0,0,0,0,0.308092758984811,0,0,0,0.0369070289464394
X600036.CH.Equity,0,-0.215107764086472,0,0,-0.218807757482763,0,0,0,0,0.461485448373194,-0.0877618146510759,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0261086260582004,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0275643643423574,-0.0323744536103095,0,-0.203249034406864,0.420948999060163,0,0.36764317217356,0,0.356699903777321,0,0,0,0
