,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.050294446028237,0.0104318999865304,0,0,0,0.0571136504057722,0.105970010770704,0,0,0.0378427342341487
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0.172414373089885,0,0,0,0,0.0238798380866224,0.0234047373189685,0.0464619677500686,0,0
X939.HK.Equity,0,0,0,0,0.154140085259691,0.210359807322398,0,0,0,0.037419774235805,0,0,0,0
X2628.HK.Equity,0,-0.0457034271962172,0,0.151202737157346,0,0.34211057394979,0,0,0,0.270266584291696,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0457846147329749,0,0,0,0,0.0393141428711772,0.0183042433802579,0,0,0
X2388.HK.Equity,0,-0.0389748199665985,0,0,0,0.135672758386427,0,0,0,0,0.136821788887468,0.0930206628760872,0,0
X2318.HK.Equity,0,0,0,0,0.468608867538174,0,0,0,0,0,0.0714519982951628,0,0,0
X2882.TT.Equity,0.394335615326243,0.0202882372558523,0,0,0.117222156726641,0,0,0,0.265707193556581,0.0134428121568604,0,0,0,0
X600036.CH.Equity,0,0,0.340418350251659,-0.0754919620998636,-0.171470091648518,0,0,0,0.29689491219872,0.217866327350411,-0.116667705465461,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0334507084930478,-0.174455884082653,0,0,0.353642382582337,0,0,0,0.256171774760584,0.0989768642637839,0.125193962339351,0,0
