,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.381523610634185,0,0,0,0,0,0,0,0.0803443858926726,0,0,0,0.0260825025729429,0,0,0,0,0,0,0,0,0,-0.00435597667808026,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0.440333007388536,0,0,0,0,0,0,0.0323558006201684,0.0268914307799932,0,0,0,0.0233031423756058,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0473207182858524,0,0,0,0,0,0,0.0470382049919545,0,0.351092119019561,0,0,0,0,0,0,0,0,0.0807153859449955,0.0281989971347778,0,0,0,-0.0160354158762783,0,0,0
X2318.HK.EQUITY,0,0,0.379622273432759,0,0,0,0,0,0,0,0,0,0.00103049639200047,0.167283025235191,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114571786981373,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0635249327645473,0,0.0770056472537666,0,0,0,0.20029516918794,0,0,0,0,0.0633897758573044,0,0,0,0,0.0034434350018795,0,0.0123461936838513,0
X939.HK.EQUITY,0,0.125565694825946,0,0,0,0,0,0,0.03146370494024,0,0,0,0.0418250923218306,0,0,0,0,0.022765463764489,0,0,0,0,0,0,0,0,-0.00564052893120829,0,0.0136740347922883,0
X601288.CH.EQUITY,0,0,0,0,0.0613805824926166,0,0,0,0,0,0,0,0.107297277425391,0,0,0,0.0645844326489773,0,0,0,0,0.0735910774984515,0,0,0,0,-0.00108846609520423,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0168245500810071,0,0,0,0.0115621851711824,0,0.140500790133044,0,0.0349801003639368,0,0,0,0,0,0.0151911828747091,0.0123493344278563,0,0,0.0445956930257539,0,0,0.00383933353283005,0.0385968410685698,0,0
X3988.HK.EQUITY,0,0,0,0,0,0.427055647046483,0,0,0,0,0,0,0,0.0402796360280259,0,0,0,0,0,0,0,0,0,0,0,0,-0.00694034895583142,0.0155173517004379,0,0
X601988.CH.EQUITY,0,0,0,0,0.141182520262399,0,0,0,0,0,0,0,0.107437259222665,0,0,0,0.0160921304768475,0.0316091970663471,0,0,0,0.0360257167169459,0,0,0,0,0.0108082337119612,0,0,0
