,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0291170667341125,0,0,0,0,0.056598449389095,0.120587977327696,0,0,0.0581512076822146
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.113430169647369,0.148602824648231,0,0,0,0,0.0162027732861376,0,0.0643164761701213,0,0
X939.HK.Equity,0,-0.0885998725378277,0,0,0.169300945090221,0.219920477365305,0,0,0,0.0198803260914904,0,0,0,-1.0842021724855e-19
X2628.HK.Equity,0,0,0,0,0,0.411605457656127,0,0,0,0.284733121050979,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0112533644257304,0.0385483152335891,0,0,0,0.0402922163543391,0.0518647994176429,0,0,0.0309272391127116
X2388.HK.Equity,0,-0.0330985081865577,0,0,0,0.127967258577112,0,0,0,-1.0842021724855e-19,0.105281776524994,0.0866813687561489,0,0
X2318.HK.Equity,0,0,0,0,0.51287585930493,0,0,0,0,0,0.141289020626222,0,0,0.0748640268657994
X2882.TT.Equity,0.631890914766831,0.011178698355017,0,-0.0729554794189413,0,0.370778751329651,0,0,0,0.065327339530109,0,0,0,0
X600036.CH.Equity,0,0,0,0,-0.068329688374735,0,0,0,0,0.197421819649445,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0250584777774872,0,0.142683953821345,0,0,0,0,0,0.205625891168258,0,0,0,0
