,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0791747035671585,0,0,0,0,0,0,0,0,0,0,0,0,0.0439288529729206,0,0,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0180325653442077,0,0.248017897238603,0,0.0166368348071534,0,0,0,0,0,0,0,0,0,0,0,0,-0.00516372821378353,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.123334215042084,0.0718608358152343,0,0,0,0,0,0,0,0,0,0,0,0,0.191132698308296,0,0,0,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0366568655908393,0.172672183581946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.142201745325877,0,0,0,0,0,0,0.145929333762331,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.EQUITY,0,0.0713455054238306,0,0,0,0,0,0,0,0.133787194716832,0,0.101793687427085,0,0.00637741132416521,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272723075924198,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0459859104847607,0,0.0266052410101955,0,0,0,0,0,0,0,0,0.0122917931871776,0,0,0,0,0,-0.0118393802229648,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0316315263869025,0,0,0,0,0,0,0,0,0,0,0.0191978438317929,0,0.101208902782382,0,0.0269071710973479,0,0,0,0,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0826806446504333,0.0478947327505792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276208578459042,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0657570986685302,0.0164031261321299,0,0,0,0,0,0,0,0,0.0282424492472876,0,0.304762287906939,0,0,0,0,0
