,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.077565342384476,0,0,0,0,0.0360405544456771,0.126198057121807,0,0,0.0461166580344323
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.20134233944153,0.157143141954672,0,0,0,0.00431546134961634,0,0,0,0.0261312939911593
X2628.HK.Equity,0,0,0,0,0,0.156392390831874,0,0,0,0.445040864333038,0,0,0,0
X3328.HK.Equity,0,0,0,0,7.60646552610603e-07,0,0.999996634412982,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,2.01896392056184e-07,0.999998579898291,0,0,0,0,0,0,0,0
X11.HK.Equity,0.00555544975853036,-0.00981392879931751,0,0,0,0.0508990965751906,0,0,0,0.0636219445957333,0.0218268364573683,0,0,0.00618979338036659
X2388.HK.Equity,0,0,0,0.0547523426885826,0.0866566143663745,0,0,0,0,0.0199050408329139,0.101497081379918,0.0277491473220982,0,0
X2318.HK.Equity,0,0,0,0,0.527758909210237,0,0,0,0,0,0.0984828143279353,0.008299887239113,0,0
X2882.TT.Equity,0.135236678037011,0.0249732595127828,0,0,0.0577199907406033,0,0,0,0.231554118318634,0.36733135347348,0,0,0,0
X600036.CH.Equity,0,-0.220456452077038,0,-0.30412298581871,-0.427964200862473,0.64906976291887,0,0,0.19857584705349,0.414201082340382,-0.0448704710444898,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0355032791357271,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0521925631063313,0,0.126100814477032,-0.213289000147449,0.309216493600971,0,0,0,0.476552652183096,0,0,0,0
