,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.0326889885845119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795292427645515,0.035469114112662,0,0.0674369924024614,0.0472262509867699,0,-0.013650784993052,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0.621732224318409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170935742852868,0,0,0,0,0,-0.0115230854452747,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349562793397597,0,0,0.185083327061993,0,0,0,0,0.070525760710252,0,0,0.315796032732405,0,-0.0499627732959618,0,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0.00456072071680844,0.151896751991783,0,0.064427895703451,0,0,0,0.0179286687669312,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144553728665362,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.21780725107728,0,0,0.0768505370754981,0,0.103435102492936,0.0302767918433258,0.101536023702969,0,0,0,0,0.0368047791639727,0.0464968026542965,0,-0.00571545183727004,0,0,0
X939.HK.EQUITY,0,0.663333922527972,0,0,0,0,0.0042244636958823,0.0171069602885526,0,0,0,0,0.117947700921113,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0252949762752058,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.168360003384995,0,0,-0.0184972163198948,0,0.120540503109663,0,0,0.219105222276631,0,0,0,0.524438804640972,0.230830954473025,0,0.183034333008273,0,-0.133351445154589,-0.24864165274158,0,0
X2628.HK.EQUITY,0,0,0.0572665091489294,0,0,0,0.186320472394224,0,0,0,0,0,0.0346390705002114,0.0961061612210465,0.366736960238928,0,0,0,0,0,0,0.303146802969501,0,0,0,0,-0.00365201181060231,0,0,0
X601288.CH.EQUITY,0,0,0.0755394384529783,0,0.0524952175244046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717753433080413,0.0254933641192117,0,0.0308282976328094,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.176552202288184,0,0,0,0.165976040057573,0,0,0,0,0,0.0378228803204391,0.0468033814287366,-0.0667994960000236,0,0.267464567125454,0,0.0426976506584434,0,0.0449188804599076,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0183873342894637,0,0.147383521385171,0,-0.0145715157100651,0.00389699930937017,0,0.203727321738625,0,0,0,0.0258207258088187,0,0,0,0,0,0,0.0102591613860355,0.0470623952537698,0,0,0.0631831296754333,-0.0948842674093952,0,-0.0296044655463006,-2.71050543121376e-20,0
X3988.HK.EQUITY,0,0.336915879694808,0.0644124485798559,0,0,0.139912478855005,0.0630673254281429,0,0,0,0,0,0,0,0.0491015216876039,0,0,0,0,0,0.0307986366285949,0,0.0110520470390979,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0280194339512129,0,0,0,0,0,0,0,0,0.431884143578225,0,0,0,0,0,0,0,0.0903238623641342,0,0,0.201332565694189,0.0103795277483451,0,-0.174057457227171,0.0985408927866836
X5.HK.EQUITY,0,0,0,0.62308652960831,0,0,0,0,0,0,0,0,0.238182565915902,0,0.0305796016481372,0,0,0,0,0,0.0312533457538979,-0.107615543985673,0.0274732261880742,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.455731793458389,0,0,0,0,0,0.148983992017382,0,0,0,0.146196212676239,-0.146588032420782,0,0,-0.162085626327036,0,0,0,0,0,-0.047415821166777,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.00300906070792832,0,0,0,0,0,0.0260791968691973,0,0,0,0.174321281571627,0,0,0,0,0,0,0,0.328076975333025,0,-0.00475340279420032,0,0,0
X000001.CH.EQUITY,0,0.123955089396894,0,0,0,0,0.0593988749822622,0.0521535485341407,0,0.793520061349378,0,0,-0.117621344908071,0,0,0,0,0.041639126981382,0,0,0,0.216945138196542,0,0,0,0,-0.060478928469711,0,0.0540575564182478,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.183019091204086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484984152012201,0,0.127459534161025,0,-0.0044667095437536,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.0937403349493757,-0.0910576675072062,0.074921408032791,0,0.0933390707689278,0,0,0,0.0386206651675718,0,0,0.0489533923213373,0,0,0,0,0,0,0.054701395751086,0,0,0,0,0,-0.00430682577814043
X601328.CH.EQUITY,0,0,0.109237339653271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295127591357752,0.00735996389931955,0,0,0,0,0,0.0353110773904076,0.102592955268282,0,-0.0185996477364289,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0.161245403028392,0,0,0,0.105348562820655,0,0,0,0.114834968444374,-0.201287993338276,0,0,0,0.00309801493314762,0,0,0,0.0282268614341533,0,0,0,-0.0889719548014594,0.0257251634942133,0.0238507332406666,0
X601601.CH.EQUITY,0,0,0.169782130235668,0,0,0,0.218520452358316,0,0,0.042967193082091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512467825706976,0,4.33680868994202e-19,0.138319620593911,0,0
X601066.CH.EQUITY,0,0,0,0,0,0.0964755455346672,0,0,0,0,0,0,2.16840434497101e-19,0,0.0491658292512939,0,0,1.00638635642985,0.192352768886574,0,0,-0.0284902903977906,0,0,-0.0549971887346113,0,0,0,-0.161749661538674,0
