,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.181688571950869,0,0,0,0,0,0,0,0,0,0,0,0,0.0727886920292797,0.0749115433794178,0,0,0.0349229720231384,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0,0,0,0.0841213913658625,0,0,0,0.0926153110395387,0,0,0,0,0,0,0,0,0,0,0.0387038718097149,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.145495504329205,0.0652212942918928,0,0,0,0,0,0,0,0.0108783588286075,0,0,0,0,0,0.0284689956032047,0,0.0678727356747758,0,0,0,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.043775869824287,0.151011191458961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.00738511077648104,0,0.208843518712821,0,0,0,0,0,0,0.0136478533841145,0.0108524931595585,0,0,0,0,0.0159196887480142,0.0513261384792632,0,0,0,0,0,0
X939.HK.EQUITY,0,0.0819598184355035,0,0,0,0,0,0.0162449107514773,0,0,0,0,0.194766459897484,0,0,0,0.0332547189018616,0,0,0,0,0,0,0.0607213791949406,0,0,-0.00204092704370484,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.144629979308285,0,0,0,0,0.0311110379848627,0,0,0,0,0,0,0.00118318749075694,0.0523454582451,0,0,0,0,0.100855225858797,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0.293331016949419,0,0,0,0,0,0,0.491796926655793,0,0,0,0,0,0,0,0,0.288469133503339,0,0,0,0,0
X2628.HK.EQUITY,0,0,0,0,0,0,0,0.327103868242131,0,0,0,0,0,0,0.0586344020527577,0,0.0318868660572058,0,0,0,0,0,0,0,0.0526411616294541,0,-0.0510752490492503,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0601530587019774,0.00201999471974415,0,0,0,0,0,0,0,0.012804651371142,0,0,0,0,0,0,0.386404263498047,0.0854885954870553,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0730203426098455,0,0,0,0,0,0,0.00333475646021538,0,0,0,0,0,0.134835083908604,0.0358069273003693,0,0,0,0,0,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0.103202353920102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296315965307481,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0151689720680328,0.121677109817114,0,0,0,0,0.192917032255948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407572701367381,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0257425190608703,0.430954972767251,0,0,0,0,0,0,0,0.0077599475095393,0,0,0,0,0,-0.0815777509330901,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.17120660103667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100084551974773,0.083126369698777,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.194753830936447,0,0,0,0,0,0,0,0,0.36854877456312,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0556191054044986,0,0,0,0,0,0,0.89758042932274,0,0,0,0,0,0,0,0,0,0,0,0.105156235724862,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.037397177334017,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183496464226576,0.1567902005641,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.00771950213974015,0,0.0230831816321228,0,0,0,0,0,0,0.0386403550848337,0,0,0,0,0.0565568295195707,0.0354828318624716,0,0,0,0,0,0,0
X3328.HK.EQUITY,0,0.0283341778259921,0,0,0,0,0,-0.00842679052542734,0,0,0,0.0733933559293014,0.221914792650114,0,0,0,0.0801116581940873,0,0,0,0,0,0,0,0,0,-0.0139705658619524,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597365172759118,0.140415536104699,0,0,0,0,0.0233951321475687,0,0.162187850834541,0,0.0427268315819866,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.00582296925515958,0,0.118215007209357,0,0,0,0,0,0,0.0176513704817258,0.0302573953229514,0,0,0,0,0.109033525692283,0.0793421036186013,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232239984771388,0,0,0,0,0,0,0,0,0.489889571448603,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.0106516743547038,0.115886949654211,0.281504615104142,0,0,0,0,0,0.0410480228841978,0.0615137749217258,0.171369430696751,0,0,0,0,0,0,0.0570788054462146,0,-0.023427502300789,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.142681340641167,0.0385271817940221,0,0,0,0,0,0,0,0.0816503830983469,0,0,0,0,0,0.212884662704141,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0.0984282284729784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122792203499815,0,0,0
VXFXI.INDEX,0,0,0,0,0.16141577366666,0,0,-0.0247577735457421,0,0,0,0,0,0,0,0,-0.102395229332676,0.125687619649632,0,0,0.20030995601935,0,0,0,0,-0.927180833760366,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,3.47782305405814e-06,0,0,0,0,0,0,0,3.57023012535559e-06,0,0,0,0,0,0,0,0,0,0,0,0.999968354961573,0.99994703298557
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999148077069,0,-0.999980389646199
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23325828438241e-05,0,0,0,0,0,4.68644945375039e-07,0,0,0,0,0.999814702520005,-0.999882606993353,0
