,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0937258045397565,0.0189006297341305,0,0,0,0.0274154646378132,0.10405177008244,0,0,0.0288747062058297
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.102388652800926,0,0.0651707942896492,0,0,0,0.0176166905216554,0,0.032014932991876,0,0
X939.HK.Equity,0,-0.040972205721165,0,0,0.190358493775252,0.155876081421794,0,0,0,0.0194436039162615,0,0,0,0.0279268426924661
X2628.HK.Equity,0,0,0,0,0,0.161424769745012,0,0,0,0.446753660998139,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0,0.0202337955344767,0,0,0,0.0721616868160485,0.0152477281161075,0,0,0.0130881107369399
X2388.HK.Equity,0,-0.039034485802611,0,0,0.113335597645331,0,0,0,0,0.0130250040488425,0.0959463327994161,0.0569442806341486,0,0
X2318.HK.Equity,0,0,0,0,0.510391450402096,0,0,0,0,0,0.184269638987582,0,0,0.0233125712531091
X2882.TT.Equity,0.240390738438524,0.0142567218659982,0,0,0,0,0,0,0,0.459010999166857,0,0,0,0
X600036.CH.Equity,0,0,0,0,-0.0642235065028028,0,0,0,0,0.183649307523073,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0338144530221951,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0693206945367476,0,0.237047978306829,-0.129302772266235,0.175134270771796,0,0,0,0.420668613118228,0,0,0,0
