,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0,0,0,0.080041535336669,0.0680143385872767,0.0788296387366141,0.109981816009935,-0.00903860676650744,0,0.0685041915096163
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0.11547379066108,0,0
X3988.HK.Equity,0,0,0,0.148329993642875,0.164723737527383,0,0,0,0,0,0,0.0698341587202912,0,0
X939.HK.Equity,0,-0.0856650460607081,0,0,0.132147895101564,0.219163371544208,0,0,0,0.0506581754015835,0,0,0,0
X2628.HK.Equity,0,-0.0436811682232895,0.0463980941664028,0.226402591778679,0,0.13467435643748,0,0,0,0.279457523420839,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0431875209106695,0.0281031098780184,0,0,0,0.0280551709781552,0.0497750676449371,0,0,0.0276967649345853
X2388.HK.Equity,0.236189056133785,-0.0300905377167979,0.0675182455952239,0.0647358044172411,0.0721232789948727,0.00934835290610781,0,0,0,0,0.0703629672353413,0.0333735069029388,0,0
X2318.HK.Equity,0,-0.0180208643762654,0,0,0.387460252679523,0,0,0,0,0,0.112021309930827,0,0,0.147825068872456
X2882.TT.Equity,0.376258268401211,0.0351071020955725,0,0,0,0.224720354436023,0,0,0.261051991416334,0.100300406889289,0,0,0,0.187461705377546
X600036.CH.Equity,0,0,0.294815568069653,0,-0.164018451550687,0.149135547554133,0,0,0.0657886573662819,0.233323111896306,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0.102513013856314,0.0583738468445621,0,0,0,0.0958897513206173,0,0,0,0.253649483704424,0.132905389512909,0.16963095006819,0,0
