,X2849.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X83.HK.EQUITY,X6005.TT.EQUITY,X2548.TT.EQUITY,X5.HK.EQUITY,X5534.TT.EQUITY,X2501.TT.EQUITY,X2880.TT.EQUITY,X000656.CH.EQUITY,X601377.CH.EQUITY,X2855.TT.EQUITY,X1808.TT.EQUITY,X2885.TT.EQUITY,X1463.TT.EQUITY,X2867.TT.EQUITY,X9940.TT.EQUITY,X601878.CH.EQUITY,X3040.TT.EQUITY,X601108.CH.EQUITY,X2905.TT.EQUITY,X2520.TT.EQUITY,X600848.CH.EQUITY,X2820.TT.EQUITY
X2849.TT.EQUITY,0,-0.145359390236887,-0.49797570883853,0.0164388410494446,0.348597341116306,0,0.0349884068783653,0,0.193817511086479,0,0,0,0.431271932761201,0,0,0.0512982628429527,0.0188877752022751,0.647970027118857,0,-0.466778549392324,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,-0.0155366058279662,0,0,0.0355287374951369,0,0,0.592861334131009,0,0.412402733830308,0.394619559125317,-0.0160606510198822,0,0,0.0197874029006934,0,0,-0.222101158070901,0,0,0,0,0.12923771208231
X5880.TT.EQUITY,-0.0274065427391209,0.349776939341092,0,0,0.061288991673721,0,-0.0114376062867791,-0.00415054859997073,0,0,0,0,0,0,0.0893862199149615,0,0.0238629816327822,0,0,0,0,0,0,0,0.234404144658785
X83.HK.EQUITY,2.87536626155291,0,0,0,-1.90631575317104,0,0.923167194205532,0,3.97313994884322,1.74943040368152,-1.36049392479887,0,0,-1.91788676118602,0.25524266347349,0,-0.0442043017074398,-5.48944622747916,-7.15991114707858,0,0,0,0,0,0
X6005.TT.EQUITY,0.0251338492696543,0,0,-0.023046075512334,0,0,0,0,0,0.659149953491017,0,0,0,0.0716532453433346,0,0,-0.00552806448348181,0.184064252389151,0,0,0,0,0.544309013085912,0,0
X2548.TT.EQUITY,0.0767479513714739,0,0,0.0224359917095033,0,0,0.019914778973726,0,0.115067983717106,0,0,0,0,0.0237892590068609,0.0100725536525675,0.00187253478747434,-0.0156162786623429,0.135169528987421,-0.100107604681139,0.0451725556003373,0,0,0,0,0
X5.HK.EQUITY,-0.326005522390665,-1.52826068180779,0,0.3914912501734,-1.33050223828893,0,0,-2.23704890444463,0,-0.408825963635025,-1.52720572334144,0,0,0.0931565916243687,-2.31894034191879,0,-0.256034292498412,1.60273535744253,0,0,0,0,0,0,0
X5534.TT.EQUITY,0,0,0,0.0223764757278866,0,0,-0.0633440327915828,0,0,0,0,0,0.0617810988783113,0.182907656572983,0,0.098274220231821,0.026468083487504,0,0,0,0,0,0.372442046565709,0,0
X2501.TT.EQUITY,0.563767675125507,0,0,-0.0503196568564693,0.0664172243706525,0.404466581049505,0.0429590094648186,0,0,0,0,0,0,-0.311239129426094,-0.0882683603828942,0.221146552470282,-0.0114800175278849,0.177504530885415,0,0,0,0,0.581936185804855,0,0
X2880.TT.EQUITY,-8.67361737988404e-19,0.637314871244047,0,0.00109600166835004,0.123284404150892,0,0.00599496065287018,0,0,0,0,0,-0.364129973922699,0,-0.04391206109841,0,0,0,0.014750274295946,0,0.39205926997908,0,0,0,0
X000656.CH.EQUITY,0.0762857934603532,0,0,-0.0031246668255026,-0.0294238833073299,0,0,0,0.0875976714535369,0,0,-0.0341548773682437,0,-0.070155883209135,0,0,0.00507140093694063,0,0,0.0968739528527015,0,0,0,0,0
X601377.CH.EQUITY,0,0.0336070867970189,0,0,0,0,0.015264229042748,-0.070656979788429,0.0727787658040843,0,0.0570561658958497,0,0,0.00902081824357547,-0.0684813984288865,0,0.00585001714578176,0,0,0.126333779225281,0.146362188791999,0,0,0,0
X2855.TT.EQUITY,0.214921132080347,0,0,0.00360699988215358,0.174613005367279,0.161810065585315,0.0210070884621965,0,0,0,0,0,0,-0.0433371028144944,0,0.0955284219852817,0.00922484755373448,-0.345048108802916,0,0,0.0872941845620975,0,0,0,0
X1808.TT.EQUITY,0,0,0,-0.02952784745231,0,0,0,0,0.476445521719419,0,0,0,0,0,0,0,0.0185828755922224,0,0,0,0,0,0,0,0
X2885.TT.EQUITY,-0.0392964156012441,0,0,0.0295508420752369,0.260141883382172,0.643712480432078,3.46944695195361e-18,0,0,-0.0941970382699396,0,0,0.235882084565553,0.354064794976757,0,0,-0.0647613271667999,0,0,0,0,-0.363742995780601,0,0,0
X1463.TT.EQUITY,0,-0.0686240452981518,0,-0.106816372873322,0,0.946475742156501,0.0855821282962354,0,0.700537776879189,0,0,0,0,0,0.53448858989313,0,0.0845184212484457,0.125114138685656,-1.16705761367705,0,0,0,0,0,-0.807273546252119
X2867.TT.EQUITY,0,0,0,0.386149484106627,0,0,0,0,0,-2.17626223680091,0,-9.27318982938524,0,1.03426325016972,0,0,0,2.84194889320458,0,1.66654819544669,1.68148917358623,-10.1714119364754,0,-2.00815676298505,0
X9940.TT.EQUITY,0.204728634743263,0,0,-0.00283500506410993,0.131086230700983,0,0.0338798790834759,0,0.219617073836749,0.00241847702049536,0,0,0,0.140114704446887,0,0.0428650526015077,0.0114201258922048,0,0,0,0,0,0,0,0
X601878.CH.EQUITY,0,0,0.028049303093108,0,0,0,0,-0.0501227238485471,0,0,0,0.5093397300741,0,0,0.0121377120793321,0,-0.000927324325909618,0,0,0,0.210111067540299,0,0,0,0
X3040.TT.EQUITY,0,0,0,0.00409671550779212,0,0,-0.0194382414544441,0,0.037435904368058,0,0,0.309726864240991,0,0.183590484544922,0,0.154373917588267,-0.00704287510168078,0,0,0,0.182285235981803,0,0,0,-0.0314699283231102
X601108.CH.EQUITY,0.0030540093117979,0.00650617013791696,0,0.00101368279553782,0,0,0.0153823299451053,0,0.0585000371151289,0,0,0.342014331543122,0.237452110550959,-8.67361737988404e-19,0.0155277591711962,0,0.00459819922663488,0,0.00674743475911124,0.0554179081299601,0,0,0,0,0
X2905.TT.EQUITY,0,0,0,0.00126751915301805,0.0227004709029365,0,0,0,0,0,0,0,0,0.0804154130317071,0,0,0.011232006756219,0.0887933204086358,0,0.161226116420826,0,0,0,0,0
X2520.TT.EQUITY,0,-0.0304924316202176,0.0293889536736578,0.00587666087634109,0.00527596044421087,-0.0342772344191085,-0.0184972369410441,0.015850290811431,0.046317851650099,0,0,0,0,0.0832102225369639,0,0,0,0.113261286043722,0,0,0,0,0,0,0
X600848.CH.EQUITY,0,0.0225109771955849,0,-0.00297255338031141,0,0,2.71050543121376e-20,0,0.00911223277139991,0,0,0.0591754900447972,0,0.012221842418251,0,-0.00795773596269183,0,0,0,0.0785217147762022,0,0,0,0,0
X2820.TT.EQUITY,0,0,0.458027484637254,-0.00870783817813084,-0.153872033924048,0,-0.0175379612620768,-0.172247329054423,0,0,0,-0.490887120507925,-0.103292176837807,0,0,0,-0.0157983777852005,0.240583382328856,-0.149211203699873,0,0,0,0,0,0
