,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0,0.0387130078401593,0,0,0.0198558516781823,0.0740804203590101,0.11950738956764,0,0,0.0718417559854305
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0.115473878082817,0,0
X3988.HK.Equity,0,0,0,0.082250102070952,0.182802397827374,0,0,0,0,0,0,0.0573998511685024,0,0
X939.HK.Equity,0,-0.0262683619800716,0,0,0.101096023848045,0.231866564836151,0,0,0,0.0541298335454568,0,0,0,0
X2628.HK.Equity,0,0,0.0281807273966138,0.259672229726061,0,0.112393031924331,0,0,0,0.270785354846141,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0430938943295008,0.0307443567283964,0,0,0,0.0278785676851381,0.0500457122364245,0,0,0.0273304127270845
X2388.HK.Equity,0.288252052285528,-0.0259135447440442,0.110936398221591,0.0380230212803543,0.0501392941032016,0.00246766241271115,0,0,0,0,0.0905642493137145,0.0419750428696137,0,0
X2318.HK.Equity,0,0,0,0,0.372121456853405,0,0,0,0,0,0.0890107190459039,0,0,0.129156908027423
X2882.TT.Equity,0.335350209157644,0.037229533797349,0,0,0,0.240432428012337,0,0,0.268811119966278,0.108924259189659,0,0,0,0.189747407243523
X600036.CH.Equity,0,0,0.402477967847589,0,-0.113054157908446,0,0,0,0.19742056272513,0.219366027394418,0,0,0,0.0477452440333945
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0392807905631523,0,0,0,0,0,0,0,0.239636827074388,0.113254593773912,0.113818583756696,0,0
