Date,SHIBOR3M,AA10Y,AA+10Y,A10Y,A+10Y,AA-10Y,AAA10Y,AAA2Y,A2Y,A+10Y,AA-2Y,AA2Y,A+2Y,AAA6M,CGB6M,CGB3M,CGB2Y,CGB10Y
2020-03-10,2.225,4.7019,4.0919,10.7419,8.7419,6.7419,3.7119,2.8035,9.0906,7.0906,5.1152,3.0633,2.9214,2.3798,1.7619,1.6611,2.0914,2.6128
2020-03-11,2.224,4.6706,4.0606,10.7106,8.7106,6.7106,3.6806,2.8081,9.1181,7.1181,5.0852,3.0317,2.9032,2.3625,1.7215,1.6777,2.1261,2.5981
2020-03-12,2.223,4.6924,4.0824,10.7324,8.7324,6.7324,3.7024,2.8181,9.1255,7.1255,5.1579,3.0651,2.9186,2.3902,1.7446,1.7062,2.1473,2.6467
2020-03-13,2.202,4.6662,4.0762,10.7662,8.7662,6.7662,3.6962,2.8327,9.1576,7.1576,5.2106,3.079,2.949,2.3521,1.7894,1.6892,2.1671,2.6705
2020-03-16,2.175,4.7138,4.1138,10.8138,8.8138,6.8138,3.7438,2.8633,9.226,7.226,5.2356,3.1288,2.9894,2.3516,1.7792,1.6846,2.1396,2.6732
2020-03-17,2.145,4.7454,4.1454,10.8454,8.8454,6.8454,3.7754,2.8808,9.2188,7.2188,5.2446,3.142,3.0076,2.361,1.7527,1.7096,2.1462,2.7154
2020-03-18,2.12,4.7956,4.1956,10.8956,8.8956,6.8956,3.8256,2.9189,9.3563,7.3563,5.3774,3.1709,3.0431,2.338,1.8213,1.7361,2.1369,2.7016
2020-03-19,2.104,4.7815,4.2215,10.9415,8.9415,6.9415,3.8715,2.9325,9.322,7.322,5.3756,3.2341,3.0502,2.3108,1.7999,1.6303,2.0613,2.7395
2020-03-20,2.087,4.7523,4.1923,10.9123,8.9123,6.9123,3.8423,2.9185,9.2956,7.2956,5.3861,3.2464,3.0439,2.3107,1.7464,1.6044,2.0545,2.7035
2020-03-23,2.072,4.7128,4.1528,10.8728,8.8728,6.8728,3.8028,2.8931,9.2311,7.2311,5.3594,3.2176,3.0313,2.2442,1.6415,1.516,2.0103,2.6339
2020-03-24,2.056,4.6866,4.1266,10.8466,8.8466,6.8466,3.7766,2.8396,9.2146,7.2146,5.3297,3.1635,2.9811,2.2044,1.6561,1.4839,2.0099,2.6265
2020-03-25,2.01,4.6989,4.1589,10.8589,8.8589,6.8589,3.8089,2.8443,9.2097,7.2097,5.3398,3.1816,3.0115,2.183,1.6346,1.4459,1.9316,2.629
2020-03-26,1.977,4.704,4.164,10.864,8.864,6.864,3.814,2.8239,9.224,7.224,5.3625,3.1891,3.0119,2.1626,1.6033,1.4255,1.8754,2.5996
2020-03-27,1.966,4.6844,4.1444,10.8444,8.8444,6.8444,3.7944,2.7703,9.1931,7.1931,5.3095,3.1302,2.9504,2.1481,1.5317,1.4367,1.9174,2.6126
2020-03-30,1.948,4.7027,4.1627,10.8627,8.8627,6.8627,3.8127,2.7605,9.2505,7.2505,5.3719,3.1488,2.9832,2.1645,1.6052,1.4224,1.9299,2.6143
2020-03-31,1.933,4.71,4.17,10.87,8.87,6.87,3.82,2.7814,9.2838,7.2838,5.3713,3.1947,2.9826,2.141,1.6236,1.3746,1.8705,2.5996
2020-04-01,1.918,4.7256,4.1856,10.8856,8.8856,6.8856,3.8556,2.7698,9.2412,7.2412,5.3485,3.2014,2.9657,2.1338,1.5141,1.3648,1.7763,2.5626
2020-04-02,1.889,4.7332,4.1932,10.8932,8.8932,6.8932,3.8632,2.7283,9.2278,7.2278,5.3145,3.1665,2.9264,2.0902,1.4753,1.335,1.8124,2.5871
2020-04-03,1.844,4.6855,4.1655,10.8455,8.8455,6.8455,3.8555,2.6903,9.2123,7.2123,5.2861,3.1343,2.898,2.0707,1.4345,1.2673,1.7841,2.6404
2020-04-06,,,,,,,,,,,,,,,,,,
2020-04-07,1.73,4.6199,4.0999,10.7799,8.7799,6.7799,3.7899,2.4865,9.009,7.009,5.0734,2.9193,2.7037,1.7742,1.2369,1.0903,1.5871,2.5303
2020-04-08,1.647,4.6299,4.0799,10.7999,8.7999,6.7999,3.7699,2.449,9.0047,7.0047,5.0852,2.9258,2.7405,1.7468,1.1197,0.9244,1.4234,2.4947
2020-04-09,1.558,4.6023,4.0523,10.7723,8.7723,6.7723,3.7423,2.3721,9.0111,7.0111,5.1283,2.9249,2.6654,1.6816,1.1003,0.9194,1.4109,2.5102
2020-04-10,1.507,4.6003,4.0503,10.7703,8.7703,6.7703,3.7403,2.3357,8.998,6.998,5.0644,2.8988,2.5832,1.6615,1.1106,0.9195,1.5032,2.5494
2020-04-13,1.485,4.6351,4.0551,10.7751,8.7751,6.7751,3.7451,2.3125,9.0463,7.0463,5.1252,2.9259,2.5377,1.6985,1.1056,1.0678,1.5275,2.5685
2020-04-14,1.46,4.6343,4.0543,10.7743,8.7743,6.7743,3.7443,2.2971,9.0566,7.0566,5.0846,2.9217,2.51,1.6968,1.153,1.0942,1.4582,2.5698
2020-04-15,1.447,4.6585,4.0885,10.7485,8.7485,6.7485,3.7685,2.2588,9.0538,7.0538,5.0405,2.8728,2.4883,1.7125,1.1214,1.0857,1.4242,2.5583
2020-04-16,1.428,4.6409,4.0709,10.7309,8.7309,6.7309,3.7509,2.2368,9.0001,7.0001,4.9817,2.8789,2.4295,1.6905,1.1044,1.0307,1.3911,2.5426
2020-04-17,1.403,4.6442,4.1042,10.7642,8.7642,6.7642,3.7942,2.184,8.9743,6.9743,4.999,2.889,2.4063,1.6799,1.1059,1.1109,1.3875,2.5653
2020-04-20,1.394,4.6538,4.1138,10.7738,8.7738,6.7738,3.8038,2.1636,8.9341,6.9341,4.9741,2.8609,2.4009,1.6354,1.072,0.905,1.372,2.6035
2020-04-21,1.396,4.6689,4.1489,10.8089,8.8089,6.8089,3.8389,2.1619,8.9774,6.9774,4.9622,2.8172,2.3794,1.6355,1.0609,0.8251,1.3331,2.5971
2020-04-22,1.391,4.6728,4.1528,10.7828,8.7828,6.7828,3.8428,2.1672,8.9419,6.9419,4.9678,2.8041,2.3704,1.6309,1.0416,0.8622,1.3526,2.5802
2020-04-23,1.396,4.657,4.157,10.767,8.767,6.767,3.827,2.1433,8.9698,6.9698,4.958,2.8108,2.3551,1.6291,1.0258,0.8439,1.2701,2.5259
2020-04-24,1.396,4.6689,4.1889,10.7889,8.7889,6.7889,3.8389,2.1006,8.9318,6.9318,4.9268,2.7826,2.3355,1.6266,1.0576,0.8961,1.2757,2.4852
2020-04-27,1.397,4.6325,4.2025,10.8125,8.8125,6.8125,3.8525,2.1161,8.8805,6.8805,4.9524,2.8113,2.3467,1.6466,1.0398,0.879,1.2405,2.5195
2020-04-28,1.398,4.6733,4.2133,10.8533,8.8533,6.8533,3.8833,2.0917,8.8767,6.8767,4.9166,2.7744,2.3169,1.6512,1.0078,0.7907,1.2469,2.5088
2020-04-29,1.399,4.6916,4.2316,10.8716,8.8716,6.8716,3.9016,2.0872,8.9035,6.9035,4.9167,2.7693,2.2874,1.6533,1.0278,0.9147,1.2768,2.4851
2020-04-30,1.4,4.7093,4.2493,10.8893,8.8893,6.8893,3.9193,2.0761,8.9204,6.9204,4.8911,2.7381,2.2643,1.671,1.0032,0.8974,1.2713,2.526
2020-05-01,,,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,
2020-05-06,1.4,4.729,4.269,10.909,8.909,6.909,3.939,2.0888,8.8802,6.8802,4.9015,2.7453,2.2628,1.6341,1.0129,0.9111,1.3183,2.5617
2020-05-07,1.4,4.7774,4.3174,10.9574,8.9574,6.9574,3.9874,2.1225,8.9684,6.9684,4.9398,2.7726,2.2854,1.6385,1.095,0.8735,1.3196,2.6209
2020-05-08,1.4,4.7581,4.2981,10.9381,8.9381,6.9381,3.9681,2.1436,8.9765,6.9765,4.9381,2.7644,2.3046,1.6589,1.1158,0.9378,1.3515,2.6137
2020-05-11,1.398,4.7327,4.2727,10.9127,8.9127,6.9127,3.9427,2.1832,8.9817,6.9817,4.9367,2.8205,2.355,1.7076,1.1231,0.9086,1.3978,2.6695
2020-05-12,1.398,4.7571,4.2971,10.9371,8.9371,6.9371,3.9671,2.1702,9.0099,7.0099,4.9392,2.7476,2.3391,1.7165,1.1182,0.9469,1.3833,2.6737
2020-05-13,1.398,4.8019,4.3319,10.9819,8.9819,6.9819,4.0219,2.1839,9.0354,7.0354,4.9826,2.8016,2.3654,1.729,1.1112,0.9598,1.3992,2.6776
2020-05-14,1.399,4.8098,4.3398,10.9898,8.9898,6.9898,4.0298,2.1955,9.0302,7.0302,4.9987,2.8011,2.4002,1.7544,1.0819,0.9953,1.3831,2.6823
2020-05-15,1.399,4.8141,4.3641,10.9941,8.9941,6.9941,4.0041,2.2132,9.033,7.033,4.9824,2.8296,2.4072,1.6883,1.159,1.0364,1.4331,2.6965
2020-05-18,1.398,4.827,4.377,11.007,9.007,7.007,4.017,2.1989,9.0283,7.0283,4.9724,2.819,2.4019,1.7078,1.167,0.9969,1.3918,2.7191
2020-05-19,1.399,4.84,4.39,11.02,9.02,7.02,4.03,2.2375,9.0677,7.0677,5.0021,2.8114,2.4175,1.7286,1.1957,1.0219,1.4176,2.7279
2020-05-20,1.399,4.8097,4.3597,10.9897,8.9897,6.9897,3.9997,2.251,9.0461,7.0461,5.026,2.8533,2.4267,1.7166,1.2191,1.0229,1.4736,2.6825
2020-05-21,1.4,4.8007,4.3507,10.9807,8.9807,6.9807,3.9907,2.2248,9.0273,7.0273,5.002,2.8331,2.3853,1.706,1.2501,1.0737,1.4973,2.6698
2020-05-22,1.4,4.7918,4.3418,10.9718,8.9718,6.9718,3.9818,2.192,9.0041,7.0041,4.9456,2.7737,2.3832,1.7175,1.2482,1.1128,1.4526,2.5993
2020-05-25,1.4,4.7985,4.3485,10.9785,8.9785,6.9785,3.9885,2.2208,9.0372,7.0372,4.9805,2.811,2.4207,1.7188,1.2693,1.1324,1.5139,2.6852
2020-05-26,1.405,4.805,4.385,11.015,9.015,7.015,4.025,2.2585,9.0564,7.0564,5.0316,2.8403,2.4565,1.7415,1.3417,1.1511,1.5741,2.7359
2020-05-27,1.415,4.8012,4.4112,11.0012,9.0012,7.0012,4.0512,2.2925,9.1072,7.1072,5.0547,2.8534,2.4669,1.7687,1.3971,1.2101,1.7917,2.7556
2020-05-28,1.43,4.8186,4.4086,11.0186,9.0186,7.0186,4.0386,2.3414,9.128,7.128,5.0907,2.8929,2.5234,1.8348,1.5011,1.4335,1.8123,2.7217
2020-05-29,1.453,4.8184,4.3884,10.9884,8.9884,6.9884,4.0384,2.3872,9.1008,7.1008,5.1297,2.9464,2.5656,1.8744,1.55,1.4664,1.8418,2.7309
2020-06-01,1.456,4.8037,4.3737,10.9737,8.9737,6.9737,4.0237,2.4227,9.1539,7.1539,5.1429,2.9501,2.584,1.823,1.5555,1.3949,1.8099,2.7435
2020-06-02,1.462,4.8521,4.4221,11.0221,9.0221,7.0221,4.0721,2.5383,9.3023,7.3023,5.2399,3.0396,2.6386,1.8356,1.567,1.473,1.8979,2.786
2020-06-03,1.494,4.8817,4.4517,11.0517,9.0517,7.0517,4.1017,2.7246,9.4357,7.4357,5.4584,3.1965,2.8479,2.0608,1.6634,1.4245,2.059,2.7905
2020-06-04,1.536,4.8545,4.4245,11.0245,9.0245,7.0245,4.0745,2.7172,9.3704,7.3704,5.3842,3.1792,2.8697,2.1602,1.8699,1.6725,2.197,2.8252
2020-06-05,1.594,4.8349,4.4449,11.0049,9.0049,7.0049,4.0549,2.8233,9.4644,7.4644,5.4825,3.2409,2.9507,2.2851,1.9587,1.7501,2.2436,2.8452
2020-06-08,1.658,4.8355,4.4455,11.0055,9.0055,7.0055,4.0555,2.9268,9.5367,7.5367,5.5684,3.346,3.1023,2.4253,1.9452,1.8583,2.1706,2.8126
2020-06-09,1.727,4.8415,4.4515,11.0115,9.0115,7.0115,4.0615,2.8974,9.5282,7.5282,5.5519,3.3535,3.0718,2.4023,1.9685,1.813,2.0807,2.825
2020-06-10,1.816,4.8255,4.4355,10.9955,8.9955,6.9955,4.0455,2.9059,9.5366,7.5366,5.6069,3.4022,3.0707,2.4284,1.9999,1.8477,2.2027,2.8226
2020-06-11,1.904,4.8161,4.4061,10.9861,8.9861,6.9861,4.0361,2.8891,9.579,7.579,5.5938,3.3867,3.0333,2.3804,1.9811,1.8847,2.2374,2.7751
2020-06-12,1.956,4.8424,4.4324,11.0124,9.0124,7.0124,4.0624,2.8433,9.5373,7.5373,5.5719,3.389,2.9905,2.3833,1.9529,1.8652,2.2208,2.75
2020-06-15,1.987,4.8168,4.4068,10.9868,8.9868,6.9868,4.0368,2.7958,9.4956,7.4956,5.5398,3.3608,2.9711,2.3996,1.8562,1.8836,2.2194,2.7607
2020-06-16,2.019,4.8245,4.4145,10.9945,8.9945,6.9945,4.0645,2.8054,9.5318,7.5318,5.5816,3.4096,2.9672,2.4292,1.9535,1.8677,2.2744,2.8351
2020-06-17,2.056,4.7866,4.3766,10.9566,8.9566,6.9566,4.0266,2.8466,9.5682,7.5682,5.5971,3.4203,2.9914,2.4066,1.9983,1.8748,2.309,2.8826
2020-06-18,2.078,4.7828,4.3728,10.9528,8.9528,6.9528,4.0228,2.8472,9.6002,7.6002,5.6097,3.4065,3.0143,2.394,2.09,1.9241,2.2601,2.865
2020-06-19,2.095,4.8565,4.4465,11.0265,9.0265,7.0265,4.0965,2.8708,9.5264,7.5264,5.5707,3.3449,3.0492,2.3784,2.0794,1.9445,2.2833,2.8704
2020-06-22,2.097,4.8524,4.4424,11.0224,9.0224,7.0224,4.0924,2.9214,9.6398,7.6398,5.6601,3.3593,3.0596,2.3756,2.1427,1.9469,2.3044,2.8903
2020-06-23,2.109,4.8607,4.4507,11.0307,9.0307,7.0307,4.1007,2.9551,9.6788,7.6788,5.6821,3.402,3.0979,2.4863,2.1292,2.0094,2.3539,2.9165
2020-06-24,2.121,4.8298,4.4198,10.9998,8.9998,6.9998,4.0698,2.9816,9.6355,7.6355,5.7106,3.4542,3.1472,2.5228,2.1223,1.9988,2.318,2.8733
2020-06-25,,,,,,,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,,,,,,,
2020-06-29,2.127,4.7958,4.3858,10.9658,8.9658,6.9658,4.0358,2.9709,9.6008,7.6008,5.6671,3.4195,3.108,2.5021,2.0961,1.9135,2.2403,2.8541
2020-06-30,2.126,4.8161,4.4161,10.9861,8.9861,6.9861,4.0361,2.9737,9.6279,7.6279,5.659,3.4207,3.1275,2.4856,2.0576,1.8781,2.2183,2.8405
2020-07-01,2.122,4.8419,4.4419,11.0119,9.0119,7.0119,4.0419,2.9682,9.5815,7.5815,5.6387,3.416,3.1005,2.4651,2.0613,1.7567,2.2435,2.8465
2020-07-02,2.113,4.8212,4.4212,10.9912,8.9912,6.9912,4.0212,2.959,9.6312,7.6312,5.6616,3.4493,3.1017,2.4026,2.0589,1.8243,2.2284,2.8496
2020-07-03,2.105,4.8201,4.4201,10.9901,8.9901,6.9901,4.0201,2.9406,9.6338,7.6338,5.6182,3.4287,3.0847,2.3956,2.053,1.8446,2.2438,2.9023
2020-07-06,2.104,4.8715,4.4715,11.0415,9.0415,7.0415,4.0715,2.9783,9.669,7.669,5.6825,3.4829,3.1234,2.3998,2.0833,1.7647,2.437,2.995
2020-07-07,2.103,4.8992,4.4992,11.0692,9.0692,7.0692,4.0992,3.1161,9.7645,7.7645,5.771,3.5834,3.1904,2.4755,2.0729,1.7899,2.4422,3.0019
2020-07-08,2.111,4.8504,4.4704,11.0404,9.0404,7.0404,4.0704,3.1104,9.7711,7.7711,5.7633,3.5785,3.2263,2.5184,2.0778,1.9137,2.4984,3.0441
2020-07-09,2.122,4.8821,4.5021,11.0721,9.0721,7.0721,4.1021,3.2176,9.9255,7.9255,5.852,3.6769,3.3877,2.5662,2.0999,1.8597,2.5096,3.0815
2020-07-10,2.143,4.8804,4.5004,11.0704,9.0704,7.0704,4.1004,3.2797,9.9607,7.9607,5.8848,3.7158,3.4907,2.5966,2.1342,1.9819,2.5013,3.0361
2020-07-13,2.163,4.8959,4.5159,11.0859,9.0859,7.0859,4.1159,3.449,9.9426,7.9426,6.0082,3.809,3.6162,2.7302,2.1227,1.9011,2.5249,3.0508
2020-07-14,2.192,4.9087,4.5287,11.0987,9.0987,7.0987,4.1287,3.4608,10.0149,8.0149,6.0384,3.8388,3.6347,2.7016,2.1148,1.9469,2.5263,3.0209
2020-07-15,2.241,4.8946,4.5146,11.0846,9.0846,7.0846,4.1146,3.4242,10.059,8.059,6.0373,3.8591,3.6267,2.6743,2.1024,1.9035,2.4722,2.9609
2020-07-16,2.286,4.8773,4.4973,11.0673,9.0673,7.0673,4.0973,3.4257,10.0468,8.0468,6.0282,3.86,3.6062,2.6807,2.0533,2.0309,2.4514,2.9411
2020-07-17,2.356,4.8922,4.5122,11.0822,9.0822,7.0822,4.1122,3.3879,10.0008,8.0008,6.0023,3.8382,3.5547,2.7209,2.0584,1.9623,2.4312,2.951
2020-07-20,2.404,4.9304,4.5504,11.1704,9.1704,7.1204,4.1504,3.3676,10.0527,8.0527,5.9961,3.8656,3.561,2.703,2.0612,1.9797,2.4178,2.9466
2020-07-21,2.466,4.864,4.484,11.134,9.134,7.054,4.084,3.256,9.9766,7.9766,5.9453,3.7911,3.4509,2.6657,2.0029,1.9524,2.3884,2.9111
2020-07-22,2.501,4.877,4.497,11.167,9.167,7.067,4.097,3.2233,9.9646,7.9646,5.928,3.7761,3.4063,2.7355,2.1502,1.9741,2.3949,2.8912
2020-07-23,2.541,4.8784,4.4984,11.1684,9.1684,7.0684,4.1184,3.1765,9.9783,7.9783,5.9147,3.7436,3.3922,2.6912,2.2019,2.0682,2.3786,2.9023
2020-07-24,2.557,4.8508,4.4708,11.1708,9.1708,7.0408,4.0908,3.1507,9.9654,7.9654,5.8896,3.7122,3.3619,2.6944,2.2017,2.0443,2.3663,2.8623
2020-07-27,2.574,4.8403,4.4603,11.1603,9.1603,7.0303,4.0803,3.1079,9.9063,7.9063,5.8637,3.6819,3.3296,2.7521,2.1761,1.9967,2.3772,2.8761
2020-07-28,2.578,4.8335,4.4535,11.1735,9.1535,7.0235,4.0735,3.1056,9.9233,7.9033,5.871,3.6669,3.3212,2.7394,2.109,1.982,2.4071,2.9129
2020-07-29,2.586,4.8461,4.4661,11.1861,9.1661,7.0361,4.0861,3.1453,9.9558,7.9358,5.8973,3.6859,3.3539,2.7501,2.076,1.846,2.4182,2.9394
2020-07-30,2.59,4.8489,4.4689,11.1889,9.1689,7.0389,4.0889,3.2115,10.0179,7.9979,5.9207,3.7267,3.3873,2.7263,2.0627,1.862,2.4461,2.947
2020-07-31,2.593,4.8358,4.4558,11.2158,9.1558,7.0258,4.0758,3.2076,10.0321,7.9721,5.8696,3.6762,3.3707,2.7538,2.0665,1.7968,2.4649,2.9615
2020-08-03,2.595,4.8214,4.4414,11.2014,9.1414,7.0114,4.0614,3.2635,10.0273,7.9673,5.8688,3.7539,3.437,2.7474,1.9771,2.0238,2.4949,2.9517
2020-08-04,2.598,4.8138,4.4338,11.1938,9.1338,7.0038,4.0538,3.2279,9.9483,7.8883,5.823,3.7384,3.3942,2.7628,2.0133,1.9811,2.5142,2.9392
2020-08-05,2.6,4.8343,4.4543,11.2343,9.1543,7.0243,4.0743,3.2145,9.9727,7.8927,5.8155,3.7159,3.3797,2.7568,2.057,2.0443,2.5746,2.9517
2020-08-06,2.6,4.8223,4.4423,11.2423,9.1423,7.0123,4.0623,3.2021,9.9915,7.8915,5.7483,3.6761,3.4072,2.7564,2.1235,2.0272,2.5965,2.977
2020-08-07,2.603,4.7973,4.4173,11.2173,9.1173,6.9873,4.0373,3.2251,9.9121,7.8121,5.7305,3.6486,3.4036,2.7941,2.2016,2.0694,2.601,2.9867
2020-08-10,2.601,4.814,4.434,11.234,9.134,7.004,4.054,3.2117,9.9229,7.8229,5.7558,3.6756,3.3921,2.8006,2.182,2.0633,2.5856,2.9622
2020-08-11,2.6,4.8144,4.4344,11.2344,9.1344,7.0044,4.0544,3.2176,9.9301,7.8301,5.758,3.6995,3.372,2.7976,2.1943,2.0397,2.5907,2.9522
2020-08-12,2.601,4.8271,4.4471,11.2571,9.1371,7.0071,4.0671,3.2045,9.9528,7.8328,5.766,3.6556,3.3831,2.8031,2.1495,2.0325,2.6288,2.9547
2020-08-13,2.601,4.8128,4.4328,11.2628,9.1228,6.9928,4.0528,3.1996,9.9423,7.8023,5.7146,3.6621,3.3517,2.8306,2.2027,2.0357,2.6039,2.9597
2020-08-14,2.601,4.8058,4.4258,11.2558,9.1158,6.9858,4.0458,3.2017,9.9463,7.8063,5.6982,3.6401,3.3249,2.8021,2.1976,2.1006,2.5962,2.9524
2020-08-17,2.602,4.8018,4.4218,11.2718,9.1118,6.9818,4.0418,3.2029,9.9507,7.7907,5.6686,3.6292,3.328,2.8258,2.2155,2.1879,2.5906,2.9377
2020-08-18,2.6,4.8281,4.4481,11.2981,9.1381,7.0081,4.0681,3.1874,9.9323,7.7723,5.6382,3.5819,3.2993,2.8204,2.2607,2.1481,2.5884,2.9673
2020-08-19,2.6,4.8382,4.4582,11.3082,9.1482,7.0182,4.0782,3.1874,9.9401,7.7801,5.6404,3.5949,3.3097,2.8384,2.3217,2.1544,2.6366,2.9875
2020-08-20,2.601,4.8524,4.4724,11.3424,9.1624,7.0324,4.1024,3.2113,9.9771,7.7971,5.6548,3.5651,3.3235,2.892,2.3895,2.216,2.6581,2.9949
2020-08-21,2.601,4.8796,4.4996,11.3696,9.1896,7.0596,4.1596,3.2418,10.0281,7.8481,5.6739,3.5897,3.3447,2.9104,2.4994,2.2233,2.6572,2.9829
2020-08-24,2.604,4.8528,4.4728,11.3428,9.1628,7.0328,4.1328,3.2354,9.9596,7.7796,5.6643,3.5769,3.3566,2.9411,2.4996,2.2347,2.6533,2.9952
2020-08-25,2.606,4.8759,4.4959,11.3659,9.1859,7.0559,4.1559,3.275,10.0062,7.8262,5.7006,3.6294,3.4131,2.9601,2.5199,2.1147,2.7384,3.0428
2020-08-26,2.612,4.9111,4.5311,11.4011,9.2211,7.0911,4.1911,3.3372,10.0597,7.8797,5.7482,3.6746,3.4795,2.9409,2.5144,2.2066,2.7471,3.0627
2020-08-27,2.621,4.9156,4.5356,11.4056,9.2256,7.0956,4.1956,3.3584,10.0437,7.8637,5.7633,3.6656,3.5021,2.9831,2.5392,2.2313,2.7832,3.0577
2020-08-28,2.63,4.9169,4.5369,11.4069,9.2269,7.0969,4.1969,3.4101,10.097,7.917,5.8126,3.7032,3.5451,2.9801,2.5099,2.2133,2.7926,3.0756
2020-08-31,2.636,4.8872,4.5072,11.3772,9.1972,7.0672,4.1672,3.4639,10.094,7.914,5.8607,3.762,3.5856,2.9992,2.5193,2.2544,2.7734,3.0281
2020-09-01,2.64,4.8749,4.4949,11.3649,9.1849,7.0549,4.1549,3.4399,10.0689,7.8889,5.8448,3.7782,3.5731,3.0104,2.5299,2.2737,2.784,3.0382
2020-09-02,2.646,4.9086,4.5286,11.3986,9.2186,7.0886,4.1886,3.4952,10.0817,7.9017,5.8462,3.7889,3.6117,3.0223,2.5299,2.3493,2.8242,3.1004
2020-09-03,2.654,4.9238,4.5338,11.4038,9.2238,7.0938,4.1938,3.5116,10.0948,7.9148,5.8847,3.8175,3.6413,3.0632,2.5373,2.3111,2.8585,3.0959
2020-09-04,2.661,4.9469,4.5569,11.4269,9.2469,7.1169,4.2169,3.5218,10.0885,7.9085,5.893,3.8235,3.6695,3.0211,2.5456,2.3568,2.8838,3.1229
2020-09-07,2.676,4.9529,4.5629,11.4329,9.2529,7.1229,4.2229,3.5311,10.094,7.914,5.9098,3.8241,3.6748,3.0387,2.6001,2.3106,2.9101,3.1531
2020-09-08,2.688,4.9429,4.5529,11.4229,9.2429,7.1129,4.2129,3.5624,10.1465,7.9665,5.9212,3.8674,3.7107,3.0676,2.5801,2.3967,2.8899,3.1263
2020-09-09,2.693,4.9319,4.5419,11.4119,9.2319,7.1019,4.2019,3.536,10.1633,7.9833,5.9212,3.8703,3.696,3.0797,2.6183,2.3952,2.8573,3.0765
2020-09-10,2.695,4.9415,4.5515,11.4215,9.2415,7.1115,4.2115,3.5321,10.1559,7.9759,5.9119,3.8808,3.6761,3.0588,2.6001,2.4461,2.7757,3.0764
2020-09-11,2.697,4.9553,4.5653,11.4353,9.2553,7.1253,4.2253,3.543,10.1447,7.9647,5.9005,3.8706,3.708,3.0649,2.6001,2.3927,2.8057,3.1337
2020-09-14,2.697,4.9708,4.5808,11.4708,9.2908,7.1408,4.2408,3.5199,10.1635,7.9835,5.8929,3.8487,3.6777,3.064,2.5901,2.4621,2.8298,3.1538
2020-09-15,2.696,4.9641,4.5841,11.4641,9.2841,7.1341,4.2241,3.5123,10.1734,7.9934,5.8974,3.8636,3.7056,3.0608,2.5709,2.3953,2.7543,3.1043
2020-09-16,2.688,4.9538,4.5738,11.4538,9.2738,7.1238,4.2138,3.5006,10.1591,7.9791,5.8839,3.8256,3.6752,3.0631,2.5644,2.265,2.7353,3.1266
2020-09-17,2.686,4.9277,4.5477,11.4277,9.2477,7.0977,4.1877,3.493,10.1781,7.9981,5.8725,3.8191,3.6859,3.0277,2.5749,2.4413,2.7494,3.1343
2020-09-18,2.679,4.9236,4.5436,11.4236,9.2436,7.0936,4.1836,3.4834,10.1867,8.0067,5.8786,3.8115,3.6461,3.0232,2.5743,2.4363,2.7315,3.1245
2020-09-21,2.673,4.9349,4.5549,11.4349,9.2549,7.1049,4.1949,3.4843,10.1765,7.9965,5.86,3.7818,3.6847,3.0343,2.5762,2.3456,2.7062,3.1094
2020-09-22,2.67,4.9352,4.5552,11.4352,9.2552,7.1052,4.1952,3.4773,10.1468,7.9668,5.8958,3.7954,3.6941,3.0708,2.5624,2.4084,2.7214,3.0847
2020-09-23,2.67,4.9386,4.5586,11.4386,9.2586,7.1086,4.1986,3.487,10.1511,7.9711,5.8817,3.7898,3.6809,3.0362,2.5553,2.3943,2.7197,3.0846
2020-09-24,2.668,4.9683,4.5883,11.4683,9.2883,7.1383,4.2283,3.4755,10.1066,7.9266,5.8727,3.7665,3.6566,3.066,2.5671,2.3329,2.7374,3.0798
2020-09-25,2.668,4.9842,4.6042,11.4842,9.3042,7.1542,4.2442,3.4766,10.1215,7.9415,5.8657,3.7994,3.6582,3.1077,2.5742,2.3729,2.7564,3.1195
2020-09-28,2.673,4.9819,4.6019,11.4819,9.3019,7.1519,4.2419,3.4934,10.1591,7.9791,5.8717,3.7917,3.6479,3.1178,2.566,2.3851,2.7774,3.12
2020-09-29,2.684,5.006,4.616,11.506,9.326,7.176,4.266,3.5137,10.1631,7.9831,5.8571,3.8122,3.6621,3.1088,2.5751,2.3935,2.7859,3.1325
2020-09-30,2.691,5.0042,4.6142,11.5042,9.3242,7.1742,4.2742,3.53,10.1635,7.9835,5.8411,3.8331,3.6886,3.1313,2.5811,2.4407,2.8,3.1574
2020-10-01,,,,,,,,,,,,,,,,,,
2020-10-02,,,,,,,,,,,,,,,,,,
2020-10-05,,,,,,,,,,,,,,,,,,
2020-10-06,,,,,,,,,,,,,,,,,,
2020-10-07,,,,,,,,,,,,,,,,,,
2020-10-08,,,,,,,,,,,,,,,,,,
2020-10-09,2.708,5.021,4.631,11.521,9.341,7.191,4.291,3.5782,10.1783,7.9983,5.891,3.8525,3.716,3.0969,2.6005,2.4915,2.8831,3.1878
2020-10-12,2.722,5.0435,4.6535,11.5435,9.3635,7.2135,4.3135,3.5783,10.209,8.029,5.9357,3.8625,3.7333,3.1085,2.6008,2.3754,2.8735,3.1858
