"","x"
"X601328.CH.EQUITY",0.0253856299690967
"X600000.CH.EQUITY",0.0229511441167734
"X601066.CH.EQUITY",0.0216642927290957
"X601318.CH.EQUITY",0.0208116390566038
"X601398.CH.EQUITY",0.0192860922226962
"X2318.HK.EQUITY",0.0190013268019748
"X000002.CH.EQUITY",0.0189369824155574
"X601288.CH.EQUITY",0.0186071673763305
"X601319.CH.EQUITY",0.0182458730439635
"X5.HK.EQUITY",0.0182270494547017
