"","x"
"X601398.CH.Equity",0.255111692283995
"X2318.HK.Equity",0.216392579907758
"X601318.CH.Equity",0.207198450857374
"X600036.CH.Equity",0.195147781479902
"X2628.HK.Equity",0.194283945814612
"X601288.CH.Equity",0.164494862580303
"X601939.CH.Equity",0.163712436353188
"X1398.HK.Equity",0.151254850302057
"X939.HK.Equity",0.150822889089345
"X601988.CH.Equity",0.150671541143863
