date,name,lambda
20150201,XLM,0.148150875777276
20150202,XLM,0.113616310180564
20150203,XLM,0.0963732682782078
20150204,XLM,0.113974433668255
20150205,XLM,0.1378221134364
20150206,DGB,0.234291935909834
20150207,DGB,0.217204450204447
20150208,DGB,0.230328683254516
20150209,XLM,0.155369749315791
20150210,XLM,0.146771097955032
20150211,XLM,0.109465250664131
20150212,XLM,0.141277384413721
20150213,XLM,0.154192331611005
20150214,XLM,0.153489728378528
20150215,XLM,0.127517293260744
20150216,XLM,0.185905293663406
20150217,XLM,0.0901579962434424
20150218,XMR,0.0963142813496504
20150219,XMR,0.172463710440879
20150220,XLM,0.141976102776244
20150221,DGB,0.108468013932791
20150222,XMR,0.18700123639232
20150223,DGB,0.130946789323987
20150224,XMR,0.170324942619842
20150225,XMR,0.14765779039719
20150226,DGB,0.109631034843296
20150227,XLM,0.172686082658142
20150228,XLM,0.161211557518681
20150301,DGB,0.110526235616937
20150302,DGB,0.112836922979994
20150303,DGB,0.189461010549532
20150304,XLM,0.17444053334519
20150305,DGB,0.0714618912000068
20150306,DGB,0.0729348152643106
20150307,XLM,0.1558606268092
20150308,XLM,0.144633172885343
20150309,XLM,0.194530363364304
20150310,XLM,0.10657420757086
20150311,XLM,0.0971823627404363
20150312,XLM,0.0867469048323172
20150313,DGB,0.114669318939072
20150314,XMR,0.171967857074234
20150315,XMR,0.163931416048316
20150316,XMR,0.15353085957527
20150317,XMR,0.151220350541693
20150318,XLM,0.141015666940231
20150319,XMR,0.0402023005013765
20150320,DASH,0.154823301028698
20150321,XRP,0.122531314833229
20150322,XMR,0.147865914365382
20150323,XRP,0.0832453316610796
20150324,DASH,0.0990721560205793
20150325,DASH,0.0746911377497611
20150326,DASH,0.114616900893891
20150327,XRP,0.167253356324183
20150328,DASH,0.0585483769821119
20150329,XRP,0.15765815868599
20150330,DASH,0.095628989715927
20150331,XRP,0.0775714440340045
20150401,XRP,0.0992668595736736
20150402,XRP,0.0571170699445603
20150403,XLM,0.114138784639866
20150404,XRP,0.111911507687031
20150405,DGB,0.108243981621397
20150406,XMR,0.162681341241991
20150407,XMR,0.124198712438102
20150408,XMR,0.124587985137902
20150409,XMR,0.117314369328189
20150410,XMR,0.126160185073467
20150411,XMR,0.110463906229386
20150412,DASH,0.145700237794445
20150413,XMR,0.0628676752656194
20150414,DASH,0.103968154546171
20150415,DASH,0.0790896148285703
20150416,DASH,0.0747681950580834
20150417,XRP,0.0754747082667093
20150418,DGB,0.0711431112339063
20150419,DGB,0.0497810045561079
20150420,DGB,0.048180987865514
20150421,DASH,0.0792683254491089
20150422,XRP,0.0711250270276643
20150423,XRP,0.0671005055278804
20150424,DASH,0.0800011633147347
20150425,DASH,0.0930362634400346
20150426,XRP,0.0629928134467956
20150427,DASH,0.0888777111748675
20150428,DGB,0.0709173958013624
20150429,DASH,0.0631440463827829
20150430,XRP,0.0325327404947228
20150501,XLM,0.112288162253677
20150502,XRP,0.0794208129629066
20150503,DASH,0.117940593701474
20150504,DASH,0.0788231899151363
20150505,DGB,0.0324103847710909
20150506,DGB,0.0476927319711362
20150507,XRP,0.0972937216481609
20150508,XRP,0.0699337105538791
20150509,XRP,0.0586684538105383
20150510,DASH,0.0942698425854217
20150511,XLM,0.121134773271662
20150512,DGB,0.109479674023559
20150513,DGB,0.0725423792437824
20150514,XLM,0.108400850935011
20150515,XRP,0.0704082319493362
20150516,XLM,0.107481844521174
20150517,XLM,0.102450567979753
20150518,XLM,0.165931677699266
20150519,DASH,0.118402489094387
20150520,XRP,0.0894457704864875
20150521,DGB,0.0773207903488709
20150522,DASH,0.129769756896453
20150523,XMR,0.140944188604995
20150524,XMR,0.119606774729714
20150525,XMR,0.126923643631916
20150526,BTC,0.143422945924069
20150527,DGB,0.0907969176462846
20150528,XLM,0.101072146453787
20150529,DASH,0.0715521417675868
20150530,XMR,0.0902935992813749
20150531,XLM,0.13822298577874
20150601,DOGE,0.123270441672471
20150602,XMR,0.107109978827742
20150603,DOGE,0.203902511157659
20150604,XEM,0.11709319407074
20150605,DASH,0.0811175570970614
20150606,XRP,0.0783816752762889
20150607,XMR,0.0888605148243574
20150608,XMR,0.0748854328084185
20150609,XMR,0.109810728840615
20150610,XMR,0.0568150758499212
20150611,XMR,0.0974278091287336
20150612,XEM,0.0869539353828225
20150613,XEM,0.0797571543159946
20150614,XMR,0.0669870766277021
20150615,XMR,0.091781671963179
20150616,XMR,0.0519254143350805
20150617,XMR,0.0336636984667845
20150618,XMR,0.0555249070239019
20150619,XMR,0.0685385524555806
20150620,XMR,0.107589699371539
20150621,DGB,0.0874750663594452
20150622,XMR,0.10650833425593
20150623,XMR,0.0630458209030843
20150624,XMR,0.0409911893825219
20150625,XMR,0.0155120083995994
20150626,XMR,0.0507233842412791
20150627,XMR,0.104285723532519
20150628,XMR,0.0604566206773589
20150629,XMR,0.0950773810868119
20150630,XRP,0.0824848315092687
20150701,DGB,0.0760345774362549
20150702,XRP,0.0296533971517595
20150703,DGB,0.089133535154389
20150704,XRP,0.0439945153712501
20150705,XRP,0.101779456869137
20150706,XMR,0.0533697952161733
20150707,XRP,0.0570308514572467
20150708,XRP,0.058703106779396
20150709,DGB,0.0736090318502029
20150710,DGB,0.112953222538567
20150711,XRP,0.0802996693594959
20150712,XMR,0.0503102241646894
20150713,XRP,0.105187644765182
20150714,XRP,0.0589246036414009
20150715,XRP,0.0577045938864176
20150716,XEM,0.082805117630052
20150717,XEM,0.0949867256023139
20150718,XEM,0.0958549870639392
20150719,XEM,0.0720531294428369
20150720,XEM,0.0801751808602205
20150721,XEM,0.121564312678628
20150722,XEM,0.111551489156031
20150723,XEM,0.112368484573971
20150724,XRP,0.12235516110727
20150725,XEM,0.134338525530435
20150726,XEM,0.136761740817062
20150727,XEM,0.134591647233733
20150728,DGB,0.128976013159924
20150729,XMR,0.0680129565465084
