date,name,lambda
20150201,BTC,0.223699989321969
20150202,BTC,0.221841521972217
20150203,BTC,0.233393481553538
20150204,BTC,0.232649350385589
20150205,BTC,0.317939246451951
20150206,BTC,0.315596441128402
20150207,BTC,0.25493134237249
20150208,BTC,0.221377869056504
20150209,BTC,0.340957900107318
20150210,BTC,0.340117936326039
20150211,BTC,0.373850239465788
20150212,BTC,0.391205980246233
20150213,BTC,0.379851042640662
20150214,BTC,0.343862267594241
20150215,BTC,0.236279569461216
20150216,BTC,0.226953000707353
20150217,BTC,0.265686246577597
20150218,BTC,0.312892323165609
20150219,BTC,0.294249847022427
20150220,BTC,0.306378102632995
20150221,BTC,0.29507617295722
20150222,BTC,0.312250985762935
20150223,BTC,0.325177205438866
20150224,BTC,0.32441913894904
20150225,BTC,0.323214243971741
20150226,BTC,0.340337368928023
20150227,BTC,0.330906062457522
20150228,BTC,0.176499043549868
20150301,BTC,0.222795904372084
20150302,BTC,0.230850846295174
20150303,XMR,0.206748463213606
20150304,XMR,0.199568948287948
20150305,XMR,0.257409959543449
20150306,XMR,0.252928903851507
20150307,BTC,0.308496602182521
20150308,BTC,0.221265308074978
20150309,BTC,0.220114032506916
20150310,BTC,0.21352236583528
20150311,BTC,0.213070155621616
20150312,BTC,0.210548908031628
20150313,BTC,0.207176257056655
20150314,BTC,0.265078773393235
20150315,BTC,0.264214187829255
20150316,BTC,0.316998516978821
20150317,BTC,0.290610255202126
20150318,BTC,0.230599803269944
20150319,BTC,0.223720981772657
20150320,BTC,0.1912939853889
20150321,BTC,0.199706668184383
20150322,BTC,0.193182786973703
20150323,BTC,0.199466670030887
20150324,BTC,0.212966738326956
20150325,BTC,0.203141624907671
20150326,BTC,0.224608536747405
20150327,BTC,0.192545317578101
20150328,BTC,0.210620856965237
20150329,BTC,0.110080078880789
20150330,BTC,0.115400576869385
20150331,BTC,0.234357720153065
20150401,BTC,0.0914541739713303
20150402,XEM,0.0882575347533728
20150403,XEM,0.312005052640539
20150404,XEM,0.250213874016958
20150405,XEM,0.464813316319911
20150406,XEM,0.218317414067681
20150407,XEM,0.202553769676963
20150408,XEM,0.351251790586582
20150409,XEM,0.312954655676307
20150410,LTC,0.0854090222866129
20150411,BTC,0.0861505554045997
20150412,DOGE,0.112242757031435
20150413,BTC,0.0866530232759682
20150414,XMR,0.0658213775648218
20150415,DGB,0.0960715619768479
20150416,DGB,0.11016156218539
20150417,DGB,0.0921010589357069
20150418,DOGE,0.0755778761081462
20150419,DGB,0.0637986924724742
20150420,DOGE,0.0753607869344149
20150421,DGB,0.0822125249080595
20150422,DGB,0.0576964387223507
20150423,DGB,0.0505584704328893
20150424,LTC,0.0512880199322098
20150425,BTC,0.0607820825785886
20150426,DOGE,0.0847754228931082
20150427,BTC,0.0517829267993474
20150428,XLM,0.0476692853426173
20150429,XLM,0.0489506673340231
20150430,XLM,0.048411597376137
20150501,XLM,0.0506015938840269
20150502,BTC,0.0599398698894197
20150503,BTC,0.0732737597579092
20150504,BTC,0.074258781421848
20150505,XLM,0.0708790381095979
20150506,XLM,0.0728689848185425
20150507,XLM,0.0779597062123687
20150508,LTC,0.0516154250253572
20150509,XLM,0.0771675164372553
20150510,XLM,0.131667685616563
20150511,XLM,0.103184109999425
20150512,XLM,0.100981595768982
20150513,XLM,0.0953053239552801
20150514,XLM,0.0981749332765334
20150515,XLM,0.103724913001566
20150516,DGB,0.0860342379415467
20150517,DGB,0.0860936052188323
20150518,DGB,0.0979509636646061
20150519,DGB,0.0990976720201604
20150520,DGB,0.0978800540016851
20150521,DASH,0.0838052536693988
20150522,DASH,0.100921292007844
20150523,DASH,0.103474647149046
20150524,DASH,0.103158032054419
20150525,DASH,0.103438180597043
20150526,BTC,0.0218466144656797
20150527,DASH,0.0889162562394924
20150528,DASH,0.0740656621274224
20150529,DASH,0.0708316424130957
20150530,LTC,0.0746037296246672
20150531,BTC,0.0706845610174564
20150601,XRP,0.0554346551637815
20150602,BTC,0.091524423581962
20150603,LTC,0.0256600597226049
20150604,XLM,0.0318821922573134
20150605,BTC,0.100485715103074
20150606,BTC,0.10166430369773
20150607,BTC,0.096511769304249
20150608,BTC,0.101587415249155
20150609,BTC,0.10670208793567
20150610,BTC,0.106471199867247
20150611,BTC,0.111122220784561
20150612,XMR,0.0303667919370842
20150613,XRP,0.0457918960422321
20150614,XEM,0.100260768998733
20150615,BTC,0.072791096707803
20150616,XEM,0.0661173430116882
20150617,DGB,0.100388665635388
20150618,DGB,0.100869695540695
20150619,DGB,0.102790308818933
20150620,DGB,0.101813912844326
20150621,XMR,0.0810541660230129
20150622,XMR,0.0451216132251542
20150623,DOGE,0.0497493594921077
20150624,XEM,0.0572675033837967
20150625,XEM,0.0486618993981896
20150626,DASH,0.0604362351848126
20150627,DASH,0.0399084296465975
20150628,DASH,0.0701259751079309
20150629,BTC,0.0401478787774097
20150630,DASH,0.0544892611981027
20150701,DGB,0.0847994473156928
20150702,DOGE,0.0908530991551227
20150703,DOGE,0.0843975367274436
20150704,DOGE,0.0543241706503547
20150705,DASH,0.0397292423811384
20150706,DGB,0.0475401294309773
20150707,DGB,0.047616330688093
20150708,DGB,0.054265443432184
20150709,XMR,0.0551775949868461
20150710,XMR,0.0571358983777646
20150711,DASH,0.0920681523282399
20150712,XMR,0.0516564987777453
20150713,BTC,0.0698675933454591
20150714,BTC,0.0996876947073967
20150715,BTC,0.0873735145618241
20150716,BTC,0.131361762998743
20150717,BTC,0.141089720149869
20150718,BTC,0.115466468602527
20150719,BTC,0.115324738905388
20150720,BTC,0.0957943143027641
20150721,BTC,0.0931476408655303
20150722,XEM,0.118910646586561
20150723,BTC,0.0728953361594109
20150724,BTC,0.0952888931040884
20150725,XEM,0.10796011942385
20150726,BTC,0.0837359763257152
20150727,BTC,0.0624823814943276
20150728,BTC,0.100959604650603
20150729,BTC,0.114051007439751
20150730,BTC,0.157512289222426
20150731,BTC,0.158618765239737
20150801,BTC,0.136603687952895
20150802,BTC,0.132995849503717
20150803,BTC,0.0652884718022908
20150804,XEM,0.0824153861334963
20150805,XRP,0.113638837407078
20150806,BTC,0.0636990461577744
20150807,XRP,0.112378753614775
20150808,ETH,0.239474892801819
20150809,ETH,0.553687487761763
20150810,ETH,0.23627069879522
20150811,ETH,0.102249200238291
20150812,ETH,0.223072332649664
20150813,ETH,0.70834519543265
20150814,ETH,0.168797656388932
20150815,ETH,0.220947619534512
20150816,ETH,0.141499449490214
20150817,ETH,0.171728831050854
20150818,XMR,0.582298566843336
20150819,BTC,0.218843959204877
20150820,XMR,0.618379737583832
20150821,XMR,0.604933059625371
20150822,BTC,0.198507358796376
20150823,BTC,0.201023406311834
20150824,ETH,0.347123214352048
20150825,DGB,0.158718088268955
20150826,ETH,0.162677720453466
20150827,BTC,0.226754606123273
20150828,ETH,0.168158502013834
20150829,ETH,0.165756319267052
20150830,BTC,0.215199833288229
20150831,ETH,0.169266413700548
20150901,ETH,0.165606981532766
20150902,ETH,0.190233561298601
20150903,ETH,0.166340063812417
20150904,BTC,0.297756927273783
20150905,ETH,0.163866496661834
20150906,BTC,0.280055827371815
20150907,BTC,0.29747640781544
20150908,BTC,0.288298338149616
20150909,ETH,0.205368598199097
20150910,BTC,0.207753219526702
20150911,BTC,0.247470822934897
20150912,BTC,0.288657313789364
20150913,BTC,0.298649649295702
20150914,BTC,0.241010277556884
20150915,BTC,0.231292284466061
20150916,BTC,0.243194980575989
20150917,BTC,0.237917097563745
20150918,BTC,0.23457821655707
20150919,BTC,0.233251225026702
20150920,BTC,0.232373036580584
20150921,BTC,0.129162014690344
20150922,BTC,0.110423897860069
20150923,BTC,0.233848221979433
20150924,BTC,0.111120719093327
20150925,ETH,0.358598000740067
20150926,ETH,0.342537313354655
20150927,ETH,0.342530129298339
20150928,BTC,0.228957299567058
20150929,BTC,0.238514204740923
20150930,BTC,0.243403644097858
20151001,BTC,0.252395860103102
20151002,BTC,0.222244577111992
20151003,BTC,0.254178705468426
20151004,DGB,0.15773727875145
20151005,ETH,0.159031844315224
20151006,BTC,0.160351456860465
20151007,BTC,0.189221184575342
20151008,BTC,0.17600048234477
20151009,BTC,0.185634851885218
20151010,BTC,0.15391097426568
20151011,BTC,0.149937751379803
20151012,BTC,0.153523415827646
20151013,BTC,0.122663350389094
20151014,BTC,0.12368282732477
20151015,BTC,0.0975620817986791
20151016,DASH,0.0800326242817701
20151017,LTC,0.1239444233151
20151018,LTC,0.138928013949811
20151019,LTC,0.0968926306955087
20151020,DGB,0.0967312408547651
20151021,DOGE,0.0929021919207485
20151022,XLM,0.0721686541747686
20151023,DGB,0.101342247740233
20151024,DGB,0.124993630661519
20151025,DGB,0.125864181452315
20151026,DGB,0.127837699349163
20151027,DGB,0.140443209415246
20151028,DGB,0.145242744198962
20151029,DOGE,0.0762387021938321
20151030,DGB,0.133251915264211
20151031,DOGE,0.0721110585549053
20151101,LTC,0.0639507716983908
20151102,DOGE,0.080295997808437
20151103,DGB,0.141956816184312
20151104,DGB,0.147015511065873
20151105,XLM,0.0941312811759523
20151106,DGB,0.139715948226408
20151107,DGB,0.142454666023509
20151108,DOGE,0.0893652860603539
20151109,LTC,0.090337725999621
20151110,BTC,0.0667101346550739
20151111,DOGE,0.081096183759984
20151112,LTC,0.118759785151231
20151113,LTC,0.0748444457211986
20151114,LTC,0.0754724676434757
20151115,LTC,0.0683838351366583
20151116,DOGE,0.0719372006858572
20151117,DOGE,0.0754794504216108
20151118,BTC,0.107344433937305
20151119,DOGE,0.0667476378265858
20151120,DOGE,0.0941345343899437
20151121,BTC,0.0674516673039856
20151122,DOGE,0.0872626187091211
20151123,DASH,0.0673432066255635
20151124,BTC,0.123911086505679
20151125,DOGE,0.137471530890655
20151126,DOGE,0.101535315023325
20151127,DOGE,0.121003749173153
20151128,LTC,0.0720916104979857
20151129,LTC,0.0695087620532231
20151130,DOGE,0.134127885657319
20151201,DOGE,0.123010158226837
20151202,DOGE,0.0853158117730189
20151203,BTC,0.0598468671009918
20151204,DASH,0.0894388498974077
20151205,DOGE,0.0818919099404385
20151206,BTC,0.06711076586795
20151207,BTC,0.0640327255133827
20151208,BTC,0.0683228193143927
20151209,DOGE,0.181830035203125
20151210,DOGE,0.0962853103066384
20151211,DOGE,0.0973666577920509
20151212,DOGE,0.0750980589322022
20151213,DOGE,0.0861659559872253
20151214,BTC,0.12514464970153
20151215,DOGE,0.118059615162316
20151216,DOGE,0.0911435665259438
20151217,DOGE,0.0923109458513265
20151218,DOGE,0.101902877529611
20151219,DOGE,0.0996532085316089
20151220,DOGE,0.128245784450631
20151221,DOGE,0.0939766445514699
20151222,DOGE,0.101161459953501
20151223,BTC,0.0888295051662935
20151224,ETH,0.0582589958909127
20151225,DOGE,0.10887797760413
20151226,DGB,0.100496277123297
20151227,DGB,0.108769861870236
20151228,DOGE,0.0959359063134601
20151229,DGB,0.12473445023809
20151230,ETH,0.136086402191459
20151231,DOGE,0.113726434673298
20160101,BTC,0.124397404747009
20160102,DOGE,0.104872493526903
20160103,DOGE,0.134550602906047
20160104,DOGE,0.132462450210516
20160105,DGB,0.116987267216278
20160106,LTC,0.120010615470264
20160107,DGB,0.103215221114415
20160108,DOGE,0.0980246339290355
20160109,DGB,0.145878599373412
20160110,BTC,0.112788328958655
20160111,BTC,0.118056902276072
20160112,DOGE,0.0879325341691969
20160113,DGB,0.0607895277402952
20160114,DOGE,0.0763771589304627
20160115,LTC,0.0753108139954916
20160116,DOGE,0.102123691387783
20160117,DOGE,0.0516085570861122
20160118,DOGE,0.104219749741192
20160119,XRP,0.0670679705521041
20160120,DOGE,0.137902683862224
20160121,DOGE,0.141273838440797
