"","x"
"X601288.CH.EQUITY",0.0803420690951497
"X601318.CH.EQUITY",0.0778414581085506
"X600000.CH.EQUITY",0.0756089076341115
"X3328.HK.EQUITY",0.0667370474681433
"X1299.HK.EQUITY",0.062704691501872
"X1398.HK.EQUITY",0.0625239470958724
"X601328.CH.EQUITY",0.0545730514322302
"X2318.HK.EQUITY",0.0468100962288506
"X2628.HK.EQUITY",0.0453709472759159
"X600016.CH.EQUITY",0.0444692657154303
