"","x"
"X2318.HK.Equity",0.354295046998877
"X601288.CH.Equity",0.292744842647946
"X601318.CH.Equity",0.276823949341702
"X601398.CH.Equity",0.232078045760642
"X601988.CH.Equity",0.22063560971002
"X2628.HK.Equity",0.211656233644558
"X600036.CH.Equity",0.207020351814932
"X601939.CH.Equity",0.20659550312175
"X939.HK.Equity",0.174347798470942
"X1398.HK.Equity",0.156707317525502
