"","x"
"X939.HK.EQUITY",0.0476828795593455
"X1398.HK.EQUITY",0.0393920849692494
"X601328.CH.EQUITY",0.0309257420696172
"X601601.CH.EQUITY",0.0296450714806837
"X601398.CH.EQUITY",0.0279903371353406
"X601288.CH.EQUITY",0.0275911159099259
"X1299.HK.EQUITY",0.0265054299522818
"X601319.CH.EQUITY",0.026476187921628
"X600036.CH.EQUITY",0.0257724059282806
"X601988.CH.EQUITY",0.0250117495818664
