,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X1398.HK.EQUITY,0,0,0,0,0.72184083167635,0,0,0,0,0,0,0,0,0,-0.0394506439787676,0,0,0,0.156075085551578,0,0,0,0,0.0672882315906678,0,1.0842021724855e-19,0,0,0,0.00257008470669279,0
X601398.CH.EQUITY,0.0393851072609328,0,0,0,0,0,0,0,0,0.0551416255963837,0,0.0131313138071178,0,0,0,0,0,0.0529946308934423,0,0.0480914952856705,0,0.0656584049415699,0,0.0640762079237615,0,0.018385117610922,0,0.0267356211469281,-0.000230374606340743,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.116455173623302,0.0158656586491679,0,0,0,0.0631082378312929,0.0382593446467445,0,0,0,0.0052593692498252,0,0,0,0,0.0240773188845353,0,0,-0.000466717698557883,0,-0.00700886347448695,-0.00324679100221344,0,0
X601318.CH.EQUITY,0.0153666051130142,0,0,0,0,0,0,0.0481496916293143,0,0,0,0,0,0,-0.0168690847567544,0,0,0,0,0,0,0,0.152433642952329,0.392161633314885,0,0.0399650025605616,0,0.0106268658942564,0.0156138267416621,0,-0.0472011815171245
X939.HK.EQUITY,0.662383835817129,0,0,0,0,0,0,0,0,0,0,0,0.133267162187173,0,0,0,0.00533887388138228,0,0,0,0,0,0.0283682659423448,-0.00548216752934013,0,0,0.0967626097160713,-0.00267875050490021,0.000677357451106624,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0.0634001747914136,0,0,0,0,0,0,0.0258091235911431,0,0.0583075594724715,0,0,0,0.0736640408466506,0.0430445640655651,0.0499188301695703,0,0,0,0,0,0,-0.0933154292507103
X601288.CH.EQUITY,0,0,0,0.00523711730791126,0,0,0,0.0241941950741952,0,0,0,0,0,0,0,0,0,0.051480784138781,0,0.0455597108429524,0,0,0.0306770835169681,0.114055941982542,0,0,-0.0344241039676137,0,0.00165833897615398,0,0
X2628.HK.EQUITY,0,0,0,0.535991080301841,0,0,0,0,0.192169390191192,0,0,0,0,0,0.204345616675239,0,0,0,0,0,0,0,0.0400150032361481,0,0,0.0643092107248239,0,0.0233968044258584,0.0188204061940827,0,0.0899243314085254
X601628.CH.EQUITY,0,0,0,0,0,0,0,1.11523383192922,0,0,0,0,-0.204374914548619,0,0,0.0592811368627621,0.220879213344113,0,0,0,0,0,0,0.174216238768615,0,0,0,0,0.0117511455573822,0,0
X600036.CH.EQUITY,0,0,0,0.141469242596884,0,0,0,0,0.162452502044178,0,0,0,0,0,0,0,0,0,0.10308146897014,0,0,0.0620968840097388,0.228240705725952,0,0,0,0,0,0.0140140494189459,0,0
X3988.HK.EQUITY,0.431391726327889,0,0,0.0290766294703549,0,0,0,0.036204758581223,0.0759031304481142,0,0,0,0.0570335714956795,0,0.0231007598915734,0,0.0048412412533392,0,0,0,0,0,0,0,0,0.00891812190557473,0,0.0224169491395739,0.00633697343664474,0,0
