,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X1398.HK.EQUITY,0,0,0,0,0.720702516099059,0,0,0.165856240850879,0,0,0,0,0,0,-0.201884335498534,0,0,0,0.0358231985132472,0,0,0,0,0,0,0,0,-0.00150775985594929,0.00823359279956873,-0.0113462121598717,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.271625243848347,0,0,0,0,-0.0908435613838519,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.00643553903607807,0.0139441977526684,-0.0235888588583108,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.12304976624448,0.028219534354639,0,0,0.0348505110794844,0.048280447637379,0.0866913385217185,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250420696716023,-0.000616272588745742,0.00172825794621806,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550150081284824,0.423360703181929,0,0.034926584281758,0,0,0.00994018476980841,0,-0.0456735388464216
X939.HK.EQUITY,0.325547179615393,0,0,0,0,0,0,0,0.00571943883980691,0,0,0,0.140635911362617,0,0,0,0.103888792638352,0,0,0,0,0,0,0,0,-0.00620047364777335,0,-0.0159872460015825,0,0,0.027447895671137
X601939.CH.EQUITY,0,0,0,0,0,0,0.963934454508402,4.33680868994202e-19,0.0590988303090925,0,0,0,0,0,0,0,0,0.0565905272668241,0,0,0,0,0,0.0228527414181309,0,0,0,0,-0.00664370593932777,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.764724352931663,0,0,-0.0110217669869428,0,0,0,-0.0129863871975563,0,0,0,0,0,0,0,0,0,0,0.0680598418042052,0,-0.00544480319551988,0,0.0118139921682371,0.00815549487299856,0,0.0541046678271003
X2628.HK.EQUITY,0,0,0,0.0568665054675513,0,0,0,0,0.16370949025029,0.0322710145579273,0,0,0,0,0.217666975147025,0,0.0194614097363245,0,0,0,0,0,0.206461194053811,0.146796780199722,0,0.0658827228544386,0,0,0.0067447122221638,-0.0540385812141136,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,1.02878878162741,0,0,0,0,0,0,0.0347121276691478,0,0.0933614519705925,0,0,0,0,0,0,0.196527792819171,0,0.0540965873213129,0,0.0945733148903057,0.0106978938119092,0,-0.22655402271802
X600036.CH.EQUITY,0.0443726406700278,0,0,0,0,0.483423826247676,0,0,0,0,0,0,0,0.157302814346249,-0.0291382168272255,0,0,0,0,0,0.050580957993997,0.0799017415487378,0.147557736288415,-4.33680868994202e-19,0,0,0,0,0.00503522391987497,-0.0213278120227659,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2841593836604,0.0563345052534717,-1.73472347597681e-18,0,0,0,0,0,0,0,0.166484306531615,0,-0.0520559782094634,-0.366023027391894,-0.0574290861389597,0.026272153402479,-0.054939814859939,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.040756908906068,0,0,0,0,0,0,0,0,0.737126378207934,0,0,0,0,0,0,0,0,0,0,0.0107989451836613,0.0531683184201954,0
X1299.HK.EQUITY,0.00923112351707472,0,0,0,0.312536052912674,0,0,0,0.0703386803946529,0,0,0,0,0,0,0,0.0343961308980694,0,0,0,0,0,0,0,0,0.259141344771727,0,-0.104145203447642,0.010801303101373,0.173984461953448,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0798981747443178,0,0,0.236113400399014,0,0,-0.205632003156211,0,0,0,0,0,0,0,0,0.580471083807632,0,0.248130673861794,0,-0.0345972683906198,-0.0191286028618169,0
X388.HK.EQUITY,-0.29935364940307,0,0,0,0,0,0,0.310507709975742,0.150436938109379,0,0,0,0,0,0,0,-0.0210356296858177,-0.109466416701805,0,0,0,0,-0.113886058835165,0,0.348297825927832,0,0,0.0862933582610844,-0.0561046665341469,0.0170355838012346,0.0951494187699605
X600030.CH.EQUITY,-0.112000143987841,0,0,0,0,0,0,0,0.299240782376355,0,0,0,0,-0.174902917216665,0,0,0.421152431608641,0,0,0,0,0,0.347293071610517,0,0,0,0,0,0.00812592071384661,0.0399374890933256,0
X601066.CH.EQUITY,0,0,0,0,0.0509972320481151,0,0,0,-0.0981568428923823,0,0,0,0.056784452201357,0,0,1.10961898401723,0,0,0,0,0,0,0,-0.0500748655441139,0,0,0,-0.0670986366181972,0,-0.0496449911183692,0.00180126742974002
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0843985352303239,0.0119773130878363,0,0.788516144971537,0,0,0,0,0,0,0,0,0,0.0407222405716899,0.0415721122508862,0,0,0,0,0,0.0106642555233555,0,0
X3328.HK.EQUITY,0.263783119317167,0,0,0,0,0,0,0,0,0,0,0.0324344770217598,0.129989343539683,0,-0.0509334825268524,-0.107103170295523,0,0,0,0,0,0,0,0,-0.0319837115594073,0,0,0,0.00645178998322528,-0.0311926758973088,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.0494123313046303,0,0.126832789691269,0,0,0,0,0,0.0105692695849367,0,0,0,0,0,0.0514276331940489,0.0925077702007916,0.0355210888569496,0,0,0,-0.0181139816003998,0.0129749881416612,-8.67361737988404e-19,0
X000002.CH.EQUITY,0,0,0,0,0,0.183755296864379,0,0,-0.0739352507329559,0,0,0,0,0.221695290570154,0,0,0.201255341846083,0.113172893879524,0,0,0,0,0.0866502931754274,0.0154094101748993,0,0,0,0,-0.00472038742620819,-8.58190095010666e-05,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.110424496617924,0.161755693834923,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.11921014605768,0,0,0.178749179465469,0.05535201926067,0,-0.0540369846108803,0,0,-0.00431157450425673,8.67361737988404e-19,0
X000001.CH.EQUITY,0,0,0,0.0265432260228167,0,0,0,0,0.102930202744388,0.40197709043323,0,0,0,0,0,0.163872604304348,0,0.0801043711116051,0,0,0,0,0,0,0,-0.0687622909995079,0,-0.052657993448415,-0.00323488001862309,0,0
X601319.CH.EQUITY,0,0,0,0,0,0.298541216064245,0,0.0606902792700981,0,0,0,0,0,0,-0.0180495904930107,0.173508476329312,0.0595491650678557,0,0,0,0.345954064822742,0,0.0132939130909498,0,0,0,0,-0.0532812599460277,0.0115945178270983,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.27202148148676,0,0,0.207651574225792,0,0,0,0,0,0,0,0,0,-0.0524157501732375,0,0.00614802082338035,0,-0.016786409637322,0.00664268365788537,0.0417306299109194,0
CGB3M,0,0,0,0,0,0,0,0,0.249116331997638,0,0,0,0,0,0.0375942985902084,0,0,0,0,0,0,0,0,0,0,0,0,0.0614038892895197,0,-0.814238121189528,-0.166713922941864
FXI.US.EQUITY,-0.146303704977456,0,0,0,0,0,0,0,0,0.0371066407960102,0,0,0.0774430663866994,0.187306927939165,0.0236262597111081,0,-0.100136084226706,0,0,0,0,0,0,0,0,0,0,-0.0469913624405577,0.014771630930971,0.0772255933328815,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,-0.556395032166018,0,0,0,0,0,0.389270977055971,0.866929712433615,-0.648269018772386,0,0,0,0,0,0,0,0,0.370044483917434,-1.12398046133723,0,0.0838329421325073,0.0965929915398095,-0.690898081497048
TED.SP,0,-0.455167442159772,0,0,0,0,0,0,1.82021637446595,0,0,0,0,0,-1.45145635880242,0,0,0,0,0.262698449836469,-2.5067206769013,0,0,0,1.98309470856302,-0.319462416545691,0,0,0,0.258556265452829,0.471300095214139
CN3M10YSLOPE,0,0,0,0,0,0,0,0.141556469355829,0,0,0,0,0,0,0.150566629060022,0,0,0,0,0,0,0,0,0,0,-0.951020802285877,0,0,0.0100988689558839,0,-0.389646608693181
CREDIT.SP,0,0,0,-0.147793637813604,0,0,0,0.116795941526544,-0.113206426422373,0,0,0,0,0,0,0,-0.130364855128485,0,0,0,0,0,0,0,0.352530687326548,-0.189938597976446,-0.699255441049432,-0.112987087457984,-0.0038760572104915,-0.218751959047864,0
