,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X1398.HK.EQUITY,0,0,0,0,0.593487667273825,0,0,0,0,0,0,0,0,0,0,0,0.0214578683956925,0,0.0540086931692055,0,0,0,0,0.0892477677206438,0,0,-0.0164049442006584,0,0,-0.000844322187939147,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.0197123716906982,0,-0.0595389344671895,0.342677303522445,0,0,0,0,0,0,0.0163183768036379,0,0,0,0,0,0,0,0,0,-0.00645977887876157,0,0.00168088201190129,-0.0112847243720184,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.149545563384299,0.00976718639728067,0,0,0,0,0.0340697249392603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141631696175531,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0373727325867597,8.67361737988404e-19,0,0,0,0,0,-0.0280691102371431,0,0,0,0,0,0,0,0.140983057976824,0.336911998143052,0,0.0348365118571861,0,0,0.0140880981175965,0,-0.0434838726246509
X939.HK.EQUITY,0.653495748415685,0,0,0,0,0,0,0,0,0,0,0,0.140536247470985,0,0,0,0.0106779995185677,0,0,0,0,0,0.0146369872269302,0,0,0,0.104482357199841,-0.00214766500100415,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.972454828936956,0,0.0615589072131518,0,0,0,0,0,0,0,0,0.0610826898441602,0,0,0,0,0,0.0141041554679604,0,0,0,0.0060093225880974,-0.00847419680530809,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.767877878246659,0,0,0,0,0,0,-0.00397914956772333,0,0,0,0,0,0,0,0,0,0,0.040377523916629,0,0,-0.0246690170274599,0.0087345010069712,0.0118298009914415,0,0.0517576409212517
X2628.HK.EQUITY,0,0,0,0.326817183143554,0,0,0,0,0.111629534225861,0,0,0,0,0,0.265101953234715,0,0,0,0,0,0,0,0,0.25662520405362,0,0.0965116033973339,0,8.67361737988404e-19,0.0064099690583084,0,0.0369717444925447
X601628.CH.EQUITY,0,0,0,0,0,0,0,1.13458729087641,0,0,0,0,0,-0.231607352699388,0,0.207540917104665,0.0240116285190097,0,0,0,0,0.0147232671300995,0,0,0,0,0,0.0142458543428726,0,0,-0.144164607595899
X600036.CH.EQUITY,0.152092962961111,0,0,0,0,0.392762585258918,0,0,0.000690163414725134,0,0,0,0,0.0857364841885462,0,0,0,0,-3.46944695195361e-18,0,0,0.132611272946476,0.144051910136945,0,0,0,0,0.0156893660812017,0.0199732463986541,-0.0493412760300761,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165030295034233,0.0569470597348151,0,0,0,0,0,0,0,0,0,0,0,-0.463348054182574,-0.0804131199058731,0.0223893011783699,-0.00945934398027153,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635120257322537,0.133729414182716,0,0,0,0,0,0,0,0,0.0221248341804467,0.0301467278305077,0.00259009216192448,-0.0934227817273092
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.103199811319637,0,0,0,0,0.054135316390088,0.179970690378874,0,0.0848113626135828,0,0,0,-0.172079954989973,0,0,0,0,0.0393444966458342,0,-0.0323968704417452,0.00575941896602961,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0510527159229447,0,0,0.474581573812641,0,0.180345412288358,-0.230124557294245,-0.168713614723782,0,0,0,0,0,0,0,0,0,0,0.0264005066738988,-0.0293919950632848,-0.0292154248173181,0
X388.HK.EQUITY,-0.167252390951653,0,0,0,0,0,0,0.52037729395844,0,0,0,0,0,0,0,0,-0.0313891681949458,0,0,0,0,0,-0.118029879811854,-0.0141308797863413,0,0,0,0.112442523489477,0,0,0.0515993669250397
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.108144779995832,0,0,0,0,-0.0861619418817159,0.0322760469876551,0,0.515456855170505,0,0,0,0,0,0.0169811702762453,0.532306660371065,0,-0.055613669323549,0.144870931980773,0.0816670339406787,-0.0214090309115726,0,0.0427662078518915
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.00202291993551568,0,0,0,0,0,1.73472347597681e-18,0.931417193947514,0,0,0,0,0,0,0,0,0,0.0512304561138264,0,-0.0602433340500702,-0.0383219834326629,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0680916564298532,0,0,0.799669975967714,0,-0.0175763471690219,0,0,0,0,0,0,0,0.0344200424988152,0.0905359683366406,0.066341938001267,0,0,0,0,0.0122551830879904,-0.0115371300732296,0
X3328.HK.EQUITY,0.34712999638867,0,0.214700851848654,0,0,0,0,0,0,0.466307104403559,0.378105365326758,0,-0.118249806237295,0.174867228519087,0,0,0,-0.065322727321775,0,0,-0.0398869548905859,-0.179796815339225,0,-0.179314382453421,0,0,-0.10153445637344,0.0206911420210358,0.012714593620272,0.0549958525115992,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.0845784503392935,0,0.100685954104106,0,0,0,0,0,0.0103995406951527,0,0,0,0,0,0.04471144936006,0.0796644204573252,0.0269821939912498,0,0,0,-0.0212434473846571,0.0155070717960915,-8.67361737988404e-19,0
X000002.CH.EQUITY,0,0,0,0,0,0.199593482967106,0,0,-0.0889728195653074,0,0,0,0,0.278309841312027,0,0,0.207866583144948,0.126398726768604,0,0,0,0,0,0,0,0.00941425551526411,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.0749980140542758,0.163677089986807,0,0,0,0,0,0.0504317611786907,0,0,0,0.122983552882,0,0,0.2072175128464,0.0282323399421652,0,-0.0541033392578923,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.298859232180661,0,0,0,0,0.0340824245545649,0.652946919189996,0,0,0,0,0,0,6.93889390390723e-18,0,0.00272679060749305,0,0,0,0,0,0,-0.0040478631477526,-0.0850632077850635,-0.120463328668407,0.022439945070589,0,0
X601319.CH.EQUITY,0,0,0,0.041744007524698,0,0.233784404392016,0,0.216806498402192,0,0,0,0,0,0,-0.0234374892847858,0.10425923306681,0.0407402729077528,0,0,0,0.215993698907832,0,-3.46944695195361e-18,0,0,0,0,-0.0358314366214534,0.0296363949589701,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.264390985237905,0,0,0.0910758813826781,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0318426437873412,0,0.0212286691318306,0,0,0.00675282159538444,0.0353819756275603,0.0411222989361657
CGB3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366477406885316,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178714087117649,-0.756995067475578,-0.332978526648488
FXI.US.EQUITY,0,0,0,0,0,0,0,-0.0311623228996206,-0.0701010771832265,0,0,0,0.147848042355713,0.101835875888907,-0.00263125996752824,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362335905767723,0.0171242040539945,0.0726019253750074,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,-0.0848376768379718,0,0,0,0,0,0.287227414204488,0,-0.248657198054191,0,0,0,0,0,-0.278447643445754,0,0,0.0910015610010272,-1.37477684048188,0,0.0701695226569994,0,-0.656784361987841
TED.SP,0,0,0,0,0,0,0,0.501483357976745,0.0819197516130722,0,0,0,0,0,0,-0.508433146686067,0,0,0,0.640446624155528,0,0,0,0,0,-0.539254684550742,0,0.116602556837004,0,0.15680276506291,0
CN3M10YSLOPE,0,0,0,0,0,0,0,0.217217225881584,0,0,0,0,0,0,0.133704831064528,0,0,0,0,0,0,0,0,0,0,-0.963940642366888,0,0,0,0,-0.464999568408589
CREDIT.SP,0,0,0,-0.285127394293255,0,0,0,0.211953247044796,-0.0761104624403949,0,0,0,0,0.0366874883051674,0,0,-0.271619791632289,0,0,0,0,0,0,0,0.192192303606929,-0.193553571859551,-0.786362160321433,-0.225857304633853,0,-0.222350974553837,0
