,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X1398.HK.EQUITY,0,0,0,0,0.622092701171427,0,0,0,0,0,0,0,0,0,-0.0171183188322503,0,0,0,0.108435492615249,0,0,0,0,0.120465282837595,0,0,-0.011660645540561,0,0,0,-2.16840434497101e-19
X601398.CH.EQUITY,0,0,0,0,0,0,0.00647815074461309,0,-0.0547964499901724,0.344584823618775,0,0,0,0,-0.0188390856942611,0,0.0209497335588764,0,0,0,0,0,0,0,0,0,0,0,0.00365115333445655,-0.015328021405386,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.149546687213958,0.00976478538424091,0,0,0,0,0.0340724231917353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141596335355126,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0373727325867596,0,0,0,0,0,0,-0.0280691102371432,0,0,0,0,0,0,0,0.140983057976824,0.336911998143052,0,0.0348365118571861,0,0,0.0140880981175965,0,-0.0434838726246506
X939.HK.EQUITY,0.520194406379434,0,0,0,0,0,0,0.022646562236824,0.0102007974521696,0,0,0,0.153120847854407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320743539841925,0,0.00741129495572094,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.943912053829648,0,0.0492326588502406,0,0,0,0,0,0,0,-0.0138465607024646,0.0366155937517374,0,0,0,0,0.0641118424414738,0.0370724439932665,0,0,0,0.0063890122463957,-0.00369413293866031,-0.00202440479534907,0
X601288.CH.EQUITY,0,0,0,0,0,0.751849623957564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053335630395475,0,0,0,0.00563822029982173,0.0112020684684642,0,0.0558778710070647
X2628.HK.EQUITY,0,0,0,0.166674705819852,0,0,0,0,0.168959929503351,0,0,0,0,0,0.206915575947608,0,1.73472347597681e-18,0,0,0,0,0,0.148361556205237,0.22045140540058,0,0.108485683341687,0,-0.0142715294238194,0.00515609384343492,-3.46944695195361e-18,0.0355988216924505
X601628.CH.EQUITY,0,0,0,0,0,0,0,1.11491963950005,0,0,0,0,0,-0.215928134741182,0,0.167199479355926,0.0440687524387744,0,0,0,0,0.0239792260968442,0,0,0,0.0150972090765316,0,0.0436875389877772,0,0,-0.149043755826758
X600036.CH.EQUITY,0.149387974946363,0,0,0,0,0.428403863242523,0,0,0.0208283872267381,0,0,0,0,0.080874874070344,-0.0517807157848627,0,0,0,0,0,0,0.0902379908858593,0.145363585216406,0,0,0,0,0.0280967358217999,0.0195256667032588,-0.0270587162988664,0
