,X1398.HK.EQUITY,X601398.CH.EQUITY,X2318.HK.EQUITY,X601318.CH.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X2628.HK.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,CGB3M,FXI.US.EQUITY,VXFXI.INDEX,TED.SP,CN3M10YSLOPE,CREDIT.SP
X1398.HK.EQUITY,0,0,0,0,0.672672093628207,0,0,0,0,0,0,0,0,0,-0.0284688738009319,0,0,0,0.0690725188473844,0,0,0,0,0.0603136444180033,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.0796453206765633,0,-0.03059112311284,0.252525450150557,0,0,0,0,-0.0437705079243959,0,0,0,0,0,0,0,0,0,0,0,0,0.00895824019566482,0.00774983784506589,-0.00890801831901297,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0.149545641764623,0.0097671953811723,0,0,0,0,0.0340709506970863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141606335177843,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0431957880798129,0,0,0,0,0,0,-0.0257077496441177,0,0,0,0,0,0,0,0.140682915873923,0.339025905581525,0,0.0342538118659291,0,0,0.0134890092882004,0,-0.051765051332396
X939.HK.EQUITY,0.538978367849498,0,0,0,0,0,0,0.0148058408810882,0,0,0,0,0.173803344685304,0,0,0,0.000697161703598563,0,0,0,0,0,0,0,0,0,0,-0.0169733410542572,0.00742419794806879,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.923925481024942,0.00545512068756379,0.0211808456335657,0,0,0,0,0,0,0,0,0.0262712570485696,0,0,0,0,0.0770333093819,0.0647819153371774,0,-5.42101086242752e-20,0,0,-0.000686408432291796,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.759885677337211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472041767924691,0,-0.000751130908217397,-0.0180100854575234,0.00777838549499809,0.0119905369966969,0,0.0494459204491075
X2628.HK.EQUITY,0,0,0,0.0766173984044239,0,0,0,0,0.194313356187315,0.0432381349744498,0,0,0,0,0.202039679295086,0,0,0,0,0,0,0,0.164278568081154,0.172016258266259,0,0.111539620323617,0,0,0.0113222207870558,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,1.05948578869522,0,0,0,0,0,-0.23742806252481,0,0.245367290370087,0,0,0,0,0,0.0502914668031005,0,0.21068959538353,0,0,0,0.0408699249253618,0.0178874806676276,0,-0.103859382883749
X600036.CH.EQUITY,0.146018120173087,0,0,0,0,0.407953815659328,0,0,8.67361737988404e-19,0,0,0,0,0.0908503780094373,-0.00308535247536344,0,0,0,0,0,0,0.110873855811765,0.149350604706723,0,0,0,0,0,0.0194721473828953,-0.0434136499176147,0
