Dates,601318 CH Equity,600036 CH Equity,600030 CH Equity,601166 CH Equity,601398 CH Equity,601328 CH Equity,300059 CH Equity,000001 CH Equity,600000 CH Equity,600016 CH Equity,601688 CH Equity,600837 CH Equity,601288 CH Equity,002142 CH Equity,601229 CH Equity,601211 CH Equity,601601 CH Equity,600999 CH Equity,601169 CH Equity,601988 CH Equity,601818 CH Equity,601628 CH Equity,600919 CH Equity,000166 CH Equity,000776 CH Equity,601009 CH Equity,601939 CH Equity,601788 CH Equity,601336 CH Equity,600958 CH Equity,600015 CH Equity,600109 CH Equity,601377 CH Equity,300033 CH Equity,601901 CH Equity,002736 CH Equity,000783 CH Equity,601108 CH Equity,601555 CH Equity,601066 CH Equity,600705 CH Equity,601162 CH Equity,600061 CH Equity,600926 CH Equity,601878 CH Equity,000728 CH Equity,601881 CH Equity,601838 CH Equity,600390 CH Equity,601198 CH Equity,601997 CH Equity,002958 CH Equity,601998 CH Equity,002673 CH Equity,601319 CH Equity,600369 CH Equity,601658 CH Equity,002939 CH Equity,000627 CH Equity,601916 CH Equity,601577 CH Equity,601236 CH Equity,600928 CH Equity,601077 CH Equity,002945 CH Equity,1299 HK Equity,5 HK Equity,939 HK Equity,2318 HK Equity,388 HK Equity,1398 HK Equity,3988 HK Equity,2628 HK Equity,11 HK Equity,2388 HK Equity,3328 HK Equity,2882 TT Equity,2881 TT Equity,2886 TT Equity,2891 TT Equity,2884 TT Equity,2892 TT Equity,5880 TT Equity,2880 TT Equity,5876 TT Equity,2885 TT Equity,2801 TT Equity,5871 TT Equity,2887 TT Equity,2883 TT Equity,2890 TT Equity,2888 TT Equity,2823 TT Equity,2834 TT Equity,6592 TT Equity,2812 TT Equity,2809 TT Equity,2845 TT Equity,2889 TT Equity,9941 TT Equity,2838 TT Equity,2867 TT Equity,6005 TT Equity,2849 TT Equity,2905 TT Equity,2820 TT Equity,2855 TT Equity,2897 TT Equity,2850 TT Equity,2851 TT Equity,2836 TT Equity,6024 TT Equity,2832 TT Equity,2816 TT Equity,2852 TT Equity,601375 CH Equity,601099 CH Equity,600909 CH Equity,600816 CH Equity,002839 CH Equity,002797 CH Equity,002500 CH Equity,000750 CH Equity,000712 CH Equity,000686 CH Equity,000562 CH Equity,23 HK Equity,3328 HK Equity 
2019-07-01,13.40397,5.38552,3.55824,2.7132,0.86402,0.89905,1.70152,2.03307,1.70906,0.93699,3.3218,2.11334,0.52834,3.61954,1.36519,2.73509,5.45266,2.10276,0.86986,0.54877,0.5619,4.34345,1.06981,0.7458,2.07248,1.22451,1.08878,1.70906,8.44608,1.59668,1.13403,1.44636,1.00559,14.93936,1.06105,1.96156,1.15592,1.64631,1.43718,3.11893,0.80856,1.5103,2.08561,1.23765,1.38506,1.369,1.83604,1.30333,1.19192,1.7762,1.29165,1.08878,0.88591,1.5062,1.42009,0.7385,,2.67963,0.96764,,1.42446,,1.1997,,2.70882,,,,,,,,,,,,1.36899,1.48958,0.9952,0.69084,0.72409,0.70433,0.62842,0.60013,1.74358,0.58685,0.63303,3.9387,0.44098,0.30597,0.41869,0.30428,0.81484,0.39876,4.18693,0.36232,1.09504,0.37559,0.33548,3.08763,0.32913,0.3414,0.30565,0.50887,0.53142,0.4815,0.43574,0.2641,1.28668,0.57651,0.29882,1.41079,0.66669,0.61654,0.47667,0.78813,0.52688,0.97494,0.7531,0.83921,0.94575,1.1478,0.68269,1.91923,1.31646,,,
2019-07-02,13.24895,5.31355,3.51375,2.68442,0.8628,0.89626,1.67928,2.06315,1.68922,0.937,3.25913,2.07479,0.52961,3.6156,1.37215,2.69315,5.3892,2.07331,0.86862,0.54852,0.56016,4.27033,1.06795,0.74058,2.05587,1.23236,1.08832,1.6994,8.34134,1.57864,1.13197,1.42587,0.98938,14.53514,1.0534,1.92638,1.13924,1.62084,1.42453,3.12964,0.81042,1.47113,2.05151,1.23672,1.37204,1.36767,1.80416,1.29929,1.18822,1.78961,1.29201,1.08977,0.88026,1.49425,1.39968,0.73476,,2.54183,0.95009,,1.41714,,1.19453,,2.51128,11.04987,8.37713,0.81913,12.38944,35.89283,0.72683,0.4243,2.56377,25.08653,3.97385,0.77554,1.36862,1.49093,1.00093,0.69308,0.72196,0.70651,0.62747,0.60212,1.74516,0.55329,0.63664,3.9874,0.43983,0.30786,0.41907,0.30262,0.82364,0.38742,4.50856,0.35828,1.09603,0.3744,0.33265,3.10374,0.32802,0.34815,0.30463,0.50933,0.53483,0.48354,0.43456,0.25566,1.22336,0.57542,0.29816,1.41675,0.66729,0.61709,0.47871,0.77695,0.52524,0.96319,0.75222,0.83515,0.937,1.14286,0.6766,1.95839,1.35312,,2.80733,0.77554
2019-07-03,13.17503,5.25344,3.40493,2.66378,0.82398,0.89955,1.63731,2.03598,1.67994,0.93879,3.1448,2.02,0.53188,3.54444,1.32244,2.63762,5.32611,2.06361,0.87049,0.54787,0.5624,4.21874,1.06667,0.72662,2.02,1.24106,1.09138,1.67122,8.064,1.54188,1.13498,1.40237,0.97803,14.04697,1.03761,1.92263,1.1219,1.59129,1.39962,3.09103,0.79347,1.44155,2.02436,1.2367,1.35732,1.35296,1.74679,1.29919,1.16864,1.75405,1.28757,1.07249,0.88066,1.48375,1.36023,0.72371,,2.51991,0.93443,,1.42126,,1.18439,,2.57368,11.11881,8.40002,0.80922,12.3756,35.85719,0.71945,0.42321,2.55463,25.00769,3.96917,0.77075,1.3529,1.48293,1.00203,0.69161,0.72599,0.70347,0.62613,0.60084,1.7509,0.54902,0.63681,3.93389,0.44044,0.30559,0.41496,0.2991,0.82832,0.38368,5.03426,0.36042,1.0937,0.37208,0.33351,3.07056,0.32873,0.3442,0.30399,0.50503,0.53662,0.46322,0.43363,0.25224,1.22398,0.5742,0.29815,1.41062,0.66426,0.61732,0.4793,0.7615,0.51735,0.94896,0.7397,0.82689,0.92426,1.12493,0.67049,2.05051,1.3457,,2.83421,0.77075
2019-07-04,13.08302,5.25067,3.43448,2.66172,0.8266,0.90373,1.64811,2.03595,1.69104,0.9372,3.14051,2.00684,0.53263,3.46067,1.30248,2.65299,5.24631,2.05445,0.87317,0.54864,0.5632,4.18395,1.07255,0.7291,2.02576,1.25155,1.09146,1.67503,7.9153,1.53242,1.13658,1.41017,0.97941,13.85142,1.04053,1.9137,1.11766,1.59645,1.41663,3.0692,0.80477,1.43297,2.04759,1.19333,1.37088,1.36069,1.75071,1.31121,1.15817,1.75653,1.30685,1.06964,0.88481,1.48876,1.37234,0.7291,,2.43033,0.92993,,1.36651,0.50353,1.19333,,2.506,11.04518,8.42516,0.80912,12.37446,35.70419,0.71665,0.42383,2.5558,25.03147,3.96856,0.76803,1.36126,1.42701,1.00389,0.69339,0.73452,0.70519,0.62933,0.60389,1.78285,0.55535,0.63697,3.97996,0.44209,0.29988,0.41829,0.30334,0.82532,0.38816,5.27688,0.36051,1.0972,0.3737,0.33359,3.09794,0.32881,0.3475,0.30374,0.50838,0.54407,0.46494,0.43532,0.25423,1.23556,0.57434,0.29884,1.41099,0.64191,0.61747,0.47942,0.81496,0.51808,0.96922,0.73201,0.83242,0.93866,1.13067,0.67144,2.06505,1.38107,,2.82551,0.76803
2019-07-05,13.17889,5.29041,3.41476,2.65028,0.8225,0.89648,1.65008,2.01926,1.67837,0.88343,3.1435,2.01056,0.52948,3.44958,1.30121,2.61547,5.25125,2.04666,0.86892,0.54398,0.55994,4.26047,1.06331,0.72531,2.01491,1.24898,1.09377,1.66096,7.93925,1.53476,1.13148,1.39985,0.97772,13.86794,1.0401,1.92933,1.12423,1.64065,1.3862,3.03905,0.79929,1.41383,2.01926,1.18806,1.36213,1.35343,1.70158,1.29395,1.15566,1.7451,1.30266,1.06766,0.87763,1.48544,1.36939,0.72241,,2.3297,0.9255,,1.36358,0.72241,1.18806,,2.48056,11.06365,8.39555,0.80428,12.40412,35.71154,0.71192,0.42074,2.55522,25.01347,3.9765,0.76708,1.35223,1.42096,1.00719,0.69605,0.73363,0.70454,0.62888,0.60201,1.80242,0.55516,0.6365,4.0574,0.43918,0.29895,0.41859,0.30368,0.82596,0.38986,5.03625,0.36084,1.097,0.37406,0.33255,3.0883,0.32919,0.34802,0.30312,0.5084,0.54529,0.4635,0.4324,0.25471,1.23974,0.57416,0.29853,1.4066,0.64473,0.61555,0.47793,0.83991,0.51642,0.96031,0.73256,0.82685,0.92985,1.12566,0.67061,2.02797,1.36503,,2.87976,0.76708
2019-07-08,12.8729,5.16718,3.3668,2.58504,0.81228,0.88929,1.57418,1.97475,1.65071,0.87185,3.082,1.97329,0.52311,3.37552,1.29034,2.55453,5.07563,1.98867,0.86023,0.5391,0.55072,4.11224,1.05058,0.70039,1.95731,1.22786,1.084,1.61438,7.65632,1.48215,1.11742,1.36009,0.9416,13.36404,1.00118,1.87739,1.09127,1.58968,1.34486,3.10379,0.7745,1.41358,2.01107,1.17555,1.31068,1.30633,1.63472,1.26855,1.10798,1.67832,1.27872,1.02297,0.86168,1.4342,1.31068,0.70329,,2.31041,0.90091,,1.32812,0.79629,1.13486,,2.5865,10.84127,8.33451,0.7937,12.25173,35.1588,0.70651,0.41673,2.51574,24.82401,3.93645,0.75523,1.33938,1.41767,1.00712,0.696,0.7308,0.70141,0.62884,0.60197,1.76777,0.54742,0.63948,4.01223,0.44222,0.29925,0.41856,0.3043,0.8243,0.38838,4.71518,0.36082,1.10174,0.371,0.33253,3.0616,0.32917,0.348,0.3031,0.50837,0.53942,0.46347,0.43394,0.25214,1.24126,0.56931,0.29697,1.40495,0.64629,0.61399,0.48111,0.84715,0.49841,0.94887,0.68295,0.7992,0.90527,1.09169,0.65055,1.91226,1.34701,,2.85297,0.75523
2019-07-09,12.7041,5.12199,3.3716,2.58639,0.80988,0.83746,1.58203,1.97245,1.65024,0.86794,3.07842,1.98842,0.5196,3.3716,1.28739,2.58059,5.06103,2.00683,0.85633,0.53847,0.54718,4.12343,1.05081,0.70393,1.98261,1.22353,1.07404,1.64298,7.59808,1.5022,1.11468,1.36722,0.94341,13.38191,1.00001,1.93181,1.10452,1.66185,1.36648,3.11035,0.77069,1.35107,1.94778,1.16838,1.31207,1.31497,1.66185,1.26852,1.10669,1.68508,1.26562,1.02324,0.85923,1.43979,1.30626,0.70828,,2.29176,0.90712,,1.31642,0.87519,1.13209,,2.49641,10.73624,8.30986,0.78617,12.03585,34.64789,0.70038,0.41357,2.50704,24.78873,3.92446,0.75032,1.33606,1.41272,1.01344,0.69594,0.72657,0.69981,0.62576,0.60047,1.76446,0.55199,0.6364,4.04178,0.44218,0.29762,0.41532,0.30235,0.8162,0.38689,4.57939,0.36223,1.05834,0.374,0.3325,3.12757,0.32774,0.34797,0.30371,0.50832,0.53354,0.46342,0.4339,0.2518,1.23793,0.57086,0.29694,1.38462,0.64623,0.61393,0.48106,0.90858,0.49928,0.96373,0.69087,0.80117,0.90132,1.09318,0.64979,1.91875,1.33529,,2.8169,0.75032
2019-07-10,12.78608,5.10978,3.37548,2.57817,0.8075,0.83514,1.56649,1.97291,1.65137,0.87006,3.07285,1.99182,0.52233,3.24017,1.2789,2.62327,5.14615,2.01777,0.85551,0.53833,0.54997,4.11314,1.04756,0.69983,2.00492,1.20761,1.01701,1.65573,7.66175,1.46659,1.11158,1.37347,0.94863,13.06252,1.00391,1.88852,1.09121,1.70083,1.37939,3.09467,0.76676,1.31325,1.9249,1.1625,1.30072,1.35165,1.64555,1.24253,1.10819,1.68337,1.26289,1.00828,0.85405,1.42876,1.30218,0.71147,,2.2217,0.90789,,1.31382,0.96463,1.11303,,2.37593,10.65599,8.30221,0.78545,11.95441,34.64156,0.7023,0.41447,2.4945,24.85545,3.92724,0.74963,1.35278,1.42659,1.01762,0.70042,0.73792,0.70733,0.62985,0.60729,1.80326,0.55736,0.64206,4.10354,0.444,0.29917,0.41864,0.30488,0.82762,0.39286,4.89486,0.36373,1.08846,0.37707,0.33387,3.32676,0.3305,0.34779,0.30464,0.51364,0.53867,0.46694,0.43727,0.25315,1.25109,0.57321,0.29816,1.37472,0.64889,0.61492,0.48305,0.88461,0.49905,1.001,0.68674,0.80022,0.89334,1.09447,0.64873,1.8958,1.32546,,2.83989,0.74963
2019-07-11,12.80603,5.22547,3.37399,2.58944,0.81075,0.83695,1.56958,1.97083,1.65934,0.87188,3.01447,1.99994,0.52255,3.2066,1.27944,2.62874,5.27059,2.00896,0.8122,0.54001,0.54875,4.25024,1.04946,0.70158,2.01595,1.20957,1.02472,1.65061,7.73194,1.46138,1.08876,1.37405,0.95048,13.11461,1.00579,1.92862,1.08585,1.71756,1.39228,2.95333,0.76708,1.30584,1.94172,1.16154,1.30273,1.37405,1.63314,1.22413,1.10987,1.68554,1.26343,0.99269,0.85296,1.41626,1.31292,0.71468,,2.18916,0.90681,,1.31728,1.0611,1.10477,,2.32744,10.78341,8.33525,0.79389,12.02986,34.9518,0.70441,0.41548,2.53637,24.8907,3.9439,0.76321,1.34668,1.42539,1.02712,0.70141,0.75849,0.70989,0.63379,0.61394,1.81529,0.55815,0.65209,4.10936,0.44772,0.30572,0.40795,0.30242,0.8304,0.39342,4.86923,0.3657,1.08839,0.38372,0.33748,3.38478,0.33237,0.35151,0.30636,0.51275,0.53357,0.46599,0.43631,0.25544,1.2448,0.57725,0.30107,1.35792,0.6482,0.61887,0.48212,0.84277,0.50071,0.99706,0.6943,0.79474,0.89226,1.09908,0.649,1.8835,1.31728,,2.85725,0.76321
2019-07-12,12.89821,5.14475,3.39641,2.64213,0.81677,0.84293,1.5926,2.05209,1.67422,0.87635,3.01854,2.01721,0.52319,3.31938,1.28764,2.62615,5.47465,2.00948,0.81677,0.54063,0.55226,4.45733,0.99698,0.70486,2.03465,1.23241,1.04203,1.66114,7.95838,1.46931,1.0929,1.37484,0.95192,13.28043,1.01006,1.98378,1.0929,1.67132,1.38877,2.8674,0.77026,1.29323,1.97651,1.16556,1.30363,1.36176,1.63498,1.24549,1.10573,1.67422,1.27165,1.01442,0.86182,1.41553,1.34432,0.71649,,2.16981,0.91268,,1.33415,1.16556,1.1176,,2.29043,10.92041,8.33248,0.79874,12.04504,35.19579,0.70545,0.41662,2.58154,24.93354,3.95537,0.75912,1.33329,1.41505,1.02547,0.69545,0.76145,0.7072,0.63125,0.61295,1.80291,0.5588,0.65256,4.05766,0.44854,0.30297,0.40246,0.30001,0.82907,0.39717,4.82952,0.36657,1.07859,0.38463,0.33851,3.39264,0.33184,0.34773,0.30587,0.51193,0.53564,0.46524,0.4356,0.25375,1.23153,0.57632,0.3009,1.35729,0.64877,0.624,0.48456,0.75863,0.49994,0.98099,0.7005,0.8095,0.8967,1.1319,0.65065,1.87914,1.32543,,2.87547,0.75912
