Dates,601318 CH Equity,600036 CH Equity,600030 CH Equity,601166 CH Equity,601398 CH Equity,601328 CH Equity,300059 CH Equity,000001 CH Equity,600000 CH Equity,600016 CH Equity,601688 CH Equity,600837 CH Equity,601288 CH Equity,002142 CH Equity,601229 CH Equity,601211 CH Equity,601601 CH Equity,600999 CH Equity,601169 CH Equity,601988 CH Equity,601818 CH Equity,601628 CH Equity,600919 CH Equity,000166 CH Equity,000776 CH Equity,601009 CH Equity,601939 CH Equity,601788 CH Equity,601336 CH Equity,600958 CH Equity,600015 CH Equity,600109 CH Equity,601377 CH Equity,300033 CH Equity,601901 CH Equity,002736 CH Equity,000783 CH Equity,601108 CH Equity,601555 CH Equity,601066 CH Equity,600705 CH Equity,601162 CH Equity,600061 CH Equity,600926 CH Equity,601878 CH Equity,000728 CH Equity,601881 CH Equity,601838 CH Equity,600390 CH Equity,601198 CH Equity,601997 CH Equity,002958 CH Equity,601998 CH Equity,002673 CH Equity,601319 CH Equity,600369 CH Equity,601658 CH Equity,002939 CH Equity,000627 CH Equity,601916 CH Equity,601577 CH Equity,601236 CH Equity,600928 CH Equity,601077 CH Equity,002945 CH Equity,1299 HK Equity,5 HK Equity,939 HK Equity,2318 HK Equity,388 HK Equity,1398 HK Equity,3988 HK Equity,2628 HK Equity,11 HK Equity,2388 HK Equity,3328 HK Equity,2882 TT Equity,2881 TT Equity,2886 TT Equity,2891 TT Equity,2884 TT Equity,2892 TT Equity,5880 TT Equity,2880 TT Equity,5876 TT Equity,2885 TT Equity,2801 TT Equity,5871 TT Equity,2887 TT Equity,2883 TT Equity,2890 TT Equity,2888 TT Equity,2823 TT Equity,2834 TT Equity,6592 TT Equity,2812 TT Equity,2809 TT Equity,2845 TT Equity,2889 TT Equity,9941 TT Equity,2838 TT Equity,2867 TT Equity,6005 TT Equity,2849 TT Equity,2905 TT Equity,2820 TT Equity,2855 TT Equity,2897 TT Equity,2850 TT Equity,2851 TT Equity,2836 TT Equity,6024 TT Equity,2832 TT Equity,2816 TT Equity,2852 TT Equity,601375 CH Equity,601099 CH Equity,600909 CH Equity,600816 CH Equity,002839 CH Equity,002797 CH Equity,002500 CH Equity,000750 CH Equity,000712 CH Equity,000686 CH Equity,000562 CH Equity,23 HK Equity,3328 HK Equity 
2019-07-01,234833.6001,134040.9352,39767.0886,56364.436,296426.7943,61927.4563,13712.1247,34908.684,50164.6105,39003.2321,27404.9099,20933.7001,181565.0968,18852.6792,19394.5567,23043.0868,45157.7853,15709.8479,18391.3753,151068.2552,28193.5555,108815.3511,12350.3391,17674.7706,14296.0926,10386.5792,218046.7711,7223.3551,22655.7335,10198.8206,17449.4987,4374.3014,6734.1051,8031.3989,8734.6756,16084.7673,6391.6984,5908.5949,4588.6422,20855.5663,7257.8841,8580.7902,8816.16,6349.3877,4616.8592,4607.3082,14028.2884,4707.9417,5361.3266,4898.6939,4156.5675,6048.7827,38664.8137,5274.4555,53824.7356,4168.9292,48241.0017,8315.9686,4780.7656,9895.1469,4873.8802,,5332.0101,5453.0358,7313.8053,,,,,,,,,,,,17277.4992,15243.7819,13534.5602,13469.3686,9067.97,9040.6189,8379.4597,7714.5794,7305.1839,7132.407,6573.8513,5440.6394,5175.9115,4578.3155,4719.1118,3743.3906,3637.1101,2810.9267,1568.4677,1413.6552,1249.701,1295.0816,971.7725,1026.023,1013.6607,809.7812,709.3761,996.3277,483.2455,646.6312,609.9708,639.6033,406.5424,340.3639,323.0026,256.8514,242.5521,137.8626,143.5545,2386.3554,3591.3572,3530.2596,4118.7956,1516.9139,3312.3972,3418.399,3156.2576,1719.6316,3081.1164,,,
2019-07-02,235792.6646,132858.6543,39412.5936,55766.5967,295704.966,62332.1639,13532.8357,35425.0594,49582.0826,39040.7987,27007.1653,20583.1869,181959.4966,18832.1448,19493.4517,22771.9582,45033.4509,15503.1897,18365.1413,151091.0906,28135.1251,108000.897,12328.8612,17565.9367,14228.6442,10453.1211,207372.955,7195.0361,22585.1043,10087.9144,17417.8092,4312.3412,6625.5445,7814.0899,8671.6738,15796.3044,6299.4822,5817.1774,4548.2322,20911.7328,7274.5722,8358.2424,8671.9815,6344.639,4573.4518,4602.823,13830.2303,4693.3514,5344.7114,4935.6782,4157.7324,6054.2865,38559.8002,5232.6341,53164.3567,4147.7959,48715.9841,7888.3299,4694.065,10054.011,4848.8191,,5309.0192,5512.1138,6780.4452,133569.9234,169529.3085,207372.955,235792.6646,45157.0746,295704.966,151091.0906,108000.897,47961.4951,42014.6376,62332.1639,17272.8446,15257.5412,13612.5378,13512.9517,9041.2466,9068.6665,8366.7646,7740.1488,7311.7776,6724.4528,6611.3426,5507.9038,5162.4694,4606.5661,4723.3714,3723.0557,3676.3653,2731.0181,1688.953,1397.8838,1250.829,1290.9812,963.5595,1031.3756,1010.2398,825.8048,707.0237,997.227,486.3466,649.3795,608.3093,619.1783,386.5384,339.7195,322.288,257.9364,242.771,137.987,144.1695,2359.2919,3580.2273,3487.7084,4113.9885,1509.5829,3281.7483,3403.6894,3128.0757,1754.7156,3166.9158,,8132.0852,62332.1639
2019-07-03,234888.9072,131305.1408,38227.1965,55337.865,284600.3613,62293.6013,13194.6505,34958.6501,49309.7206,39096.1363,26132.0202,20089.0113,182691.5105,19038.8637,18787.3352,22320.0244,44481.4717,15411.6685,18404.7079,150861.5539,28243.0631,106858.5403,12314.1695,17235.6241,14004.097,10526.9511,205021.6296,7081.563,21916.1685,9875.4675,17464.137,4241.2758,6549.5263,7551.6503,8541.7084,15765.5641,6203.5982,5711.1478,4468.6973,20664.0001,7122.4116,8190.1994,8557.2163,6344.5338,4524.4047,4553.3209,13475.5489,4693.008,5256.633,4837.6134,4143.4247,5958.2631,38558.2245,5195.8647,51765.4147,4085.4275,48841.1431,7820.3001,4616.6723,10058.3948,4862.9303,,5263.9398,5514.5173,6948.9333,134403.2695,169992.5245,205021.6296,234888.9072,45112.2263,284600.3613,150861.5539,106858.5403,47810.7794,41965.1623,62293.6013,17074.5208,15175.7694,13627.385,13484.2627,9091.7197,9029.5679,8349.0013,7723.7159,7335.836,6672.5842,6613.0516,5433.9889,5169.5846,4572.7191,4677.0868,3679.6563,3697.2768,2704.6523,1885.8857,1406.2568,1248.1734,1282.9822,966.0492,1020.3517,1012.4216,816.4215,705.5226,988.8117,487.9733,622.0807,607.0178,610.8778,386.7341,338.9983,322.2731,256.8212,241.6704,138.0366,144.3478,2311.9522,3526.4323,3436.1928,4045.5025,1494.652,3237.1191,3350.3037,3099.8434,1837.2609,3149.537,,8209.929,62293.6013
2019-07-04,233883.7336,130927.7795,38343.3937,55295.0519,285063.3375,62362.2962,13281.6884,34958.023,49635.6217,39027.0433,26073.9122,19917.9621,182910.601,18588.9006,18503.7374,22474.9189,43978.0815,15340.185,18461.4576,151076.3722,28266.9555,106142.7515,12381.9539,17279.932,14008.4167,10615.8754,204998.5228,7097.2739,21547.1271,9805.4688,17488.7898,4264.8682,6558.7718,7446.5208,8565.7462,15692.3525,6180.167,5729.6558,4523.0299,20517.8552,7223.9077,8141.4538,8655.4195,6122.0466,4569.5992,4579.3393,13470.886,4736.4308,5209.5036,4844.4423,4205.4715,5942.4192,38693.1034,5213.3917,52177.8721,4115.8403,48808.5834,7542.2934,4594.4292,10073.1216,4675.6006,,5303.7102,5484.0615,6766.2083,133513.3169,170501.326,204998.5228,233883.7336,44919.7455,285063.3375,151076.3722,106142.7515,47856.2263,41958.7103,62362.2962,17179.9746,14603.4408,13652.7722,13519.1005,9198.5894,9051.7425,8391.5919,7762.8468,7469.6978,6749.5052,6614.7539,5497.6249,5188.9954,4487.2329,4714.5566,3731.8874,3683.8665,2736.2079,1976.7723,1406.6188,1252.1667,1288.572,966.2979,1029.4508,1012.6822,824.2637,704.9574,995.366,494.7488,624.4014,609.382,615.6936,390.3919,339.0855,323.0255,256.8873,233.5383,138.0721,144.385,2458.3771,3531.4104,3509.5481,4003.4583,1504.6534,3287.5617,3367.3829,3104.2192,1850.286,3232.3216,,8184.7461,62362.2962
2019-07-05,235143.1007,131866.9775,38137.982,55057.512,283547.1651,62044.649,13297.5598,34671.5977,49263.6025,37134.2353,26127.5207,19943.5407,181847.0918,18529.3069,18485.6334,22132.6798,44013.3988,15282.5146,18371.602,149836.0042,28113.8639,107731.9488,12275.2725,17190.308,13935.1819,10594.1468,203855.8932,7038.9013,21643.917,9815.9824,17410.402,4233.6468,6547.4595,7455.4021,8562.1688,15820.4712,6216.5032,5888.3007,4425.8443,20327.4507,7174.7062,8032.697,8535.6919,6094.9782,4540.4434,4554.8945,13146.7473,4674.0864,5198.2401,4812.9086,4191.9893,5931.4275,38361.4129,5201.758,52080.1231,4078.0787,48852.4203,7229.9945,4572.5331,10060.7172,4665.5746,2624.8055,5280.26,5413.1712,6697.5165,133736.5465,169901.9794,203855.8932,235143.1007,44928.983,283547.1651,149836.0042,107731.9488,47821.8186,42042.6625,62044.649,17066.0748,14541.5915,13697.5389,13570.8453,9187.3366,9043.3677,8385.6403,7738.6938,7551.7071,6747.2474,6609.8734,5604.607,5154.8267,4473.2714,4717.9643,3736.0067,3686.722,2748.2036,1886.6301,1407.8965,1251.9314,1289.8059,963.2914,1026.2478,1013.8456,825.5033,703.5085,995.4091,495.8611,622.4587,605.2849,616.8739,391.711,338.9774,322.6879,256.088,234.5622,137.6425,143.9357,2523.2063,3520.0891,3477.2862,4006.491,1494.5855,3256.6995,3352.4841,3100.3826,1817.0593,3194.7984,,8341.8762,62044.649
2019-07-08,230693.4754,128785.9064,37576.6905,53702.154,280320.2943,61347.5472,12685.8735,33907.1899,48451.6824,36646.7431,25590.0926,19579.2947,179691.6808,18131.5218,18331.2711,21573.7063,42584.7195,14860.8488,18187.7776,148470.2297,27711.9959,104351.3332,12128.3909,16618.689,13549.7663,10414.9518,201219.183,6846.7733,20925.8905,9483.3932,17194.0529,4113.3994,6305.5889,7184.5089,8241.7906,15394.5858,6034.2336,5705.3517,4293.8723,20719.4736,6952.1232,8031.2995,8501.0644,6030.794,4368.9486,4396.3686,12658.1215,4582.3035,4983.7616,4628.7283,4114.9468,5683.185,37719.6631,5022.3279,49961.4033,3970.1722,48625.2018,7170.134,4451.0819,9744.6959,4544.2394,2893.2506,5043.8267,5334.0856,6983.5365,131048.4683,169042.9378,201219.183,230693.4754,44233.5856,280320.2943,148470.2297,104351.3332,47459.6102,41619.2481,61347.5472,16903.7996,14507.8355,13696.6602,13569.9748,9152.0147,9003.2131,8385.1024,7738.1974,7406.5128,6653.1088,6640.8482,5542.2078,5190.5414,4477.7838,4717.6617,3743.6318,3679.3273,2737.7734,1766.3569,1407.8062,1257.3416,1279.2376,963.2296,1017.3736,1013.7806,825.4503,703.4634,995.3453,490.5263,622.4188,607.447,610.6428,392.1926,336.1152,320.9988,255.7887,235.1306,137.2922,144.8924,2536.3234,3397.3125,3435.8433,3735.1528,1444.5957,3170.629,3251.3137,3007.6448,1713.3873,3152.6175,,8264.2747,61347.5472
2019-07-09,227257.2163,127557.674,37611.7452,53730.2543,279143.0142,59141.0437,12749.1199,33867.8196,48438.0258,36467.802,25586.0344,19705.2917,178553.0337,18110.4689,18289.367,21734.1391,42406.6788,14991.9363,18105.2856,148074.6313,27546.5173,104519.644,12131.064,16690.8892,13709.8304,10378.2367,199313.1958,6964.0674,20757.6691,9598.1685,17151.7555,4134.9606,6317.7065,7194.1131,8232.2209,15840.8685,6107.4831,5964.3899,4362.908,20756.8262,6917.9944,7676.1346,8233.513,5994.0077,4373.5517,4425.4561,12806.365,4582.2257,4977.9749,4647.3713,4072.8037,5684.6495,37586.1524,5041.9092,49799.4557,3998.3356,48244.836,7112.2615,4481.7678,9299.4294,4504.2007,3179.9351,5031.5196,5262.484,6740.301,129778.7904,168542.9883,199313.1958,227257.2163,43590.7965,279143.0142,148074.6313,104519.644,47392.158,41492.4091,59141.0437,16861.882,14457.2097,13782.5739,13568.6692,9099.0404,8982.5615,8343.9865,7718.9422,7392.646,6708.6867,6608.8134,5583.0304,5190.042,4453.3586,4681.0606,3719.6795,3643.1856,2727.2572,1715.4876,1413.324,1207.8102,1289.599,963.1369,1039.2946,1009.3695,825.3709,704.8844,995.2495,485.1767,622.3589,607.3886,609.8101,391.1415,337.0296,320.9679,252.086,235.1079,137.279,144.8785,2706.2966,3403.2611,3489.6646,3778.4433,1448.1654,3156.7808,3255.7498,3004.1526,1719.2006,3125.1784,,8159.8041,59141.0437
2019-07-10,227538.6794,127491.0856,37709.9132,53559.3342,278665.9938,59025.8708,12623.949,33875.657,48471.012,36580.3697,25515.9601,19773.1352,179450.6282,17404.4763,18168.7139,22049.2235,42967.54,15065.0447,18088.0167,148120.5043,27652.3771,104212.0289,12093.5298,16591.3423,13837.8678,10243.1691,198592.0066,7020.564,20839.6358,9385.1033,17104.1293,4153.8683,6352.6355,7022.4103,8264.3203,15485.8797,6033.9143,6104.2921,4404.1262,20657.5139,6882.6638,7461.262,8136.7834,5963.8739,4335.7438,4548.894,12708.7593,4488.3133,4984.6889,4642.6801,4064.0306,5601.5481,37459.39,5003.2833,49718.3777,4016.3221,48511.3706,6894.8509,4485.5343,9219.0276,4495.2977,3504.8927,4946.8217,5270.4293,6415.0092,128816.3045,168387.7525,198592.0066,227538.6794,43582.8355,278665.9938,148120.5043,104212.0289,47519.7057,41521.8178,59025.8708,17072.9871,14599.1903,13839.3855,13655.9921,9241.1635,9079.1882,8398.618,7806.5204,7555.2024,6773.973,6667.5801,5668.3329,5211.4353,4476.534,4718.504,3750.8049,3694.1379,2769.3842,1833.6644,1419.1497,1242.1897,1300.1786,967.107,1105.4858,1017.8614,824.9538,707.0425,1005.657,489.8387,627.0866,612.102,613.1008,395.2975,338.4188,322.2909,250.2842,236.077,137.5019,145.4757,2635.8409,3401.6623,3624.6352,3755.8498,1446.4453,3128.8263,3259.5922,2999.2289,1698.6338,3102.1702,,8226.4002,59025.8708
2019-07-11,228316.7819,130010.2748,37756.4919,53793.6091,279725.721,59572.4188,12648.8277,33839.9712,48705.091,36705.1713,25106.5345,19840.8544,179591.4906,17224.1787,18176.3831,22142.2557,43938.2069,14998.5722,17172.4043,148559.9296,27616.2007,107378.58,12115.4383,16646.2836,13930.212,10259.8393,200696.7091,7001.0959,21029.1757,9352.3394,16752.9963,4155.6217,6365.0645,7050.4148,8279.7911,15814.6779,6004.2669,6164.3329,4445.2854,19762.5022,6885.5691,7419.1727,8207.8994,5958.924,4342.4258,4624.2933,12636.8846,4421.8558,4992.249,4648.6542,4065.7461,5514.9616,37511.8738,4959.521,50153.1191,4034.4511,48894.7239,6793.8658,4480.2363,9691.7391,4507.1558,3855.4227,4910.0948,5305.4128,6284.0965,130356.6614,169057.9921,200696.7091,228316.7819,43973.1564,279725.721,148559.9296,107378.58,47587.0958,41698.0224,59572.4188,16995.9259,14586.9037,13968.667,13675.3692,9498.7288,9111.9662,8451.0678,7892.0507,7605.6042,6783.5849,6771.7508,5676.376,5255.0719,4574.5703,4597.9823,3720.5427,3706.5769,2773.3138,1824.0648,1426.848,1242.1122,1323.1089,977.5729,1124.7673,1023.6432,833.7737,711.0396,1003.9269,485.2019,625.811,610.7576,618.6398,393.3111,340.8029,325.4322,247.2254,235.8254,138.3838,145.1965,2523.8057,3413.0198,3610.3534,3797.2385,1436.5319,3125.0491,3273.3203,3000.4949,1687.6132,3083.0396,,8276.6901,59572.4188
2019-07-12,229428.3105,128660.5011,37963.8651,54888.2089,281438.753,59663.9184,12834.3003,35235.1774,49141.9553,36893.6686,25126.7643,19988.0689,179833.5053,17829.9682,18292.9084,22082.8171,45607.6617,15009.3046,17268.86,148786.2269,27721.7952,112027.0115,11509.5522,16732.7053,14033.68,10453.5989,202028.4005,7040.2778,21592.2689,9400.7086,16816.6382,4158.0106,6374.7238,7139.5605,8314.8914,16267.0038,6043.2345,5998.3577,4434.0774,19216.6953,6914.0982,7347.5177,8354.9826,5979.5674,4345.425,4582.932,12643.3541,4499.0399,4973.6631,4617.4437,4092.2205,5635.6496,37810.741,4956.97,51266.7039,4044.6442,48671.3651,6733.787,4509.236,9688.5188,4564.8563,4234.9598,4967.1227,5341.9896,6184.1646,132012.7503,169001.818,202028.4005,229428.3105,44280.1146,281438.753,148786.2269,112027.0115,47669.0162,41819.286,59663.9184,16826.9919,14481.0488,13946.1797,13559.193,9535.7357,9077.4343,8417.2292,7879.3458,7553.7429,6791.4774,6776.6089,5604.9606,5264.7038,4533.4819,4536.1466,3690.8685,3700.6099,2799.7286,1809.1877,1430.2266,1230.9266,1326.2418,980.5387,1127.3777,1021.9953,824.7945,709.8949,1002.3108,487.0824,624.8035,609.7744,614.5362,389.1174,340.2543,325.2433,247.1115,236.0314,139.5324,145.9324,2288.0633,3407.7619,3552.1669,3831.1308,1463.2154,3140.5953,3371.0537,3008.1257,1683.7112,3102.1001,,8329.4698,59663.9184
