,X1398.HK.EQUITY,X601398.CH.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X939.HK.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X1398.HK.EQUITY,0,0,0,0,0.190938652667994,0,0,0,0.0326454712362125,0,0,0,0.0173562993634957,0.0288254404560266,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210222946963295,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0757408212388601,0,0,0,0,0.0268043941964412,0,0.0937762661014883,0,0,0,0.14017235391647,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.200946011329721,0,0,0,0,0,0,0.1898887894093,0,0.258492540975436,0,0,0,0.0062612612398456,0,0,0,0,0.133949975916503,0.119391012736061,0,0,0,-0.00353333550974768,0,0,0
X2318.HK.EQUITY,0,0,0.262661564792084,0,0,0,0,0,0,0,0,0,0.00417905974032159,0,0,0,0.0446310760053525,0,0,0,0,0.0663362781344878,0,0,0,0,-0.019928343174125,0,0,0
X939.HK.EQUITY,0.249796591820956,0,0,0.0468833524532424,0,0,0,0,0.060530366104857,0,0,0,0.0275522802992241,0.033772078698335,0,0,0,0,0,0,0,0,0,0,0,0,-0.00526239822381563,0,0,0
X601939.CH.EQUITY,0,0,0.0234484395682232,0,0,0,0,0,0,0,0.0711773280856956,0,0.0245877131796656,0,0,0,0.331761047740208,0,0,0,0,0.037944966994608,0,0,0,0,-0.00178595476835754,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.274800752218679,0,0,0,0,0.0333474739782568,0,0.0881684610573631,0,0,0,0.0068841122665005,0,0,0,0,0.0445167118306096,0,0,0,0,-0.00535040765620001,0,0,0
X5.HK.EQUITY,0,0,0,0.0150564723224125,0,0.0458494663293893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115743748873748,0,0,-0.00146209036122718,0,0,0
X3988.HK.EQUITY,0.126944927971603,0,0,0,0,0,0,0,0,0,0,0,0,0.187151652193291,0,0,0,0,0,0,0,0,0,0,0,0,-2.544616109607e-08,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.118513482099848,0,0,0,0,0,0,0.164285554188073,0,0,0,0,0,0,0,0,0,0.0124224801193728,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.256216957177283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232077016710052,0,0,0,0,0,0,0,0,0,0.00396090777982785,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103134035895609,0,0,0,0,0,0,0,0.175575038533117,0,-0.00201246176261325,0,0.0115313092787942,0
X601628.CH.EQUITY,0,0,0.111220401031302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669035748864308,0.224188024828663,0,0,0,0,0.410080144763746,0,0,0,0,0,0,0
X2628.HK.EQUITY,0,0,0.084754333008501,0,0,0,0,0,0,0,0,0,0.117952198158,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106310187501798,0,0,0
X3328.HK.EQUITY,0,0,0,0,0.0984196844954967,0,0,0,0,0,0,0,0.0187867921290782,0.0397784834847083,0,0,0.145965960653203,-0.00683082722907582,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0504924579849425,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0711009902790236,0,0,0,0.170593494146797,0,0,0,0,0.00125003741776358,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.218549809097383,0,0,0,0,0,0,0,0.0824902864808325,0,0.135227968881972,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00583505093704872,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.538743420388198,0,0,0,0,0,0,0,0,0.169855858307511,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0699924105267614,0,0,0,0,0,0.00975407471726544,0,0,0,0,0,0.136211878718269,0,0,-0.00125175803908255,0,0,0
X16.HK.EQUITY,0,0,0,0.00111574678775275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534924965786747,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.116991688193283,0,0,0,0.111317206423144,0.00100242291090185,0,0,0,0,0,0,0,0,0.00544703263755445,0,0,0
X000002.CH.EQUITY,0,0,0.533622294190109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904533442056654,0,0,0,0,0,0,0,0,0.00893510997497378,0,0,0
X601601.CH.EQUITY,0,0,0.0768141578056992,0,0,0,0,0,0,0,0,0,0.438734635528263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0586015454836575,0,0,0,0,0,0,0,0,0.0323556394696817,0,0,0,0,-0.0102117915319336,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0455064988310124,0.293815692799048,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205564684645489,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161394096025203,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457145570520419,0,0,0,0,0,0,0,-1.7273252997756,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0.0344945168258663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406923592178221,0
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3227900781057e-06,0.999969043195133,0,-0.999964858878009
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3941482097559e-06,0.999786622812435,-0.999813552784036,0
