,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X3988.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X3328.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.344459411624894,0,0,0,0,0,0,0,0,0,0,0,0.104586521975169,0,0,0,0,0,0.105701450464589,0,0,0,-0.00276721742400554,0,0,0
X1398.HK.EQUITY,0,0,0,0,0.0627491297289586,0.634835200397193,0,0,0,0,0,0,0,0,0,0,0,0.0416764573878575,0.0485345036733904,0,0,-0.00586037584901434,0,0,0,0.00563208673198172,0.00814534969663978,0,0,0
X601318.CH.EQUITY,0,0,0,0.256587323894737,0,0,0,0,0,0,0,0,0.347167124265499,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0531692197516779,0,0,0,0,-0.0128119298600285,0,0,0
X2318.HK.EQUITY,0,0,0.35347217147252,0,0,0,0,0,0,0,0,0,0.145503274482781,0.0370842749236688,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127763147936376,0,0,0
X601939.CH.EQUITY,0.198158827598594,0,0,0,0,0,0.206160186505179,0,0,0.154166999260432,0,0,0.120859124298714,0,0,0,0.0318104868421026,0,0,0,0,0.0930260080938435,0,0,0,0,0.00273489878231059,1.82892696283113e-05,0.033356716547878,0
X939.HK.EQUITY,0,0.588931308812515,0,0,0,0,0,0,0,0,0,0,0,0,0.0976230079125728,0,0,-0.0109508003336667,0,0,0,0,0,0.0103180820832767,0,0,0.00507273669771557,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.180419086800902,0,0,0,0,0,0,0,0.102140939675268,0,0,0,0.0248955520149196,0.0042943541887848,0,0,0,0.0888235095374595,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0338673845318264,0,0,0,0.118848963905359,0,0.0937420542156442,0,0,0,0,0,0.00867457366507758,0.112773615160973,0,0,0,0,0.0835006143849786,0,0,0.00571727825035039,0.0368675793645836,0,0
X3988.HK.EQUITY,0,0,0,0,0,0.550997173403068,0,0,0,0,0,0,0,0.121459527518061,0,0,0,0,0,0,0,0,0.00186928168752567,0,0,0,-0.00767889867614434,0.0757262282532466,0,0
X601988.CH.EQUITY,0,0,0,0,0.0300098344541193,0,0,0,0,0,0,0,0.149506557859505,0,0,0,-8.67361737988404e-19,0.0303110208556764,0.0804652029313296,0,0,0.0526503205604155,0,0,0,0,0.0067611057525694,0,0,0
X600036.CH.EQUITY,0,0,0.260799578261553,0,0,0,0,0,0,0,0,0,0.0835181755792667,0,0,0,0.287635049195539,0.00532724117577397,0,0,0,0,0.0408904474063571,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0977125902050344,0,0,0,0,0,0,0,0,0,0.0329029139969075,0.0147083915200581,0,0,0.174678828178126,0,0,0,0.184048277087242,0,0,0.111726805315622,0,0,0,0,0.00525858289788765,-0.215811340247689
X601628.CH.EQUITY,0,0,0.234424164995577,0,0,0,0,0,0,0,0.194096119767044,0,0,0.119625963768038,0,0,0.00566883544743826,0.183578733625523,0,0,0,0,0.550536040818191,0,0,0,-0.00111762292179683,0.172004669377745,0,0
X2628.HK.EQUITY,0,0,0.163374833054576,0.215277397217625,0,0,0,0,0,0,0,0,0.197035271333601,0,0,0,0,-0.0717815299182863,0,0,0,0.108370468601737,0.0807702836635438,0,0,0,-0.00248427922785107,0.0420827188792304,0,0
X3328.HK.EQUITY,0,0,0,0,0,0.184008316613991,0,0,0,0,0,0.124172472207829,0.0457328728488259,0.181120207175335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600639414872719,0
X601328.CH.EQUITY,0,0,0,0,0.118356050840621,0,0,0,0,0,0,0,0.0381908008215902,0,0,0,0.238510342869122,0,0,0,0,0,0,0,0,0,-0.00232000639346207,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.44870540006059,0,0,0,0,0,0.140691150535176,0,0.0295457312999804,0,0,0,0,0,0.335472665121526,0,0,0.0528116768352879,0,0,0,-0.0208155557788939,0,0,0,0
X601319.CH.EQUITY,0,0,-1.0041186507051,0,0,0,0.464705548609158,-0.0730671382885172,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05465813150321,0.819622798493208,0,0,0,0.033623824136216,0.0890986855183063,0,0.302311313172499
X600000.CH.EQUITY,0,0.187183551929758,0,0,0,0,0,0,0,0,0.233699689575694,0,0,0,0.0475691307741406,0,0.200064169721494,0,0,0,0,0,0.00454922971990939,0.156228204548407,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0942062723539237,0,0,0,0,0,-0.0159313725540591,0,0,0.10783290852847,0,0.0589473412138857,-4.33680868994202e-19,0.180190512311105,0,-0.00456403482311844,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350062163856573,-0.09311624495626,0,0.0289995351405832,0,0.0996850348968881,0,0,0,0,0.0119737338156909,0.075627477287877,0,0.0625586704530532
X000002.CH.EQUITY,0,0,0.127444478557621,0,0,0,0,0,0,0,0,0,0.0915878073155907,0.125992792504682,0,0,0.0922413942936287,0.0180117153780822,0,0,0,0,0,0,0,0,0.0575804430607601,0,0,0
X601601.CH.EQUITY,0,0,0.318468231899863,0,0,0,0,0,0,0,0,0,0.187821231196199,0.0247693789931439,0,0,0,0,0.0390504698869404,0,0,0,0,0,0,0,0.010503625319997,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.0683101906396195,0,0,0.144768144201394,0,0,0,0,0.218672556559112,0,0,-0.0566532154070363,0,0,0,0,0,0.010836187431681,0,0,0,-0.0105584262701744,0,-0.0365782314346172,0
X267.HK.EQUITY,0,0,0,0,0,0.294570850560159,0,0,0,0,-0.0294661823205855,0,0,0.0883228268628908,0.133566480047377,0,-0.0919661161266578,0.0174935044223751,0,0.0158399415495927,0.0717273339865468,0,0,0,0,0,0.0001405507345101,0,0,0.00420622647212205
FXI.US.EQUITY,0,0,-0.0747859849867428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190798496380558,0,0,0,0,0,0,0,0,-0.208354131165067,0,0,0
VXFXI.INDEX,0,0,-1.11905285342122,0,0,0,0,0,0,0,-0.435209787379242,0,0,0.845362046202692,0,0,0,0.10837313169169,0,0,0,0,0,0,0,-3.8190624126201,0,0.105399043501169,0,0
CN10YR,0,0,0,0,0,0,0,0,0,0,4.59806473942656e-07,0,2.38976615637689e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26028387632092e-06,0,0.999970127559736,0.999959817247749
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56744015122695e-07,0,0,0,0,0,0,0,0,-3.98160234389753e-07,0.999990035603657,0,-0.999982437363438
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18978081614435e-07,0,0,0,0,0,0,-2.63055096303513e-06,0,0,0,0,3.43637843171846e-07,0.999997091299809,-0.999996923600432,0
