,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0,0.00245680994650293,0,0,0.0576210296174304,0.0816557759135687,0.120176791023122,0,0,0.076537207841781
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0.115477341328231,0,0
X3988.HK.Equity,0,0,0,0.143811830591008,0.153588265338679,0,0,0,0,0,0.011874916673366,0.056108583548694,0,0
X939.HK.Equity,0,0,0,0,0.0649845501245754,0.230721550587298,0,0,0,0.0804782526727581,0,0,0,0
X2628.HK.Equity,0,0,0,0.212523858186655,0,0.169044110070317,0,0,0,0.273758206896054,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0408546874370898,0.0229203311732785,0,0,0,0.0296260697428004,0.0465083188197645,0,0,0.0256753642087146
X2388.HK.Equity,0.226391819398458,-0.037216972984526,0.0491348210442543,0,0.0207347496727241,0.0729489299857344,0,0,0,0,0.114005472327268,0.0629907228246886,0,0
X2318.HK.Equity,0,-0.0187035128197103,0,0,0.388528092802516,0,0,0,0,0,0.111657470247327,0,0,0.146412762130093
X2882.TT.Equity,0.505801256373356,0.0336358662124924,0,0,0,0.289437990840877,0,0,0.242420910057913,0.0892629594561605,0,0,0,0.0720189527660974
X600036.CH.Equity,0,0,0.452228925534741,0,-0.132582558719013,0.0655943232556084,0,0,0.277693325882336,0.198800587137149,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0585915052053423,0,0,0,0.154329538931414,0,0,0,0.282473622519764,0.114451521153914,0.127047025563418,0,0
