,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.041096998280816,0,0,0,0,0.0195706224965241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641525645436309,0.0740985256088379,0,-0.0182451778323219,0,-0.00186303302712551,0
X1398.HK.EQUITY,0,0,0,0,0,0.56156814971885,0,0,0,0,0,0,0,0,-0.0205272519744388,0,0,0,0.015750710378113,0,0,0.0297094242313644,0,0,0,0,-0.0403825208761078,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0477899992624712,0,-0.0348121575661662,0,0,0.183944366993381,0.0531904646062752,0,0,0.0252847810483443,0.0252734319193328,0,0.337965599222605,0,-0.0512100173249163,0.0265858497882795,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0.0247127344319324,0.137468505462737,0,0,0,0,0,0.0353749577701216,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614333352695808,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044331028612266,0,0.0151689016580063,0.123837614483971,0,0,0,0,0,0.10316372659187,0.0359162078786541,0,-0.0181628109833458,0,0,0
X939.HK.EQUITY,0,0.658195470686919,0,0,0,0,8.67361737988404e-19,0.0273119038991694,0,0,0,0,0.111922652473536,0,0.00273681025978459,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0251476202160031,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.493705133439099,0,0,0,0,0,0,0,0,0.580644635275541,0,0,0,0,0,0.356120128906093,0,0,0,0,0,0,0
X2628.HK.EQUITY,0,0,0.163711266312908,0,0,0,0.303138166644348,0,0,0,0,0,0,0,0.111732916490914,0,0,0,0,0,0,0,0.0639841715317802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.023265347523331,0,0.146748782127097,0,0,0,0,0,0.104503692690393,0,-0.0304758942784608,0,0,0,0,0.0160082130366761,0,0,0,0.00673581864542538,0,0,0.113249786467248,0,-0.00830283762886303,0,0,0
X600036.CH.EQUITY,0,0,0.160179862562177,0,0,0,0.141290427957015,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.262016057742727,0,0,0,0.146388691851981,0.0100114734952619,0.0430635957408234,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.102458547659753,0,0,0,0,0.219495068020904,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0428138724282981,0.0456288185201536,0,0,0,0,0,0
X3988.HK.EQUITY,0,0.385572432797033,0.0878240110678354,0,0,0,0.0383233898972626,0,0,0,0,0,0,0,0.073374437145025,0,0,0.0246727727210331,0.014870641951096,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539981381733518,0.302905423629551,0,0,0,0.101082428386153,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0.441413459733724,0,0,0,0,0,0,0,0,0.271829918131075,0,0.0149511334789331,0,0,0,0.0620087069998137,0,0,0.0368498845171468,-0.162281769743694,0,0,0,-0.0553549154592261,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.045692159849965,0.558093162541123,0,0,0,0,0.061375275820303,0.0785634274185822,0,0,0.117657439272923,0,0,-0.213212544901754,0,0,0,0,-0.354234027254373,0,0.0104834074095032,0,0.0437585245302591,0
X601166.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0742157403485472,0.00511959117991079,0,0,0,0.141820224886091,0,0,0,0,0,0.0680638873731459,0.285859864738221,0,0,0,0,-0.0218021363855959
X600030.CH.EQUITY,0,0,0,0,0,0,0.169205297901474,0,0,0,0,0,0,-0.0427848875757096,0,0,0,0,0.487183470898989,0,0,0,0,0,0.321753126081889,0,0.0694363269970381,0,0,0
X000001.CH.EQUITY,0,0.048369720865921,0,0,0,0,0,0.0713575403397465,0,0.857559448215061,0,0,0,0,0,0,0.0673158305086768,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920405703220739,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,-0.0404556898199852,0.115414484013483,0,0,0,0,0,0.0710840210947397,0.00627484252499227,0,0,0.080500914297705,0.106744643439559,0,0,0,0,0,0,0,0,0,0,-0.0372498900490846
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228256734575966,0.0368217573273945,0.00241899172464681,0,0,0,0.107139340529596,0.0496270102583239,0.00805356460241554,0,-0.0227675386286548,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0.143886326547557,0,0,0,0.0541833453452009,0,0,0,0.0747907761388734,-0.0927856108599487,0,0,-2.16840434497101e-19,0.00510235782930064,0,0,0,0,0,0,0,-0.0848994315755722,0,0,0
X601601.CH.EQUITY,0,0,0.241795724846418,0,0,0,0.215029623485827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467748113437308,0,0.00750833315912788,0.0476245730624304,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.00167498565234447,0,0,0.303268396052404,0,0,0,0,0,0.15025794943544,0.0242819220245214,0,0,0,0,0,3.46944695195361e-18,0,0.102294841790333,0,-0.0214206601283495,0,0.0388935752253806,0
X601319.CH.EQUITY,0,0,0.314096319793878,0,0,0,0.0509094923846463,0,0,0,0,0,0,0,-0.0226870239303752,0,0.0897376277444737,0.272050864507534,0,0.0574345774282457,0,0,0.0503090774209521,0,0,0,0.0194033953571926,0,0,-0.171027395053037
FXI.US.EQUITY,0,2.16840434497101e-19,0,0,0,0.125160833002884,0.0858335204902474,0,0,0,0,0,0.0880619528572055,0,0,0,0,0,0.0185374484193617,0,0,0,0,0,0,0,-0.123890819785633,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0.228857722163477,-0.496029646216472,0,0,0,0,0.181852533215547,0,0,0,0.0488196814304752,0,0,0.319315288747521,0,0,0,0,0.203816416478588,-2.24935001303273,0,0,0.120218763700042,-0.381371314106145
CN10YR,0,0,0,0,0,0,2.03344635783208e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999973928334294,0.999969227777122
CN2YR,0,0,0,0,0,0,1.1116088166589e-06,0,0,0,0,0,0,0,0,0,0,0,1.41472072066945e-06,0,0,0,0,0,0,0,0,0.999977853114475,0,-0.999974998082142
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7271731917785e-06,0,0,0,0,4.23043669267777e-10,0,0,0,0.999984065405166,-0.999978624217153,0
