,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0.00797272587262916,0,0,0.0532098639493425,0.0333508090284079,0,0,0.1142018022771,0.0663733061718751,0.0813487703394028,0,0,0.0213965181246606
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.129479829142626,0,0.113098276160298,0,0,0,0.0228656786392294,0,0.00841077280361621,0,0
X939.HK.Equity,0,-0.0609426063999994,0,0,0.195492425037165,0.180093296110617,0,0,0,0.0121773993130146,0,0,0,0.0129326442752342
X2628.HK.Equity,0,0,0,0,0,0.487475328674401,0,0,0,0.317909985135922,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0063238234182818,0,0,0,0,0.0421079072856013,0,0,0,0.0652994493665889,0.0195250080819289,0,0,0.00825405850998573
X2388.HK.Equity,0,-0.0363617363421489,0,0,0.134550012154884,0,0,0,0,0.0152503414775116,0.0354915086831713,0.0703175024983982,0,0
X2318.HK.Equity,0,0,0,0,0.465036999734108,0,0,0,0,0,0.0766304935956102,0,0,0
X2882.TT.Equity,0.453770336432348,0.00955845783695577,0,0,0,0,0,0,0,0.387870652711407,0,0,0,0.0139946620719766
X600036.CH.Equity,0,0,0,0,-0.247275944477608,0,0,0,0.50220307547969,0.268112379514624,0,0,0,0.134513184019318
GCNY10YR.Index,0,0,0,0,0,-0.0338144931985266,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0741762045243919,0,0.3057134136146,0,0,0,0,0,0.342376505416107,0,0,0,0
