,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.319912413696265,0,0.0424629602678806,0,0,-0.0969638693685434,-0.0139818704953688,0,0,0,0,0,0,0,0,0,0,0.0143626693458447,0,0,0.0270822849068496
X1398.HK.EQUITY,0.00771642927798693,0,0,0,0,0.54587434569461,0,0,0.134727395300238,0,0,0.0474189554899702,0,0.00113731560142304,-0.191449215382983,0,0,0,0,0,0,0,0.0333609586967274,0,0,0,0,0.0771108609784886,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0483382284724008,0.165540653879433,0,0,0,0,-0.0645646034868645,0,0.0193561305622982,0,0,0,0,0,0.0747286585406204,0,0.301592322872593,0,0,0,0.0940956387997376,0
X2318.HK.EQUITY,0,0.0584822760879741,0,0,0,0,0,0.0710611538798037,0.148064976009013,0,0.0186565233730912,0,0,0.110732478915583,0,0,0,0,0,0,0,0,-0.0471673146305243,0,0,0,0,0,0.0691682876007127,-0.00244593474749534
X601939.CH.EQUITY,0,0,0,0,0,0,0.918098148477937,0.0177448325903988,0.0262895135622138,0,0,0,0,0,0,0,0,0.0195901859250508,0,0,0.0147573749054157,0,0.0702721394494344,0.0501056357714235,0,0,0,0,0,0
X939.HK.EQUITY,0,0.520072094748169,0,0,0,0,0,0,0,0,0,0,0.153161262608516,0,0,0,0.038514927016018,0,0,0,0,0,0,0,-0.0318307940532052,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.770302883645406,0,0,-0.0878744727604405,0.0422467582837352,0,0,0,0.0121208342451778,0,0,0,0.0121110428387694,0,0,0,0,0,0,0.100676670521447,0,0.0370267203573646,0,0,0.0037952245109302,0
X601628.CH.EQUITY,0,0,0,0,-0.0652845147897932,-0.184538590347214,0,0,0.515500843430426,0,0,0,0,-0.24825378602186,0.0443886731242162,0.571559095458323,0,0,0,0,0,0,0,0,0.246593858097131,0.353304871890348,-0.160914653243426,0,0,0
X2628.HK.EQUITY,0,0,0,0,0.0911330318762434,0,0,0.108683417697721,0,0.212469564519815,0,0.298932173879298,0,0,0.280317493400946,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.243386252218479,0,0,0,0.112163891945402,0
X600036.CH.EQUITY,0,0,0.0664331261660936,0,0.536219955261182,0,0,0,0,0,0,0,0.0399106520051649,0.159180951419565,-0.0158362248369386,0,0,0,-4.33680868994202e-19,0,0,0.0654943547948572,0.0899068414551349,0,0,0,-0.0140251122635415,0.0221109766691808,0,0
