,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0382319717456626,0,0,0,0,0,0,0.0431480326099382,0.0995871150028963,0,0.00211816182331323,0,0,0,0,0,0,0,0,0,0.0331950517934881,0,0,0,0,0,0,-0.000590701489816388,0
X1398.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.013247279099051,0.150925797543941,0,0.100276804817977,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340689435438923,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.187129944709533,0.164873474491025,0,0,0,0,0,0,0,0.00342817806434484,0,0,0,0,0.0918835722391737,0,0,0,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0223833421814344,0.139742954617779,0.0744475641853874,0.0294032923203539,0,0,0,0,0,0,0,0,0,0,0,0,-0.00106512744029557,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0772067344561343,0,0.00988101571136344,0.0908160261395607,0,0,0,0,0,0,0.0206277291960711,0,0,0,0,0,0,0,0,0,0
X939.HK.EQUITY,0,0.0432437115782469,0,0,0,0,0,0,0,0,0,0.120319113908588,0.0346850919995188,0.11191492893646,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114801816566505,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0431841383655669,0,0,0.0107997714133062,0,0,0,0.101475714227391,0,0,0.0266990905408015,0,0,0,0,-8.67361737988404e-19,0,-0.000422201186193134,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.0156993861235534,0,0,0,0,0,0,0,0.222557636775047,0,0,0.00308525842245279,0,0,0,0,0,0,-0.00223608317942701,0,0,0
X3988.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.17521318304545,0.0853368983265855,0.0620790137210273,0,0,0,0,0,0,0,0,0,0,0,0,-0.00810139655960201,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0588601728659322,0,0.011421330584424,0.141055071142979,0,0,0,0,0,0,0,0,0,0.094773205769078,0.122364209992555,0,-0.00319413608210494,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175717336825407,0,0,0,0,0,0,0,0,0,0.0564982728425606,0,0,0.357671860362962,0,0,0,0,0
X2628.HK.EQUITY,0,0.0593879130096027,0,0,0,0,0,0,0.310737733081416,0,0,0,0.403066200510355,0.112119203181791,0,0,0,0,0,0.0291491787657736,0,0,0,0,0.0746559628637789,0,-0.0134603349607017,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.048754728334913,0.214950165444002,0,0.139620990722037,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543273880299383,0,0.00831156948488069,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.260747806042568,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185981117843503,0.103018211779975,0,0
X388.HK.EQUITY,0,0,0,0,0,0.109941076017982,0,0,0,0,0,0.0789618245260543,0.237927433417621,0.0101607071704112,0,0,0,0,0.0558024267895087,0.0384767210771732,0,0,0,0,0,0,0,0,0,0.046820252921054
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0554982963860981,0,0,0,0,0,0,0,0,0.368947038607157,0,0,0,0,0.0249792449543676,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.10442281572435,0,0,0,0,0,0,0,0.0272128826266531,0,0,0,0,0.0453029184208613,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0397335921275953,0.0121001696096918,0,0,0,0,0,0,0,0,0.0499981561850719,0.04577653285622,0.0618252339835024,0,0,0,0,-0.00303937733069155,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0574770179767426,0.161287362696436,0.11135561715184,0.0433260700014336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809335343630731,0,0,0,0,0,0,0,0,0,0,-0.024586894565632,0.109550324978487,0,1.73472347597681e-18
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0712075315920349,0,0,0,0,0.15200848056562,0,0,0.00334666449533075,0,0.0131238126755049,0,0,0,0,-0.0376618726849502,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0115042963596666,0,0,0.0652558241525118,0,0,0,0,0,0,0,0,0.303263440121464,0,0,0,-0.0108427675722782,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0143058303814926,0.115734406011122,0,0,0,0.0789895560214333,0,0,0,0,0,0.0634172551136511,0,0,0,0,-0.0119277256025565,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146577272044232,0,0.0572712748503944,0,0,0,0,0,0,0,0,0,0,0.0834738020299876,0,-0.000286961519150397,0,0.00964055559685525,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.148226041563026,0,0,0,0,0,0,0,0.0952893161072843,0,0,0.123741799515436,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0,0,0.057040787893317,0,0.0778372876947545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186780445274432,0,0,0
VXFXI.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67609508908012,0,0,0,-0.250790663771128
CN10YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81535792039733e-06,0,0.999937431534166,0.999919308321409
CN2YR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999982190095279,0,-0.999983498465266
CN210SLOPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.38434024176293e-07,0.999928888211796,-0.999958953990543,0
