,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0345786246187964,0.0367459348484888,0,0,0,0.0583247980113725,0.112688612516591,0,0,0.0367985661753383
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0.113051376262012,0,0
X3988.HK.Equity,0,0,0,0.0542123873075315,0.169461405430839,0,0,0,0,0,0.00741659560716564,0.0435957066860549,0,0
X939.HK.Equity,0,-0.0637109512345823,0,0,0.121131064471784,0.256320859601349,0,0,0,0.0429929116965346,0,0,0,0
X2628.HK.Equity,0,0,0,0.236844936595323,0,0.185455369036639,0,0,0,0.267961995758296,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0406529474098889,0.0237700255434116,0,0,0,0.0293447066879854,0.0435112538861962,0,0,0.0245997760676563
X2388.HK.Equity,0.160191836656089,0,0.0033243106599237,0,0.0241833050398345,0.0768240913058478,0,0,0,0,0.119008701951647,0.0462673411058764,0,0
X2318.HK.Equity,0,0,0,0,0.430556933045573,0,0,0,0,0,0.12403104248646,0,0,0.105695681668031
X2882.TT.Equity,0.211282701974894,0.0170150131562836,0,0,0,0.144744169381337,0,0,0.241564790907064,0.0765517743222461,0,0,0,0.126431258173551
X600036.CH.Equity,0,0,0.281645505503352,0,-0.156235710387416,0.105053962278681,0,0,0.100216433891792,0.229231506225483,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0396092442564545,0,0,0,0.11117664024216,0,0,0,0.259120144518899,0.0472191325020686,0.0603009041155945,0,0
