,X2852.TT.EQUITY,X1398.HK.EQUITY,X2841.TT.EQUITY,X1463.TT.EQUITY,X2890.TT.EQUITY,X3040.TT.EQUITY,X2838.TT.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X2509.TT.EQUITY,X2891.TT.EQUITY,X2007.HK.EQUITY,X1299.HK.EQUITY,X2318.HK.EQUITY,X1997.HK.EQUITY,X2506.TT.EQUITY,X2816.TT.EQUITY,X2701.TT.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X2849.TT.EQUITY,X1903.TT.EQUITY,X2388.HK.EQUITY,X2880.TT.EQUITY,X2845.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X2852.TT.EQUITY,0,0,-0.0132180304242942,0.174932739380162,0,0,0,0,0.325890276040997,0,0,0,0,0,0,0.253660277229038,0,0,0,0,0.065913532714415,0.0379426844032731,0,0,0,0,-0.046012856116475,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0.0543678981277297,0,0.172099317308708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234575026623032,0,0.16882626795131,0,0.253897776284931,-0.0419381368113055,0,1.73472347597681e-18,0
X2841.TT.EQUITY,0,0,0,0,0,0.490593396323276,0,0,0,0.334555063261116,0,0,0,0,0,0,-0.0266332247234923,0,0,0,0,0.0201928024864193,0,0,-0.12153451302677,0,0,-0.0331394650458342,0,-0.1400573119126
X1463.TT.EQUITY,0,-0.701180168309428,0.137474806433396,0,-0.16456883387375,0,0,0,0,-0.000506548464281412,0,0,0,0,0.350751743542425,0.56342050074675,0,0,0,-0.0537116316260645,0,-0.0835020252232385,0.0731535230521892,0,0.0208040238843865,0,-0.0284279046146481,0,0,0
X2890.TT.EQUITY,0,0,0,0,0,0.105833227621023,0,0.0364994579403204,0,0,0,0,0.0545026054534395,0,0,0,0,0,0,0.141876476860049,0,0,0,0,0,0,-0.0333340909463493,0.0501100068387314,0,0
X3040.TT.EQUITY,0,0,0.535824405017179,-0.0405384746611931,0,0,0,0,-0.051659734971742,0,0,0,0,0,-0.145391455806052,0,0.480776936630974,0,-0.102012762821243,0,0,0.0565744323329924,0,0,0,0,0.105167750890428,0,-0.0494630588877132,0.0996112113445985
X2838.TT.EQUITY,0,0,0,0,0,0.0854147109832986,0,0.0838441195561809,0,0,0,0,-0.0327691274125493,0,0.0417583028618265,0,0,0.249431152392032,0,0.139453518359606,0,-0.0348235552322822,0,0.113743952027895,0,0,-0.0196698598872734,0,0,0
X2881.TT.EQUITY,0.174949040317724,0,0.0258259937808982,0,0,0,0,0,0,0,0.462724314354908,0,0.054910967092313,0,0.0431550293195819,0,0,0.0193117175279987,0,0,0.0366243939049164,0.0223755414657195,0,0,0,0,-0.0420071567295892,0,0,0
X17.HK.EQUITY,0.1899288873104,0,-0.0405115060663311,-0.00908878365039427,0,0.0564251073085105,0,0,0,0,-0.16644142277965,-0.0839930559074798,0.396872417178385,0,0.131860689969861,0,0,0.124486428638406,0,0.220004715516574,0,-0.0583841660475477,0,0,0,0.238221431534485,-0.0491999603779392,0,0.0850520619285311,0
X2509.TT.EQUITY,0,0,0.0189940927702914,0.0500685134384576,0,0,0,0.157950000781668,-0.127249278361957,0,0,0,0,0,-0.00127337888151515,0,0,0,0.245943999574198,0.0974286305334258,0,0.0187821863839816,0,0,0,0,0,0,-0.0536253414725801,0.200723096430272
X2891.TT.EQUITY,0,0.147666934109161,0,0,0,0.0286954253896478,0,0,0,0,0,0,0,0,0.064378412190908,0,0,0,0,0.207802987860439,0,-0.07008885291064,0,0,0,0.0191709321767089,-0.0444584138623742,0,0,0
X2007.HK.EQUITY,0,0,0,-0.0603628422998861,0,0.209287943442911,-0.000166101513872204,0,0,0.00443608325003311,0,0,0.39440659526164,0.161126651193427,0,0,0,0,0.0337845772373348,0,-0.281254744167354,0.085025291049254,0,0,0,0,-0.0919788800986242,0,0,0.0833535118933991
X1299.HK.EQUITY,0,0,0,0.0997330273678405,0,-0.239031386912893,0,0,0.158379924772989,0,0,0.134608538984641,0,0.512676448722565,0.386654199799412,0,0.0657551531793754,0,-0.0990422474611762,0,0,0.111633931352591,0,0,0,0,0.0133556257726315,0,0.0285543213807487,0
X2318.HK.EQUITY,0,0,-7.12771237071051e-05,-0.013987187122269,0,0,0,0,0.0664642707453615,0.10613207323309,0,0.136413820971674,0.118568003478059,0,0.0032381551881017,0,0,0,0.0771796120863776,0,0.0136228933455872,0,0,0,0,0,-0.0399008599760097,0,0,0
X1997.HK.EQUITY,0,0,0.186740774740719,0.13814939681617,0,0.250745718754377,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.071988626163152,0,0.20189618875229,-0.247492883266197,0.0375451366320601,0,0,0,0.159477269456972,0,0,-0.183463308959535
X2506.TT.EQUITY,0.0318280490122022,0,0.110749957542734,0.0950862810317838,0.0922752782445365,0,0,0,0,0,0,0,-0.16014436039021,0,0,0,0,0,0.019061995197804,0.00385712212394555,0.33332065563862,0.0745183677052422,0,0,0,0,0,0.0192777051941353,0,0.0164644140491008
X2816.TT.EQUITY,0,0,0,0,0,0.184678848896559,0,0,0,0,0,0.0684687631583737,0.0556118799826134,0,0,0,0,0,0,0.0840834483848498,0.258808128354601,0,0,0,0,0,0,0,0.27594093480704,0
X2701.TT.EQUITY,0,0,-0.0466081053233265,-0.0478235239268859,0,0.0443124936595319,0.170470847706505,0,0,0,0,0,0,0,0,0,0,0,-0.0470423353198179,0,0,-0.0352230952039238,0,0,0.703316722651704,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.340689125601403,0,0.206608395680319,0,0,0,0,0,0,0,0.166055322268652,0,-0.0910374716497408,0,0,0,0,0.12590742270616,0.0779082979595086,0,-1.38777878078145e-17
X000001.CH.EQUITY,0,0,0,0,0,0.15500633461404,0,0,0,0,-0.390284562497901,0,0,0.604629355098835,0.0229776754544523,0,0.0525761759105332,0,0.290422116716564,0,0,0.0432264665178374,0,0,0,0,-0.0626728834758157,0.0107808500184668,0,0.0762645771795248
X2849.TT.EQUITY,0,0,0.0261805233129687,0,0,0,0,0,0,0.211114355790353,0,0,0.0866471775878586,0,0.0123512266880333,1.12122765812588,3.46944695195361e-18,0,-0.136048687677632,0,0,0,0.313078850482187,0,0,0,0,0,0,0
X1903.TT.EQUITY,0,0,0.485659700633948,0,0,0.434233501178243,0,0,0,0,0,0.472619704258208,0,0,0,1.26073470331177,0,0,0.392282094020039,0,0,0,0,0,0,0,0.0265628649863887,0,0,-0.285633540758592
X2388.HK.EQUITY,0,0,-0.0139471388412215,0.100387508880334,0,0,0,0.279315541300839,0,0,0,0,0,-0.000637081934423571,0,0,0,0,0,0,0,0,0,0,0,0,0.0678369406041282,0,0,-0.0473256105712849
X2880.TT.EQUITY,0,0.117394647068732,0.105729648620983,0,0,0.0273150272538716,0,0.157420142964356,0.0614277953162205,0,0,0,0,0,0.0260032607249808,0,0,0,0,0,0,0,0,0,0,0,-0.0214978793991654,0.131725645783448,0,0
X2845.TT.EQUITY,0,0,0,0.133971363577383,0,0,0,0,0.0103338501655178,0,0,0,0.0705400451909254,0,0.0517600235972345,0,0,0.632362095680128,0,0,0,0,0,0,0,0,0,-0.0072675874135835,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0.19479513065208,0,0,0,0.183510736445128,0,0.0651066352899231,0.052526351797576,0,0,0,0,0.00360643565567409,8.67361737988404e-19,0,0,0,0,-0.131635357165271,0.0172806818043779,0,0.163041764677586
VXFXI.INDEX,0,0,0,0,0,0.0639797860131892,0,0,0.917305797062895,0,0,-0.486942747848642,0,-0.457815536182609,0.21450946726774,0,0,0,0.808558900060148,0,0.389485265067557,0.293537830212185,0,0,0,-1.47469908875939,0,0,0,0
CN10YR,0,0,0,0,0,0,0,0,0,-7.0479190810147e-06,0,0,0,0,4.77401983362894e-06,0,0,0,0,0,0,1.12244841826313e-06,0,0,0,0,1.59373129885222e-06,0,1.00000256724138,1.00000124723123
CN2YR,0,0,0,0,0,0,0,0,8.84111867436699e-06,0,0,0,3.96166127603292e-06,0,0,0,4.50538281407901e-06,0,0,0,-1.4540290092789e-06,0,0,0,0,0,-5.2837244725485e-07,0.999994992174267,0,-0.999991443533013
CN210SLOPE,0,0,0,0,0,8.76310584245903e-08,0,0,0,7.41841105935562e-07,0,0,0,0,-5.4551021421999e-07,0,0,0,0,3.46754876774059e-06,0,8.65137839507199e-07,0,0,0,0,0,0.999980085991111,-0.999984902367093,0
