,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.055821454863398,0,0,0,0,0.045864539597218,0.11272788205633,0,0,0.0441750721863311
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.115643172136025,0.156094164306598,0,0,0,0,0,0,0.0929857404048639,0,0
X939.HK.Equity,0,-0.0644952046889325,0,0,0.206157888956902,0.159528598862573,0,0,0,0,0,0,0,0
X2628.HK.Equity,0,0,0,0.100957723991929,0,0.49459107037249,0,0,0,0.296906480693017,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0389353606062689,0.0112500492920323,0,0,0,0.0307523378543417,0.0359759334771622,0,0,0.0250535683209147
X2388.HK.Equity,0,-0.0351594332139566,0.0408788236872165,0,0,0.179561589746723,0,0,0,0,0.105562806946078,0.0471548029373708,0,0
X2318.HK.Equity,0,0,0,0,0.51287585930493,0,0,0,0,0,0.141289020626222,0,0,0.0748640268657994
X2882.TT.Equity,0.531677870423125,0.00950880680852758,0,0,0,0.203587234269751,0,0,0,0.0587677107157057,0,0.0273296756494126,0,0
X600036.CH.Equity,0,0,0,0,-0.0705572808300753,0,0,0,0,0.195409680447736,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.019472101099608,-0.166653305841393,0.106089211179013,0,0.249872162111936,0,0,0,0.253283748237534,0.0132164813970886,0,0,0
