,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0803816549431082,0,0,0,0,0.0526451014694226,0.0376148821336319,0,0,0
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,-0.169504481928198,0,0,2.2671128986689e-08,0,0,0,1.02965175559724e-08,-2.06795153138257e-25,3.47966429349926e-08,0,0,0
X939.HK.Equity,0,0,0,0,0.0990667318280612,0.108883578856041,0,0,0,0.158670515341086,0,0,0,0
X2628.HK.Equity,0,0,0,0,0,0.128414978056448,0,0,0,0.44674958866701,0.0284586576488391,0,0,0
X3328.HK.Equity,0,0,0,0,2.63689835215446e-07,0,0.999997361585634,0,0,2.76673982940475e-08,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,2.43707211994775e-07,0.999998097895245,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0367952505699804,-0.00235010744940538,0.0594376926653096,0,0,0.0185021878100486,0,0,0,0.0384849201066193,0.0174840329358951,0,0,0.0233378512005303
X2388.HK.Equity,0,-0.0415547549910071,0,0,0.0549653197603489,0,0,0,0,0.115242017926082,0.0514068360709355,0.029953808225583,0,0
X2318.HK.Equity,0,0,0,0,0.526538614356268,0,0,0,0,0,0.0252913237996743,0.0851037738374429,0,0
X2882.TT.Equity,0,0,0,0,0.0327233695690587,0,0,0,0,0.458092580854091,0,0,0,0
X600036.CH.Equity,0,-0.211962850271375,0,0,-0.177731077005898,0,0,0,0,0.39677614662357,-0.101364521362673,0,0,-0.0310285694363526
GCNY10YR.Index,0,0,0,0,0,-0.0261087465314248,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0389677478431763,0,0,0,0.519411995139058,0,0,0,-3.46944695195361e-18,0,0,0,0
