,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0305906899595987,0.0466794767563878,0,0,0,0.071861951562401,0.10795052479295,0,0,0.0323128346138663
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0.113054134042408,0,0
X3988.HK.Equity,0,0,0,0.109637554849887,0.147091520721529,0,0,0,0,0.0117413850148017,0.00807522352384923,0.0497370454401012,0,0
X939.HK.Equity,0,-0.0823147688711204,0,0,0.14026675582141,0.256474777601714,0,0,0,0.036467261751326,0,0,0,0
X2628.HK.Equity,0,-0.0273735767878769,0,0.312993959707565,0,0.286317695822534,0,0,0,0.240045492897679,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0131639088110469,0.0153154032646516,0,0,0,0.0503805732983062,0,0,0,0.0142223153353115
X2388.HK.Equity,0.109792426300962,-0.0497162521781133,0,0,0.0336964198829636,0.0830822625650611,0,0,0,0,0.119565311251956,0.0444574633544011,0,0
X2318.HK.Equity,0,0,0,0,0.39407279930336,0,0,0,0,0,0.0632050848584532,0,0,0.1165078207972
X2882.TT.Equity,0,0.0117307340081818,0,0,0,0.238198864628891,0,0,0.0982667445760668,0.103680783007781,0,0,0,0.0975355576974801
X600036.CH.Equity,0,0,0.50792050834352,-0.213975117172056,-0.156822388974585,0,0,0,0.192239344881786,0.235696615746182,0,0,-0.0995680784209031,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0440818416995992,0,0,0,0.197292467886861,0,0,0,0.318914765098032,0.131381756552683,0.0477508293173753,0,0
