,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.087520448823195,0.0397353804635441,0,0,0,0.0402979281449349,0.0967184936141104,0,0,0.0117019654007311
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.128714007449464,0,0.110220381282664,0,0,0,0.0240569888683371,0,0.0122930215401499,0,0
X939.HK.Equity,0,-0.0567258458051752,0,0,0.210283022540305,0.146151129602917,0,0,0,0.0169601659889632,0,0,0,0.0139122306121491
X2628.HK.Equity,0,0,0,0,0,0.161424769745012,0,0,0,0.446753660998139,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0,0.0505283173789589,0,0,0,0.0651388713935424,0.0230163846838722,0,0,0.00679176159745532
X2388.HK.Equity,0,-0.03695920577876,0,0,0.125916652682594,0,0,0,0,0.0147318860789147,0.0986446905942227,0.0575073305389735,0,0
X2318.HK.Equity,0,0,0,0,0.518924756706227,0,0,0,0,0,0.16067743714287,0,0,0
X2882.TT.Equity,0.234393291972229,0.030169992076046,0,0,0,0,0,0,0.317720845440805,0.380444384708901,0,0,0,0
X600036.CH.Equity,0,0,0,0,0,0,0,0,0,0.0866913223807292,0,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.033814477409926,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.043191679731091,0,0.160058332371508,0,0,0,0,0,0.272333283254519,0,0,0,0
