,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0792991858560606,0,0,0,0,0.0600836197871333,0.0373387111673349,0,0,0.0239669110785772
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.171467707067415,0.19100232862677,0,0,0,0.0290632028758382,0,0,0,0.0159956237357131
X2628.HK.Equity,0,0,0,0,0,0.134847485557196,0,0,0,0.528380078244997,0,0,0,0
X3328.HK.Equity,0,0,0,0,5.65472233745298e-07,0,0.999997114223494,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0.999998851396861,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0.0290281570665523,0,0,0.02172910581068,0,0,0,0.0608288254946132,0.0202757278992816,0,0,0.0196762159304683
X2388.HK.Equity,0,-0.034157893547554,0,0.111357240616148,0.0754187387160383,0,0,0,0,0.0537604535761277,0.0488594653445466,0.00866275896013799,0,0
X2318.HK.Equity,0,0,0,0,0.483152215384421,0,0,0,0,0,0.072303007586129,0.0850077806612889,0,0
X2882.TT.Equity,0,0,0,0,0,0,0,0,0,0.487839749754767,0,0,0,0
X600036.CH.Equity,0,-0.225215350159158,0,-0.156660790369697,-0.374145588738748,0.273756360646479,0,0,0,0.505141418977265,-0.0813996891043395,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0261086876226751,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0613080628234408,0,0.152263885683221,-0.247708942914282,0.300774603219579,0,0,0,0.591006289376142,0,0,0.165909471214769,0
