,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0646094841821333,0,0,0,0,0.0666851574105488,0.0444381891641109,0,0,0
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.180793660680417,0.17104406837985,0,0,0,0.0253735938596974,0,0,0,0.0233758819809767
X2628.HK.Equity,0,0,0,0,0,0.108126812579993,0,0,0,0.486242144497787,0,0,0,0
X3328.HK.Equity,0,0,0,0,1.13565722733299e-07,0,0.999998862255931,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,4.79109366092487e-07,0.999996760479313,0,0,0,1.32348898008484e-23,0,0,0,0
X11.HK.Equity,0.0202285130905136,-0.00271410155979251,0.0573246576987424,0,0,0.0396786043388177,0,0,0,0.0246954458119086,0.0315814408641364,0,0,0.0371562474953264
X2388.HK.Equity,0,0,0,0,0.0757695570824396,0,0,0,0,0.0984450752602172,0.042304602457614,0.0268661797349844,0,0
X2318.HK.Equity,0,0,0,0,0.490615747454588,0,0,0,0,0,0.0679934211061912,0.103655077454285,0,0
X2882.TT.Equity,0,0,0,0,0,0,0,0,0.0868641380326072,0.473075869013246,0,0,0,0
X600036.CH.Equity,0,-0.226042848856155,0,-0.302062164663961,-0.330160272205009,0.462161683122954,0,0,0,0.512100255796133,-0.092066629529538,0,0.287305653269937,0
GCNY10YR.Index,0,0,0,0,0,-0.025508534442798,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0433831523481848,0,0,-0.159735854991444,0.408044294634669,0,0,0,0.387988102062357,0,0,0,0
