,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0944367332412943,0,0,0,0,0.0610032187268117,0,0,0,0
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.0704313040678727,0,0,0,0,0.228567432809468,0,0,0,0
X2628.HK.Equity,0,0,0,0,0,0.160013805032955,0,0,0,0.470975588982442,0,0,0,0
X3328.HK.Equity,0,0,0,0,2.05652171813811e-07,0,0.999998315679913,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,3.71219828441921e-07,0.999998776964424,0,0,0,0,0,0,0,0
X11.HK.Equity,0.0535336021097527,-0.00586118525295397,0.0453236541387683,0,0.00793570787874718,0,0,0,0,0.0428617644523275,0.014996759562014,0,0,0.0178572558362945
X2388.HK.Equity,0,0,0,0,0.0624948939454918,0,0,0,0,0.116159436849292,0.0386195467137465,0,0,0
X2318.HK.Equity,0,0,0,0,0.506338557306697,0,0,0,0,0,0,0,0,0
X2882.TT.Equity,0.31414144336236,0.00547155706582473,0,0,0.0340890106212955,0,0,0,0,0.372105158263853,0,0,0,0
X600036.CH.Equity,0,-0.213277275965378,0,0,-0.233618385099725,0,0,0,0,0.469069776922779,-0.0557332075755067,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0255084672304893,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0284275395733623,0,0,4.33680868994202e-19,0.378929600347741,0,0,0,0,0,0,0,0
