,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0914388177008768,0.0233313876565813,0,0,0,0.0283604700808174,0.104460343608849,0,0,0.02906209933067
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.190358493775252,0.155876081421794,0,0,0,0.0194436039162615,0,0,0,0.0279268426924662
X2628.HK.Equity,0,0,0,0,0,0.161424769745012,0,0,0,0.446753660998139,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0,0.0628894449857764,0,0,0,0.0491937924120946,0.0349011704867096,0,0,0.0143494835286288
X2388.HK.Equity,0,0,0,0.172028903372406,0.067981555411679,0,0,0,0,0,0.0784586814709626,0.0304241914312102,0,0
X2318.HK.Equity,0,0,0,0,0.528867759399349,0,0,0,0,0,0.107273221373499,0,0,0
X2882.TT.Equity,0.135236678037004,0.0249732595127839,0,0,0.0577199907406046,0,0,0,0.231554118318642,0.367331353473479,0,0,0,0
X600036.CH.Equity,0,-0.223050851571893,0,-0.358310005019635,-0.340544121447857,0.575578202735697,0,0,0.18892843593887,0.381869963237416,-0.0762964472923012,0,0,0
GCNY10YR.Index,0,0,0,0,0,-0.0338144608830525,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0645788220469706,0,0.219442495983049,-0.161655334970412,0.220560849575314,0,0,0,0.425884413736051,0,0,0,0
