,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0768477814452707,0,0,0,0,0.0437878010074105,0.098814751969337,0,0,0.0369240796890948
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X939.HK.Equity,0,0,0,0,0.221276216112189,0.085157037136834,0,0,0,0,0,0,0,0.0446255181786658
X2628.HK.Equity,0,0,0,0,0,0.161402631416792,0,0,0,0.446739669790078,0,0,0,0
X3328.HK.Equity,0,0,0,0,2.79412947978715e-07,0,0.999997692968425,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,3.57342329402942e-07,0.999998153241425,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0,0,0,0,0,0.0863144939825193,0.00907450203359551,0,0,0
X2388.HK.Equity,0,-0.0390931076710891,0,0.0993491285596069,0.0692185114159289,0,0,0,0,0.0455327287103381,0.0498485181664909,0,0,0
X2318.HK.Equity,0,0,0,0,0.522730094480233,0,0,0,0,0,0.0833581495121065,0.0328935708707002,0,0
X2882.TT.Equity,0.13523667803701,0.0249732595127831,0,0,0.0577199907406047,0,0,0,0.231554118318636,0.367331353473478,0,0,0,0
X600036.CH.Equity,0,-0.221530102967542,0,-0.185470811853651,-0.455811712937797,0.511033492768099,0,0,0.125518595473897,0.408843292257538,-0.0595883024737041,0,0,0.085052186501845
GCNY10YR.Index,0,0,0,0,0,-0.035503312441461,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0591468407676793,0,0.163242062902103,-0.204175845249379,0.2829841923306,0,0,0,0.480955059710799,0,0,0,0
