,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0299449154396835,0,0,0,0,0.0543585801954878,0.118038020744358,0,0,0.0552522893840373
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.1308904659631,0.160160772195587,0,0,0,0,0,0,0.0554258657126105,0,0
X939.HK.Equity,0,-0.0698350033044804,0,0,0.184535060772893,0.189728930928809,0,0,0,0.0128935785846111,0,0,0,0.0107171900082329
X2628.HK.Equity,0,0,0.0181556046840484,0.0730289386588727,0,0.49374616398526,0,0,0,0.252776249570731,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0.0447627890956648,0,0,0,0,0.0378905633557899,0.0205477407702759,0,0,0
X2388.HK.Equity,0.104876592930902,-0.0397195921171605,0,0,0,0.116240962552832,0,0,0,0.0497295977411831,0.0968752820632319,0.0821606311731884,0,0
X2318.HK.Equity,0,0,0,0,0.494715132062851,0,0,0,0,0,0.0511996636857047,0.0299139502417306,0,0
X2882.TT.Equity,0.487023886294743,0.0184632566472341,0,0,0,0.365822327396537,0,0,0,0.112828584327671,0,0,0,0
X600036.CH.Equity,0,0,0,0,-0.191801518414655,0,0,0,0.440557844930871,0.244174417863839,-0.115774783372229,0,0,0
GCNY10YR.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0411334102813692,0,0.082822780395911,0,0.144435268285458,0,0,0,0.264468218022665,0.0198058252617628,0,0,0
