,X5.HK.Equity,X601988.CH.Equity,X3988.HK.Equity,X939.HK.Equity,X2628.HK.Equity,X3328.HK.Equity,X3328.HK.Equity.1,X11.HK.Equity,X2388.HK.Equity,X2318.HK.Equity,X2882.TT.Equity,X600036.CH.Equity,GCNY10YR.Index,FXI.US.EQUITY
X5.HK.Equity,0,0,0,0,0.0761991510555949,0.0169617799028079,0,0,0,0.0416280816282226,0.104380692066222,0,0,0.0296520313464955
X601988.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3988.HK.Equity,0,0,0,0.122344850158434,0,0.0765971976166427,0,0,0,0.0218904308460866,0,0.0383945520472232,0,0
X939.HK.Equity,0,0,0,0,0.180424106118562,0.171857141750915,0,0,0,0.0255318762742228,0,0,0,0.0231168215429699
X2628.HK.Equity,0,0,0,0,0,0.161424769745012,0,0,0,0.446753660998139,0,0,0,0
X3328.HK.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X3328.HK.Equity.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.Equity,0,0,0,0,0,0.0611673453514578,0,0,0,0.0625286595660171,0.025858586820913,0,0,0.00485357180576686
X2388.HK.Equity,0,-0.0278329963271334,0,0.0883738190667818,0.0856145999112911,0,0,0,0,0.00744226156870321,0.08714814424401,0.0580616845564451,0,0
X2318.HK.Equity,0,0,0,0,0.50500536256143,0,0,0,0,0,0.174963301844587,0,0,0
X2882.TT.Equity,0.19432247960241,0.0303102009772235,0,0,0.0339938536440033,0,0,0,0.318546941378232,0.359612208532071,0,0,0,0
X600036.CH.Equity,0,-0.220741041924578,0,-0.174178812412397,-0.372240402934855,0.476116151675131,0,0,0.0728229850681585,0.40330029953877,0,0,0,0.0332000045285255
GCNY10YR.Index,0,0,0,0,0,-0.0338144776358244,0,0,0,0,0,0,0,0
FXI.US.EQUITY,0,0.0856448903727917,0,0.299244640972844,-0.221856402846914,0.220002792878761,0,0,0,0.523837538940504,0,0.0595899862098802,0.211868476133334,0
