,X601398.CH.EQUITY,X1398.HK.EQUITY,X601318.CH.EQUITY,X2318.HK.EQUITY,X601939.CH.EQUITY,X939.HK.EQUITY,X601628.CH.EQUITY,X2628.HK.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X3988.HK.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X3328.HK.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN10YR,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.0547511523122813,0,0,0,0,0,0,0,0,0,0,0.0328155476739868,0,0,0,0,0,0,0.0467787932923077,0.0278901047251225,0.10710585007023,0,-0.00944474993625074,0,0,0
X1398.HK.EQUITY,0,0,0,0,0,0.639840069322664,0,0,0,0,0,0,0,0,-0.0133444080508813,0,0,0,0,0,0.0584954684898518,0,0,0,0.0693494322972087,0,-0.00161766080018945,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.137426916812345,0.0542652843979113,0.0523063401810777,-0.0597757854932031,0,0,0.159247834145301,0,0,0,0,0.132029120128795,0,0.338966429582825,0,-0.0390481361093332,0.0469794547817422,0,0
X2318.HK.EQUITY,0,0,0,0,0,0,0.0219303466565234,0.120926117222874,0,0,0,0,0.089992360660365,0.0421719879174727,0,0,0,0,0,0,0,0,0,0,0,0,-0.00504519580696597,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.0330667541907925,0,0,0,0,0.220808215928941,0,0,0.0177051641010489,0,0.0459978938360169,0.0207411943177953,0.164521356360705,0,0,0,0,3.46944695195361e-18,0.0365961406865873,0,-0.0344733730663897,0,0,0
X939.HK.EQUITY,0,0.702453389496483,0,0,0,0,0.0266868554814129,0,0,0,0,0,0.12725265338085,-0.0338104658955119,0,0,0,0.0109781898036325,0,0,0.0876939607387037,-6.93889390390723e-18,0,0,-0.029619884128851,0,0.0322911899998204,-0.000566148880628767,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0485596017374535,0,0,0,0,0,0,0.0209788512458195,0,0.273265779091934,0,0,0,0,0.249852051412022,0.576912586359959,0,0,0,-0.164317690269159,-0.229598564168205,0,0
X2628.HK.EQUITY,0,0,0,0.67402475063131,0,-0.130856026598168,0.0598840471471607,0,0,0,0,0,0.181553654076338,0,0.165962177169444,0,0.0605409855983908,0,0.102428223339775,0,0,0,0.461292714928041,-0.36301373429511,0,0,-0.0526623664297967,0,0.0874829622638739,0
X601288.CH.EQUITY,0,0,0,0,0.102385035798455,0,0,0,0,0,0,0,0,0,0,0,0,0.020327506345211,0,0,0.0258009585674337,0.00716493695199089,0,0,0.189105325017758,0,-0.00172692712473905,0,0,0.0204837555533459
X600036.CH.EQUITY,0,0,0.23353531487752,0,0,0,0.17516818478761,0,0,0,0,0,0,0.0490055842934991,-0.0651492349847939,0,0,0.240564406518216,0,0,0.0789900300656436,0,0,0,0,0,0.0113156350832527,-0.017451824428115,-0.0577110421767594,0
X601988.CH.EQUITY,0,0,0.142761154615857,0,0,0,0,0,0,0.128072384021254,0,0,0,0,0,0,0,0,0,0,0,0.029072187953588,0,0,0.0543722114494789,0,0,0,0,0
X3988.HK.EQUITY,0,0.472981856507288,0.0139699127660434,0,0,0,0.0881726447867698,0,0,0,0,0,0.0691769636394821,0,0,0,0,0,0,0,0,0.0271664554469243,0,0,0,0,0,0,0,0.0351032699890928
X1299.HK.EQUITY,0,0,0,0.153075809596094,0,0,0,0,0,0,0,0,0,0.0539675249832452,0.378450822794405,0,0,-0.0489065809253638,0,0,0,0.105488476072435,-0.0172799296874801,0,0,0.106007147742013,0.0466762981962521,0,-0.147682008741516,0.203976258224726
X5.HK.EQUITY,0,0,0,1.1501883834002,0,0,0,0.00648172396441249,0,0,0,0,0.313827563353784,0,0,0,0,0,-0.192237326300784,0,0.10273845523731,0,-0.340543056257156,0,0,0,-0.0794560161162795,0,0.167593304465794,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.553590018330302,0,0,0,0,0,0.13752322509579,0,0,0,-0.0703975966656981,-0.153624179983302,0,0,0,0,0,0,0,0,0.0279099320447709,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.00655305146436633,0,0,0,0,0,0.0497525135685513,0,0,0,0,0.132481331420536,0,0,0,0,0.060574393991507,0.0142415064673208,0.298457641839867,0.0118062066969438,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.132799337744028,0,0,0,0,0,-0.0497069756808445,-0.0744856524419616,0.264230017304424,0,0,0,0,0,-0.0775696356470832,0.579876750586127,0,0,0.301216110816167,0,-0.0387985273230426,0,0.0563105437937142,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.0211044656751763,0.0315707731594735,0,0.613217334462849,0,0,-1.73472347597681e-18,0,0.0463592522186273,0,0,0,0,0,0,0,0.227012933751606,0,0,0,-0.064481622286077,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,-0.131776908169654,0.0272534404028562,0,0,0,0,0,0.267982162117084,0,0.209074183435473,0,0,0,0,0.0275295097733213,0.148318718509422,0,0,0,0,0,0,-0.108287065246034,0
X601328.CH.EQUITY,0,0,0,0,0.00998226783743683,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0.0339271912436234,0.0448198120786761,0,0,0,0,0,0.104414658471732,0.150002229711938,0,-0.0234816275786739,0,0,0
X3328.HK.EQUITY,0,0,0,0,0,0.140975929327095,0,0,0,0.314525744619761,0,0.358703788872926,0,0,-0.056665676442109,0,0,0,0,0,0,0,0,0,-0.135036412563923,0,-0.0998785936179965,0,0.0981223180184454,0
X601066.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0.0137102716802616,0,0,0,0,0,0.0503267215640998,-0.107493165823615,0,0,1.1452723057288,0,0.301791359348096,0,0,0,-0.123347428991316,0,-0.0926229573471939,0,0,0,-0.127939912257328,0
X601601.CH.EQUITY,0,0,0.166756333205914,0,0,0,0.260350406146927,-0.0856245442461926,0,0.00320401525154326,0,0,0,0,0,0.373990522253366,0,0,0,0,0,-0.00144997175339492,0,0,0.3976365105163,0,3.46944695195361e-18,0.142215327371512,0,0
X600000.CH.EQUITY,0,-0.00645393040655028,0,0,0,0,0,0,0,0.0354956938079127,0,0,0,0,0,0,0,0.400898045119502,0,0,0,0,0,0,0.20928739366816,0,-0.0768760387133082,0.0863857105812664,0,0
X601319.CH.EQUITY,0,0,0.285771415320495,0,0,0,2.16840434497101e-19,0.0555074209172747,0,0,0,0,-0.104539984191487,0,0,0,0,0.322839100695611,0.195973934281273,0,0,0,0.051734905598269,0,0,0,0.0192439847879204,0,0,0
