date,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,XEM,ETH,ETC,NEO,ZEC,BAT,MIOTA,EOS,BCH,BNB,ADA,BTG,TRX,XTZ,BSV,MKR,ATOM,LEO,LINK,HT,MIN,INNBCL,STO,TAGZ5,CRO,HEX
20150211,0.498811916882866,0.0881130771440836,0.290902047758967,0.14335413674367,0.255507566923633,0.370779993789918,0.174785950651405,0.185695659182101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150212,0.440534085069106,0.0801534601244142,0.225772900997731,0.11567165822363,0.360806201437556,0.466299455144577,0.167727071255748,0.1673851651644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150213,0.56998059971609,0.101996479446909,0.28335286213619,0.117958080354096,0.245366038297658,0.402017058136831,0.194323596868676,0.18889935636476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150214,0.559404649099189,0.113907781082699,0.174806003561022,0.100532718460279,0.306181819161423,0.370449625293066,0.191394373428749,0.242602742028084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150215,0.704576297742311,0.319579190295651,0.212576905409356,0.100960334281193,0.456972613214359,0.36472874651577,0.158330674561323,0.283924112067997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150216,0.586846435657426,0.441604307410768,0.258632036649128,0.0594581634167994,0.415086434612926,0.398944428339526,0.233623492685798,0.17512440858912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150217,0.53983633498273,0.309812790929867,0.26975086174183,0.0582884911010405,0.430493710570178,0.403092552022629,0.14948095223198,0.279734736770512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150218,0.565760652030032,0.41356486639147,0.220505566438493,0.036053339695884,0.400227620516379,0.3730965159886,0.13155326022359,0.283018110479714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150219,0.55777736927406,0.377485206321219,0.115727503834611,0.1687252481997,0.418956161670797,0.364564177616987,0.132375540768932,0.305410700991053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150220,0.641484578100434,0.133275992832705,0.215300367433134,0.0357948048997111,0.388667063169763,0.4106872917046,0.126625574949201,0.202417258839638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150221,0.630405203094939,0.198580392172943,0.209709233694412,0.18007008062411,0.412251628149193,0.504779705521815,0.191972834622583,0.199607768649487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150222,0.697371841017429,0.301673268767853,0.199024865273277,0.114028493161113,0.453028952227211,0.260063555483252,0.140537268832879,0.215885375884925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150223,0.693185421443735,0.18204979372088,0.167948245273644,0.246018399950241,0.427310884836286,0.250882966038253,0.125280423549461,0.183128241900703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150224,0.674659026527882,0.497251300218085,0.234797509019021,0.038593294844669,0.362735310365727,0.13263773428565,0.187999750765358,0.220218757231402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150225,0.659924784891012,0.490871990446466,0.191197451088136,0.0987729264654832,0.387611680362983,0.18257397269146,0.172102514440692,0.237548121477658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150226,0.659789374270981,0.304966503542595,0.350778335953773,0.0867941151436689,0.456876119666003,0.293836883547029,0.191562507775026,0.165068382055245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150227,0.641472049926868,0.528151573910649,0.153578830214248,0.0690668878168438,0.627579981125511,0.196145270062674,0.301951035024069,0.177253693345178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150228,0.666486741227756,0.309994365806922,0.161768093541014,0.161296185460553,0.484118474553817,0.27631147999954,0.291616355569875,0.195034428120561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150301,0.716840167744378,0.194565430724854,0.168131300112332,0.0727429374649456,0.613510502978855,0.268528491897468,0.290201182630412,0.252197633872309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150302,0.715786824530082,0.125845748156867,0.385151566978265,0.0760627760091777,0.46532739913448,0.26818722447115,0.196252098396836,0.236353021623896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150303,0.710191862954211,0.232608479919454,0.208438743786574,0.0785521503438388,0.558524841209364,0.264351237898666,0.259983664625646,0.179175683139429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150304,0.679301074943169,0.380958740405714,0.163697601899635,0.102956848286797,0.655566601196659,0.259195304465806,0.359288206334325,0.178086133099498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150305,0.586797717136917,0.362357342045194,0.183215596196365,0.0736833017767266,0.709693573820161,0.300876200168055,0.247505531564036,0.213515256903522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150306,0.583500350529751,0.234484598039565,0.242440271197065,0.0992708798198606,0.576423022444244,0.450600590186341,0.249282693269419,0.192164977503171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150307,0.59209950704223,0.0910097694077449,0.145888963119433,0.0710031371835469,0.67921211642117,0.262811217653827,0.267587953953842,0.223399237076462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150308,0.622568581234246,0.19741048891138,0.17271208566063,0.0672703045317761,0.450401336156393,0.209196175368088,0.190352641603324,0.23827495475842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150309,0.556307058864674,0.157219527891881,0.248843677869502,0.103983374176256,0.460436929927324,0.226975805143908,0.210856307986942,0.205009512778972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150310,0.555485659326417,0.0789829278961021,0.285873891242854,0.145496667109882,0.5591448339744,0.221221456215778,0.206706943140275,0.198816458362083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150311,0.550753698947377,0.0966459696862925,0.285257232125569,0.148718280468273,0.455032915216553,0.238627168048851,0.195657243440386,0.182108652130538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150312,0.510460306370448,0.0707886154284928,0.283759687131669,0.139231044481814,0.418466793238988,0.210238728007325,0.199229865138942,0.27691414875168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150313,0.50952802369278,0.059178120498699,0.287541396306503,0.127042225108543,0.441344639670313,0.228829867689779,0.200099259883577,0.293409789745001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150314,0.525798847448676,0.107081087809519,0.216149624097504,0.0312379118022177,0.445048789199501,0.276942366921751,0.194239385728536,0.205065507022379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150315,0.562824522624367,0.0651487729363416,0.186038083742753,0.0845672362203277,0.419823215190171,0.286562611038964,0.1923514778046,0.146886119787431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150316,0.557440285714439,0.0763534926264448,0.208754926168983,0.0269030259965948,0.522422092946718,0.286533920240831,0.227490389389232,0.141706943204134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150317,0.481406144407387,0.0920982933632097,0.315615855447072,0.0534822059486186,0.336753941278597,0.156485478801091,0.169986894461969,0.150060674252727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150318,0.392282365151718,0.108510835375173,0.26225014814708,0.0556771963197987,0.259846570367177,0.16802252616212,0.12395341481681,0.152443806009932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150319,0.355883607722136,0.0634683706609176,0.20821114839329,0.120139251168378,0.23312065100339,0.165695151516412,0.131097792636307,0.117111690841095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150320,0.331005643873919,0.0505872624586198,0.155833773023479,0.129650482703264,0.173020224573284,0.145758600020446,0.115911843165035,0.148765856522494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150321,0.375689937041872,0.0613776238918187,0.212392030796903,0.105680412616168,0.0990315212462031,0.117881002816964,0.163444073783188,0.119995419077097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150322,0.3594971746516,0.0620063695673829,0.235611717262795,0.0987279195353878,0.0947912829308396,0.12239525243405,0.163757008890411,0.112103775289068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150323,0.360761801879867,0.0932429016950117,0.143044176526776,0.0602894966902715,0.0940243456267306,0.126526524676286,0.145202053858914,0.108181592529029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150324,0.323041145571251,0.062717096663968,0.220598058229676,0.0487772200018215,0.232978015363443,0.0915157125669628,0.12141135344701,0.128772194917117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150325,0.322278155041852,0.0659267702528664,0.204638946524273,0.0590120607906418,0.251821758741725,0.108041315679845,0.111443433953097,0.0857516570368073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150326,0.307654331213877,0.0795614948050278,0.166747762298206,0.0996847414798084,0.225532426602392,0.0810481807405791,0.209723381906407,0.0876114402072442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150327,0.2756138283118,0.0887664012941127,0.118747119802959,0.0715039297468701,0.32928201258138,0.0992134060174837,0.200725249764223,0.137979057032819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150328,0.28697209270458,0.0712169518231588,0.159868889570578,0.0701872151765525,0.240394748621249,0.15252388066626,0.20127528112806,0.139306968153278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150329,0.338731455421555,0.078832783972131,0.0844075257924021,0.0619433009320634,0.220427980533469,0.0453990768560677,0.196889408793202,0.319266379374455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150330,0.293930898398302,0.0492174117085742,0.191963597160488,0.0533971175545642,0.167109624115926,0.0920968987350945,0.146024928043936,0.0982379022686559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150331,0.376776084986073,0.0979884683356064,0.1987741877671,0.122686715901593,0.253261274504428,0.0273905975438703,0.133836073275165,0.113105375424829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150401,0.343491197118966,0.174400450527066,0.22094077001398,0.0859789688186472,0.251833234613546,0.0323250137631992,0.112941436307242,0.112573170562475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150402,0.271680297415277,0.109430310201629,0.242753635444405,0.136843291590994,0.141355412741142,0.0361951590163201,0.110830060319426,0.133177295948166,0.245210217786692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150403,0.346543226124734,0.188924790341926,0.256287731499011,0.0889738824431524,0.137436500858695,0.0278099486638422,0.0789582435507247,0.132764714604091,0.741642696026143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150404,0.341756907656824,0.175954976520298,0.20308756677215,0.21234351083487,0.192403739682114,0.0520847736844604,0.101564211467249,0.146131922801355,0.298990979004328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150405,0.357033348180713,0.167528156182411,0.251955212111783,0.0268351342409793,0.0475174108067783,0.0387008308009877,0.102838453287022,0.133960103759316,0.412472264645104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150406,0.347860768028114,0.0600189578817074,0.195298791137669,0.112511325247976,0.188198200787283,0.0300164990541189,0.103487364959396,0.138715068650699,0.407763173459565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150407,0.333514549307448,0.0551066493810133,0.217185507110746,0.0396889502480368,0.208804415894241,0.0493188745753685,0.132191452038665,0.144201157392518,0.265630740551574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150408,0.319844901504798,0.0459367803992257,0.312522519468324,0.0885895963695089,0.0678610583169055,0.0448777400597081,0.146056784917261,0.17913603621047,0.517184935557909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150409,0.312174266399909,0.089748653491838,0.300971605492568,0.19148831461378,0.191238566320158,0.219482593912051,0.146563768664304,0.165861353385919,0.528606836568775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150410,0.371369787406736,0.0846671996807783,0.309738486183384,0.0867721254144644,0.150506282288849,0.0401804775486676,0.13117442484527,0.10733302206153,0.602503721370835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150411,0.359449229342737,0.049197002515395,0.236452201846401,0.0913186718411211,0.133313454555888,0.169421747552872,0.140282896867476,0.114044008185987,0.607201586566912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150412,0.356904151990408,0.0781396479036975,0.276325487820581,0.0387502696124369,0.203740752452865,0.170333507163336,0.150174291363621,0.114863453618502,0.570836356959821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150413,0.31087042627365,0.0961815806093456,0.257347331787751,0.0602338898909142,0.278616237940412,0.182275918315922,0.100859678951592,0.0779190831750684,0.470202313896007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150414,0.374420405023017,0.106136948389942,0.2509382550671,0.0883269254828207,0.28924503078163,0.184158956613781,0.125309847526164,0.0859413461586549,0.584313140495958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150415,0.280735646385152,0.0978680131564559,0.193460418468746,0.0965326654644041,0.293463929385154,0.0296766805591323,0.171867155055824,0.250595071879771,0.374794331378201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150416,0.29592785072822,0.107901640418309,0.242171588147614,0.0624160483626403,0.266350071090507,0.0460254987940868,0.182050571399469,0.161660427452258,0.201858508377668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150417,0.28777595579461,0.10656404447826,0.237637038885626,0.0926816197007018,0.311594878422505,0.0354653536833767,0.106457026771398,0.0969180953682492,0.320591829649398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150418,0.326086537578351,0.104249017706149,0.241528033130347,0.0977553874224497,0.279368501894074,0.038279735972734,0.147843543153129,0.0874744843053321,0.410894630017379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150419,0.252537652683646,0.0496062581709038,0.236514425846835,0.104061438950495,0.102645956709297,0.0254246829901611,0.155688674202592,0.113238029570279,0.514187709527515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150420,0.225474164545513,0.0704467666260036,0.234984910812896,0.128966628428667,0.227031053547618,0.0375272942558548,0.0631175202957989,0.116804819738299,0.322257306982787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150421,0.249783237232348,0.0689788694820444,0.237983750590751,0.110056085130944,0.0988829309912081,0.060117183930534,0.115112064489244,0.0742644736419956,0.354536405123667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150422,0.240042847382443,0.0869074050733659,0.281575425279779,0.104554345336892,0.114514297043878,0.0617628454726999,0.0862100611616581,0.160526696397244,0.241877548048751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150423,0.240864470641147,0.0771804694528787,0.25411760234063,0.10449014362009,0.198457467671297,0.0832307777526744,0.0850574695267857,0.163491227850825,0.347087676339381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150424,0.24116962624162,0.0994067867907101,0.273227279628298,0.103104321582551,0.0804764268919576,0.094856153111551,0.0666609960964798,0.160247373736782,0.407376414410787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150425,0.203958883984847,0.151429077263422,0.282401933471769,0.111678943241392,0.212554782478773,0.0599583304181262,0.0853356941351583,0.0904582810206006,0.378673965833319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150426,0.221046060776988,0.131596913741516,0.284657705901576,0.114667492783497,0.153581389007893,0.0326969961922964,0.109313424492732,0.0908606528073705,0.304962370531069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150427,0.244161028071725,0.134240643968918,0.30727730696776,0.11945226250898,0.0590773692615165,0.0453930850441409,0.0976854893377521,0.0784873946410303,0.377341470982593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150428,0.224152380012442,0.13030872935038,0.317245609948449,0.0653404682165347,0.0467058822504612,0.0522684718737537,0.0645019543111553,0.0866343213992046,0.388308703769394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150429,0.252455510929106,0.117907275617848,0.304224141402033,0.093106923653548,0.0411968423973874,0.0302852013827046,0.0478755074494439,0.0827608713120853,0.0970482273954155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150430,0.262736438300543,0.136753434722041,0.314327534078236,0.0382217639020603,0.0440820725649599,0.0299077797857839,0.0701334800071026,0.0847806316369159,0.0802617883632796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150501,0.261135595586924,0.138877017503038,0.350659155255023,0.0964808916318001,0.176619519529057,0.0436024266932831,0.0768219818791142,0.170568407498699,0.0688189375511001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150502,0.263048843255751,0.0421743705064969,0.311561633111868,0.0915310592653349,0.124263676789002,0.0451287879622468,0.048274848677869,0.0840372272760534,0.0689015388331618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150503,0.277525206201562,0.0996632014700464,0.312420309854367,0.109684579389325,0.143119986348156,0.0452031049325528,0.0942886248689808,0.107167254009911,0.0599233035750392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150504,0.256558679293495,0.116426139074224,0.292867666571095,0.0995328929476125,0.144035095309955,0.0419669054141093,0.0736633894839309,0.0648889063108057,0.0643346643684849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150505,0.299576394835609,0.0695146217390949,0.364644175420556,0.103999206388399,0.109213002918006,0.0477526535952466,0.0891011496874209,0.0625435715440135,0.152324492573601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150506,0.292813171594887,0.062937554902373,0.363309669683845,0.105454792136304,0.112760553806309,0.049968954595482,0.0876659173625209,0.0682543894601814,0.152476339363712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150507,0.280945928050282,0.0997900302165754,0.283324538246732,0.0927851067760739,0.118428095582188,0.048035730989504,0.0992684112818639,0.0534504141323494,0.06220745206087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150508,0.304548314290339,0.0725478332313299,0.332537764686842,0.0846462674171724,0.100126036054556,0.0426150905362842,0.0893404877984358,0.076230813899472,0.0789223862632961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150509,0.311488581060353,0.0637825276589624,0.288191109431391,0.126733418136677,0.102936241765113,0.0404491643657213,0.0586654990600451,0.0708023994649975,0.109253060019375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150510,0.303500324760627,0.0980283821266965,0.318384503885536,0.134661491633594,0.158214370992806,0.0419427699352053,0.045718133935429,0.0430144583223626,0.107169344146036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150511,0.297358773641735,0.110252818823653,0.287609573278771,0.157461894960375,0.252295057347904,0.0484615829751717,0.0880336291644826,0.0190469484627081,0.114061665945525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150512,0.186538032247326,0.0310246050990834,0.281918588480022,0.0832394693203726,0.0818926281898908,0.152515721330765,0.0468581119607095,0.160058756745037,0.0873994483874088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150513,0.185855929244984,0.133199237138603,0.268391466412142,0.122489248549832,0.0756212056044329,0.129095690954435,0.0934462529786819,0.172934107352314,0.129794845587711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150514,0.27076479542252,0.0425567447335746,0.296075599820402,0.0947892740175122,0.0831030736761759,0.156106353529439,0.0872348221371018,0.151307180484326,0.13182142429034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150515,0.242857111914513,0.113795465951267,0.312317442684061,0.157655315990406,0.106898926405538,0.0669675030081953,0.0762566171773362,0.197804114698831,0.133509213483879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150516,0.254359493542144,0.117846229741786,0.307492604345233,0.116212666126421,0.0831947934109476,0.0985295532290728,0.0808333048829507,0.066591940902272,0.139673589689689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150517,0.270506840442789,0.106989099698505,0.302130056650731,0.110607887359346,0.122548015623953,0.104872796603895,0.0500276840868543,0.0719875231972711,0.190776122408256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150518,0.311232217742309,0.0849233384020245,0.249648047119015,0.110064549237999,0.197970517784932,0.176480499791406,0.0662175423547831,0.0725926464957961,0.174087071431664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150519,0.303698327510137,0.0787026275828583,0.282070606380575,0.121527967816661,0.0990610505504265,0.0747325193095108,0.00838409263451167,0.1618078520047,0.178026040435741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20150520,0.221648650900435,0.0922950205845022,0.136263195149382,0.0555498282070946,0.106565915177143,0.160279698224211,0.0843447787195126,0.0611258017674077,0.0330243717326178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
